"","S","L","Top","Bas","Int","Can","Herb","Omn","Loop","ChLen","ChSD","ChNum","TL","MxSim","VulSD","GenSD","LinkSD","Path","Clust"
"1",420,16973,0.080952380952381,0.0642857142857143,0.854761904761905,0.0595238095238095,0.316666666666667,0.547619047619048,0.0690476190476191,1.69962686567164,0.494152584125978,2.72916478969277,2.42364363389028,0.834209548150308,0.36785571879012,0.820181189306514,0.718999543164622,1.524114490161,0.342292669937283
"2",420,16973,0.080952380952381,0.0452380952380952,0.873809523809524,0.0571428571428571,0.338095238095238,0.542857142857143,0.0690476190476191,1.71929824561404,0.466359264505252,2.60097289568675,2.45570760786663,0.834857385100863,0.371048339909498,0.814735043316771,0.714527027684926,1.48528004710385,0.340974536733535
"3",418,16973,0.076555023923445,0.0598086124401914,0.863636363636364,0.0574162679425837,0.320574162679426,0.557416267942584,0.0717703349282297,1.7043795620438,0.527332442263695,2.73878055848437,2.4280915651473,0.835042234258159,0.364763452009885,0.817390918673091,0.714641390248738,1.5258120025812,0.3484139857404
"4",419,16973,0.081145584725537,0.0620525059665871,0.856801909307876,0.0525059665871122,0.324582338902148,0.551312649164678,0.0644391408114559,1.59459459459459,0.504037750623953,2.68214507637383,2.4274913675486,0.832136697605336,0.3665798565785,0.814978902832384,0.71439141823233,1.52741263225393,0.348237858917962
"5",420,16973,0.0833333333333333,0.0666666666666667,0.85,0.0595238095238095,0.314285714285714,0.542857142857143,0.0714285714285714,1.63380281690141,0.507146434497766,2.75434833571102,2.41340177022308,0.832428461834518,0.366359497246638,0.818768646504834,0.718567752868833,1.52628563243088,0.346035644905776
"6",419,16973,0.0787589498806683,0.0620525059665871,0.859188544152745,0.0620525059665871,0.310262529832936,0.551312649164678,0.0715990453460621,1.66861598440546,0.495417905481952,2.71011736511182,2.42942917166062,0.831880288034321,0.366137345120365,0.817867997058032,0.715487155203022,1.53038083012409,0.345175581054249
"7",420,16973,0.0857142857142857,0.0595238095238095,0.854761904761905,0.0571428571428571,0.316666666666667,0.533333333333333,0.0714285714285714,1.6045197740113,0.493254789957278,2.72509452108147,2.43416811554652,0.833957404033062,0.367484378518359,0.821203886989761,0.71944240018281,1.53534488907911,0.342843089612636
"8",420,16973,0.080952380952381,0.05,0.869047619047619,0.0619047619047619,0.326190476190476,0.538095238095238,0.0714285714285714,1.68235294117647,0.532255894662413,2.62838893005031,2.44461152527807,0.836054395347371,0.368836340022497,0.817479384231841,0.71697148460984,1.52971300544116,0.342804999550869
"9",419,16973,0.0787589498806683,0.0620525059665871,0.859188544152745,0.0501193317422434,0.322195704057279,0.551312649164678,0.0715990453460621,1.64360587002096,0.521417343416855,2.67851837904011,2.42758520722346,0.831373937520737,0.367680942974647,0.814140897465313,0.713543820814984,1.52978836919794,0.34646067046344
"10",419,16973,0.081145584725537,0.0548926014319809,0.863961813842482,0.0596658711217184,0.310262529832936,0.54653937947494,0.0715990453460621,1.68155339805825,0.490720817554373,2.71180722904119,2.4334426286723,0.830300331384488,0.368659057854335,0.817100240509117,0.716166144199354,1.5207495692131,0.34413799781396
"11",420,16973,0.080952380952381,0.0738095238095238,0.845238095238095,0.0547619047619048,0.509523809523809,0.338095238095238,0.0714285714285714,1.58086956521739,0.517952221602583,2.75966784468963,2.40693305562753,0.836523110344977,0.369011822161516,0.818754946519834,0.718024009329804,1.52222341992742,0.342282143294976
"12",420,16973,0.080952380952381,0.0619047619047619,0.857142857142857,0.0523809523809524,0.333333333333333,0.55,0.0642857142857143,1.69679849340866,0.487938593102898,2.72509452108147,2.42623698485722,0.829932635667457,0.367996152068603,0.820016571736141,0.719805545216234,1.53000249278872,0.34495972123814
"13",419,16973,0.0787589498806683,0.0477326968973747,0.873508353221957,0.0572792362768496,0.31980906921241,0.556085918854415,0.0715990453460621,1.67292225201072,0.508255806035807,2.57170883180869,2.46577112536558,0.835924388627927,0.367725014753018,0.817813994023213,0.717805336087594,1.52031909565715,0.347258959715418
"14",420,16973,0.0833333333333333,0.0547619047619048,0.861904761904762,0.0547619047619048,0.321428571428571,0.557142857142857,0.0690476190476191,1.63488372093023,0.514762814972517,2.63346845557959,2.44385299591691,0.834665955639913,0.368497212931206,0.818898113621936,0.718638035703889,1.51635062611807,0.343302831106511
"15",420,16973,0.0857142857142857,0.0547619047619048,0.859523809523809,0.0571428571428571,0.328571428571429,0.547619047619048,0.0690476190476191,1.64299802761341,0.499768015349184,2.70500795933334,2.43952803477204,0.830185014623696,0.365668332349169,0.820153413253196,0.72000084271155,1.51914072273653,0.346653141734061
"16",420,16973,0.080952380952381,0.05,0.869047619047619,0.0595238095238095,0.545238095238095,0.338095238095238,0.0690476190476191,1.6247191011236,0.498484391868118,2.64836001098093,2.45064459416821,0.834629989668737,0.369169243574877,0.818597222872935,0.718068347084678,1.51820567197441,0.342216241096484
"17",419,16973,0.0787589498806683,0.0548926014319809,0.866348448687351,0.0548926014319809,0.324582338902148,0.558472553699284,0.0715990453460621,1.67272727272727,0.510976318373859,2.69460519893357,2.4429891561143,0.831606505951817,0.36914174922763,0.817322308343751,0.716675161336737,1.51943311144514,0.346622930584043
"18",420,16973,0.080952380952381,0.0571428571428571,0.861904761904762,0.0571428571428571,0.330952380952381,0.547619047619048,0.0714285714285714,1.64658634538153,0.495044246924226,2.69722934275972,2.43582484763189,0.827675683145391,0.367158212995617,0.820487049775992,0.72110474446783,1.52983692943103,0.348059965542318
"19",419,16973,0.0787589498806683,0.0548926014319809,0.866348448687351,0.0596658711217184,0.324582338902148,0.541766109785203,0.0692124105011933,1.61224489795918,0.501574515335595,2.64443858946784,2.31807156861304,0.835611398409676,0.36508892196027,0.818112041898067,0.71605077642971,1.53080331618067,0.343686308902261
"20",419,16973,0.0787589498806683,0.0644391408114559,0.856801909307876,0.0620525059665871,0.307875894988067,0.551312649164678,0.0692124105011933,1.59183673469388,0.512357211269868,2.69019608002851,2.42962021816946,0.827229573340134,0.367549541854274,0.81739402294258,0.71722289425372,1.5318639708509,0.347741739083667
"21",420,16973,0.080952380952381,0.0571428571428571,0.861904761904762,0.0619047619047619,0.319047619047619,0.55952380952381,0.0714285714285714,1.60606060606061,0.506579337701591,2.66464197555613,2.44561378364564,0.83453365276612,0.368119267898114,0.820435464024358,0.720687021084899,1.52968182788811,0.34455654361756
"22",418,16973,0.0885167464114833,0.062200956937799,0.849282296650718,0.0550239234449761,0.315789473684211,0.552631578947368,0.0717703349282297,1.56737588652482,0.506511273498698,2.75127910398334,2.43292388510742,0.833158746529049,0.363803038638092,0.815332841210634,0.712718034833039,1.51887636428699,0.346537443517567
"23",420,16973,0.0833333333333333,0.0642857142857143,0.852380952380952,0.0642857142857143,0.316666666666667,0.547619047619048,0.0642857142857143,1.63541666666667,0.507147075196443,2.68124123737559,2.43202299342127,0.828831558950976,0.36833194221251,0.819062507127617,0.720544621340452,1.52571020189387,0.352143948975998
"24",418,16973,0.0813397129186603,0.0502392344497608,0.868421052631579,0.0598086124401914,0.533492822966507,0.339712918660287,0.0717703349282297,1.63576158940397,0.512888450351207,2.65609820201283,2.45393599965094,0.829256155880946,0.367030501081979,0.817313349694203,0.715233518955896,1.51643057453081,0.345506899666943
"25",418,16973,0.0813397129186603,0.0669856459330144,0.851674641148325,0.062200956937799,0.521531100478469,0.339712918660287,0.069377990430622,1.66013071895425,0.504167881695858,2.78675142214556,2.42447052367534,0.830929395701735,0.364933541517839,0.816977304575024,0.714635073832096,1.52168458781362,0.3459568005336
"26",419,16973,0.0835322195704057,0.0572792362768496,0.859188544152745,0.0525059665871122,0.532219570405728,0.33890214797136,0.0692124105011933,1.61041666666667,0.492422575681759,2.68124123737559,2.44199122301397,0.831614627356639,0.369474265782045,0.81648096628334,0.717057614393851,1.52140259927278,0.34769284577908
"27",420,16973,0.0857142857142857,0.0547619047619048,0.859523809523809,0.0619047619047619,0.326190476190476,0.547619047619048,0.0690476190476191,1.66525423728814,0.476875378174394,2.67394199863409,2.43681707813331,0.831480461769879,0.369687853378203,0.817143543680097,0.717023107553275,1.52579159675865,0.343031422151169
"28",420,16973,0.080952380952381,0.0642857142857143,0.854761904761905,0.0619047619047619,0.307142857142857,0.538095238095238,0.0714285714285714,1.66551126516464,0.490258708236119,2.76117581315573,2.42395692555567,0.830387574545034,0.367684964616564,0.817230543662575,0.717991498932525,1.51827432994124,0.346169827495884
"29",419,16973,0.0883054892601432,0.0572792362768496,0.854415274463007,0.0525059665871122,0.52744630071599,0.33890214797136,0.0715990453460621,1.67118644067797,0.505000747182162,2.77085201164214,2.44513291789356,0.834054283851057,0.366904687791415,0.816870254082046,0.715317696826981,1.52155836708362,0.346328162280453
"30",420,16973,0.080952380952381,0.0595238095238095,0.859523809523809,0.0547619047619048,0.34047619047619,0.538095238095238,0.0714285714285714,1.6370808678501,0.550283577064223,2.70500795933334,2.42659232673158,0.831302594171228,0.36959014887009,0.818199041903501,0.718812865824649,1.52503923526894,0.34466852054903
"31",419,16973,0.0787589498806683,0.0548926014319809,0.866348448687351,0.0596658711217184,0.322195704057279,0.54653937947494,0.0715990453460621,1.65155131264916,0.506244479317239,2.6222140229663,2.44229982005261,0.83227981189238,0.365984970615589,0.819241294962997,0.71778443883815,1.52397468444953,0.345138690728942
"32",418,16973,0.0789473684210526,0.0526315789473684,0.868421052631579,0.0598086124401914,0.315789473684211,0.557416267942584,0.069377990430622,1.71428571428571,0.465392159099347,2.69635638873333,2.31222745681695,0.831633673349928,0.365634801362618,0.817132618109174,0.714643339179062,1.51611155263348,0.341074660717411
"33",419,16973,0.0787589498806683,0.0644391408114559,0.856801909307876,0.0620525059665871,0.310262529832936,0.536992840095465,0.0692124105011933,1.57023060796646,0.512239428805055,2.67851837904011,2.43867294697287,0.830064766841244,0.365856649968801,0.818161186888581,0.717243283716729,1.5256012827365,0.346546305388678
"34",419,16973,0.081145584725537,0.0620525059665871,0.856801909307876,0.0620525059665871,0.317422434367542,0.544152744630072,0.0692124105011933,1.66959578207381,0.53055247419035,2.75511226639507,2.42052814981788,0.829769766379212,0.366042472267206,0.818000303041059,0.716010207981987,1.52573018080668,0.344982807941483
"35",420,16973,0.0833333333333333,0.0642857142857143,0.852380952380952,0.0571428571428571,0.328571428571429,0.535714285714286,0.0714285714285714,1.58627450980392,0.508675080056017,2.70757017609794,2.42665615546689,0.833653632298012,0.366517006992145,0.819740534427381,0.719580396666311,1.51891639420831,0.345641129335697
"36",420,16973,0.0833333333333333,0.0738095238095238,0.842857142857143,0.0547619047619048,0.319047619047619,0.552380952380952,0.0690476190476191,1.58666666666667,0.515608783190123,2.72015930340596,2.41308684318037,0.834628619851318,0.364572292067328,0.819584967589902,0.718988672478582,1.52029837899871,0.35239140397611
"37",420,16973,0.0833333333333333,0.0476190476190476,0.869047619047619,0.0595238095238095,0.54047619047619,0.338095238095238,0.0714285714285714,1.68949771689498,0.496605616600046,2.6414741105041,2.45120639539517,0.832950766384664,0.367982203842897,0.817907137021135,0.717320374385095,1.52016085598363,0.342944117919563
"38",419,16973,0.0787589498806683,0.0739856801909308,0.847255369928401,0.0572792362768496,0.310262529832936,0.548926014319809,0.0715990453460621,1.57712305025997,0.5014181698073,2.76117581315573,2.41336559759374,0.830568831700635,0.366591116033924,0.818053518704587,0.717783948948628,1.52698741778667,0.347903673923905
"39",420,16973,0.080952380952381,0.0619047619047619,0.857142857142857,0.0547619047619048,0.323809523809524,0.542857142857143,0.0714285714285714,1.67931688804554,0.513699313745296,2.72181061521255,2.42624863384485,0.832368723653574,0.367690075111729,0.818800136340045,0.719268345773892,1.51942147280994,0.347575458695005
"40",420,16973,0.0857142857142857,0.0476190476190476,0.866666666666667,0.0547619047619048,0.326190476190476,0.554761904761905,0.0690476190476191,1.65740740740741,0.494274166797704,2.63548374681491,2.45733591624332,0.834670079776005,0.367936086348579,0.816451884765478,0.716392044171534,1.52296756679526,0.344979595538316
"41",419,16973,0.0787589498806683,0.0548926014319809,0.866348448687351,0.0596658711217184,0.31980906921241,0.558472553699284,0.0715990453460621,1.64801864801865,0.487820864573381,2.63245729218472,2.44289901841788,0.829306673927594,0.366930639769502,0.816723457111181,0.716419275591447,1.52064187248708,0.348420287988772
"42",419,16973,0.081145584725537,0.0548926014319809,0.863961813842482,0.0596658711217184,0.31980906921241,0.556085918854415,0.0692124105011933,1.63434343434343,0.51064807917142,2.69460519893357,2.43824476246113,0.833200045121882,0.366892780094079,0.817536322613375,0.716185030072726,1.53052579117867,0.344770354380715
"43",420,16973,0.0833333333333333,0.0571428571428571,0.859523809523809,0.0595238095238095,0.328571428571429,0.545238095238095,0.0666666666666667,1.64329896907216,0.496455872319073,2.68574173860226,2.43602613341394,0.835210387249682,0.367116854416154,0.818980750351581,0.719329201280719,1.5259777333714,0.348024198541567
"44",419,16973,0.081145584725537,0.0692124105011933,0.84964200477327,0.0620525059665871,0.312649164677804,0.553699284009546,0.0692124105011933,1.67179487179487,0.528283300437939,2.76715586608218,2.41695559180864,0.838131845392975,0.365430700925436,0.817627914321575,0.714891615144549,1.52712512963559,0.345524876968109
"45",419,16973,0.081145584725537,0.0644391408114559,0.854415274463007,0.0548926014319809,0.310262529832936,0.551312649164678,0.0692124105011933,1.56902356902357,0.499021020807217,2.77378644498119,2.42153699341573,0.834898903278455,0.36610863118007,0.815478841171599,0.713775824231627,1.5354691889201,0.341137880674447
