S,L,Top,Bas,Int,Can,Herb,Omn,Loop,ChLen,ChSD,ChNum,TL,MxSim,VulSD,GenSD,LinkSD,Path,Clust
207.0,3930.0,0.12560386473429952,0.04830917874396135,0.8260869565217391,0.0821256038647343,0.30434782608695654,0.5362318840579711,0.0821256038647343,1.586466165413534,0.4943287390549321,2.123851640967086,2.429541606885084,0.919696089847762,0.45292135127569855,0.7861820453088284,0.7454173871489365,1.4313491386662118,0.3152098328811171
142.0,771.0,0.11971830985915492,0.16901408450704225,0.7112676056338029,0.035211267605633804,0.34507042253521125,0.3028169014084507,0.028169014084507043,2.4963503649635035,0.7187007025676192,2.1367205671564067,2.442678852591809,0.9354285291588416,0.7324162230144196,0.8786317279363393,1.1348225316474125,1.9027902790279028,0.22620858113347309
85.0,559.0,0.3176470588235294,0.047058823529411764,0.6352941176470588,0.23529411764705882,0.4117647058823529,0.4,0.27058823529411763,1.8,0.7552286874651746,1.7403626894942439,3.4951703374988536,0.908330439959155,0.636352979253271,0.5973568616609445,1.0611083348999757,1.5221621621621622,0.4394772581182596
