"","S","L","Top","Bas","Int","Can","Herb","Omn","Loop","ChLen","ChSD","ChNum","TL","MxSim","VulSD","GenSD","LinkSD","Path","Clust"
"1",420,16973,0.080952380952381,0.0380952380952381,0.880952380952381,0.0571428571428571,0.316666666666667,0.569047619047619,0.0642857142857143,1.69398907103825,0.484631694518926,2.56348108539441,2.46827771646849,0.831808469649473,0.373288963353935,0.819292119842525,0.721999946123583,1.51317734434149,0.340480092876431
"2",420,16973,0.080952380952381,0.0380952380952381,0.880952380952381,0.0547619047619048,0.311904761904762,0.566666666666667,0.0690476190476191,1.68937329700272,0.497503482862045,2.56466606425209,2.47084123767929,0.830842065436916,0.372153444607479,0.816923330718159,0.720148937391826,1.52367032653643,0.346191959647872
"3",420,16973,0.0833333333333333,0.0357142857142857,0.880952380952381,0.0595238095238095,0.314285714285714,0.564285714285714,0.0714285714285714,1.69971671388102,0.471247051086108,2.54777470538782,2.4712513472217,0.833027320210713,0.37328336046781,0.816754501877178,0.719014832044859,1.51511770210928,0.341421469008172
"4",420,16973,0.080952380952381,0.0357142857142857,0.883333333333333,0.0595238095238095,0.316666666666667,0.557142857142857,0.0690476190476191,1.71052631578947,0.473156571902143,2.53402610605613,2.47009835872557,0.832095340374844,0.37272439294307,0.817944320659154,0.720015037747473,1.52292693379044,0.341013469212518
"5",419,16973,0.081145584725537,0.0334128878281623,0.885441527446301,0.0596658711217184,0.315035799522673,0.570405727923628,0.0715990453460621,1.71554252199413,0.477147235364488,2.5327543789925,2.47562993883327,0.837230738332101,0.373592891956057,0.816097935120347,0.715404168717369,1.5323948681397,0.336402528574906
"6",419,16973,0.0787589498806683,0.0381861575178998,0.883054892601432,0.0596658711217184,0.315035799522673,0.570405727923628,0.0715990453460621,1.69230769230769,0.485430885640844,2.56110138364906,2.46578811827794,0.83299747688839,0.371124816402709,0.815332955795512,0.717835874772907,1.53067975669619,0.347184008407679
"7",420,16973,0.080952380952381,0.0380952380952381,0.880952380952381,0.0595238095238095,0.316666666666667,0.561904761904762,0.0714285714285714,1.68392370572207,0.499549386739384,2.56466606425209,2.46873282908167,0.831528806689211,0.372122246381096,0.81700614906465,0.720561914740945,1.5220017873101,0.344292655631524
"8",420,16973,0.080952380952381,0.0357142857142857,0.883333333333333,0.0571428571428571,0.316666666666667,0.55952380952381,0.0714285714285714,1.72434017595308,0.485337894847768,2.5327543789925,2.47260584231342,0.834837074850816,0.372036428228449,0.815734107246305,0.718045669361682,1.52935532020755,0.341215423737248
"9",420,16973,0.080952380952381,0.0380952380952381,0.880952380952381,0.0595238095238095,0.316666666666667,0.561904761904762,0.0690476190476191,1.68219178082192,0.489264548362037,2.56229286445647,2.46470152995688,0.833523850903132,0.371685770226024,0.816920481096275,0.719762571158297,1.53062380514055,0.343381708666604
"10",420,16973,0.080952380952381,0.0357142857142857,0.883333333333333,0.0523809523809524,0.316666666666667,0.566666666666667,0.0714285714285714,1.72140762463343,0.474446192139648,2.5327543789925,2.47406588186187,0.834849394938727,0.372080441111634,0.815593977104358,0.717912552281724,1.51581176639506,0.340903041967481
"11",420,16973,0.080952380952381,0.0357142857142857,0.883333333333333,0.0595238095238095,0.319047619047619,0.564285714285714,0.0690476190476191,1.72514619883041,0.48485491583943,2.53402610605613,2.47170620245469,0.835321553858556,0.372661468921031,0.817090014237754,0.719301693089864,1.52353276759609,0.34135861938424
"12",420,16973,0.080952380952381,0.0380952380952381,0.880952380952381,0.0523809523809524,0.314285714285714,0.564285714285714,0.0690476190476191,1.68219178082192,0.489264548362037,2.56229286445647,2.46684970108947,0.836430040822836,0.372240873135894,0.816772956454281,0.718935336572331,1.52732970124274,0.342376505843845
"13",420,16973,0.080952380952381,0.0380952380952381,0.880952380952381,0.0523809523809524,0.314285714285714,0.561904761904762,0.0714285714285714,1.68579234972678,0.482192822848979,2.56348108539441,2.46824793030039,0.830615753803204,0.371533665320365,0.818062184699987,0.720652338855824,1.52753108348135,0.34298309433828
"14",420,16973,0.0833333333333333,0.0357142857142857,0.880952380952381,0.0571428571428571,0.316666666666667,0.564285714285714,0.0714285714285714,1.71671388101983,0.463654542068374,2.54777470538782,2.47476827644244,0.835572717169666,0.372104373677866,0.81692616870669,0.720205377776721,1.52069249204135,0.345683615890411
"15",420,16973,0.0833333333333333,0.0380952380952381,0.878571428571429,0.0595238095238095,0.314285714285714,0.561904761904762,0.0690476190476191,1.68337730870712,0.471419327837061,2.57863920996807,2.46650403591694,0.835340016473595,0.373719931732278,0.815157583770899,0.716429959790023,1.52195295794726,0.338888942786402
"16",420,16973,0.0833333333333333,0.0357142857142857,0.880952380952381,0.0571428571428571,0.319047619047619,0.566666666666667,0.0714285714285714,1.71067415730337,0.47825810169543,2.55144999797288,2.47237614947119,0.835937395389779,0.373842120721705,0.815886353620368,0.718466503575579,1.52812388750445,0.340585428371273
"17",420,16973,0.0833333333333333,0.0380952380952381,0.878571428571429,0.0595238095238095,0.314285714285714,0.561904761904762,0.0714285714285714,1.67018469656992,0.487334525087137,2.57863920996807,2.46898226114144,0.8372883993033,0.372710629221005,0.818905133129945,0.721722969769877,1.51363407439384,0.343055227757922
"18",420,16973,0.080952380952381,0.0404761904761905,0.878571428571429,0.0642857142857143,0.311904761904762,0.566666666666667,0.0714285714285714,1.65641025641026,0.496670079648381,2.5910646070265,2.46737509468742,0.833411281913198,0.371478820938222,0.817058928370937,0.719853017790385,1.52954990215264,0.344906461497165
"19",420,16973,0.0833333333333333,0.0357142857142857,0.880952380952381,0.0595238095238095,0.314285714285714,0.561904761904762,0.0714285714285714,1.72191011235955,0.507601654631637,2.55144999797288,2.47290508401859,0.835557915381607,0.372780425707879,0.815664930535244,0.718698795757221,1.48798514527052,0.343860823518842
"20",420,16973,0.080952380952381,0.0380952380952381,0.880952380952381,0.0619047619047619,0.316666666666667,0.561904761904762,0.0690476190476191,1.66849315068493,0.488571789501721,2.56229286445647,2.46426527494126,0.833394463408658,0.373839879658707,0.814031463110834,0.717324593083712,1.52345617352217,0.342746790988671
"21",420,16973,0.080952380952381,0.0404761904761905,0.878571428571429,0.0571428571428571,0.311904761904762,0.561904761904762,0.0714285714285714,1.68974358974359,0.500536920865019,2.5910646070265,2.46361385543341,0.835758725224647,0.373076898651761,0.817252156522185,0.719445455742036,1.52200021446188,0.341089872797179
