,Top,Bas,Int,Can,Herb,Omn,Loop,ChLen,ChSD,ChNum,TL,MxSim,VulSD,GenSD,LinkSD,Path,Clust,network
,-1,0.8,0.105263158,0.529411765,-0.927710843,0.6,1.117647059,-1,-1,-1,0.687228739,-0.207089943,-0.505140151,-0.17722358,-0.203296336,0.330926073,0.246466608,fezouata
,-0.615384615,0.7,0.052631579,0.823529412,-0.951807229,0.6,1.058823529,0.464701531,0.660392366,0.053767627,0.919714379,-0.212458413,-0.288247468,-0.295115615,-0.261706786,0.306395526,0.074787486,fezouata
,-1,0.4,0.128654971,0.117647059,-0.915662651,0.572727273,0.705882353,-1,-1,-1,0.837438147,-0.184978886,-0.370431006,-0.291950387,-0.286527081,0.28479174,0.011653019,fezouata
,-1,1.5,0.064327485,0.352941176,-0.891566265,0.509090909,1.411764706,-1,-1,-1,0.378215648,-0.199386004,-0.41617453,-0.336180596,-0.34631244,0.312726383,0.039727024,fezouata
,-1,0.2,0.140350877,0.529411765,-0.915662651,0.6,0.647058824,-1,-1,-1,1.117993814,-0.20565066,-0.544332598,-0.209695426,-0.223748414,0.319131395,0.222934051,fezouata
,-1,0.4,0.128654971,0.647058824,-0.951807229,0.645454545,0.764705882,-1,-1,-1,0.916878187,-0.210159992,-0.47827751,-0.208629554,-0.249648625,0.301754684,0.277939135,fezouata
,-0.304331591,0.507281553,0.016607052,0.182181611,-0.903146567,0.525551633,0.477727013,0.321752928,0.602772568,0.10931753,0.823520739,-0.211960987,-0.328576772,-0.266058688,-0.29915106,0.298012196,-0.010012949,fezouata
,-0.884055265,0.60776699,0.09887583,0.418617933,-0.903146567,0.580361871,1.364363221,0.291411398,0.103499465,-0.240632526,0.907863828,-0.230176134,-0.448822628,-0.272657873,-0.276100726,0.406045799,0.106974011,fezouata
,-1,0.7,0.111111111,0.529411765,-0.891566265,0.590909091,0.705882353,-1,-1,-1,0.716694949,-0.207532378,-0.316145336,-0.322096064,-0.301159793,0.304098596,0.088168072,fezouata
,-1,0.60776699,0.116504854,0.12307253,-0.963679963,0.580361871,1.068817818,-1,-1,-1,0.588711865,-0.173083829,-0.465030223,-0.27312766,-0.335671824,0.315654728,-0.059107222,fezouata
,-1,0.7,0.111111111,0.117647059,-0.939759036,0.618181818,-0.058823529,0.330700369,-0.345818263,-0.408964129,0.581530334,-0.197552864,-0.331352799,-0.326148225,-0.342333957,0.208073747,-0.169212986,fezouata
,-1,0.8,0.105263158,0.294117647,-0.927710843,0.618181818,0.235294118,0.40073723,-0.134598905,-0.408964129,0.74463567,-0.211244567,-0.356687797,-0.356038917,-0.383794717,0.278370855,-0.06525516,fezouata
,-1,1.4,0.070175439,0.294117647,-0.927710843,0.490909091,1.470588235,-1,-1,-1,0.555610471,-0.206746222,-0.47341155,-0.207414235,-0.234309439,0.383938288,0.196897241,fezouata
,-1,1.5,0.064327485,0.647058824,-0.86746988,0.509090909,0.941176471,-1,-1,-1,0.473297576,-0.184842219,-0.426992918,-0.286961976,-0.300025316,0.31201875,0.131235689,fezouata
,-1,0.6,0.116959064,0.529411765,-0.891566265,0.572727273,0.705882353,-1,-1,-1,0.701691176,-0.240763501,-0.433964007,-0.276353209,-0.310238286,0.283256542,0.019517604,fezouata
,-1,0.7,0.111111111,0.176470588,-0.927710843,0.581818182,0,-1,-1,-1,0.591681144,-0.205636247,-0.282090339,-0.271598972,-0.285986683,0.244230207,-0.039972395,fezouata
,-0.69081404,0.708252427,0.063617782,0.359508852,-0.927359925,0.598631951,0.950599657,0.426841879,0.415326386,-0.038825196,0.81340442,-0.227203185,-0.416962183,-0.356319612,-0.309569012,0.302260634,0.031831151,fezouata
,-1,0.507281553,0.122381196,0.595945174,-0.963679963,0.580361871,0.832381496,-1,-1,-1,0.718141777,-0.195016266,-0.439285594,-0.252693529,-0.302437089,0.313247775,-0.002377657,fezouata
,-1,0.7,0.111111111,0.411764706,-0.975903614,0.645454545,1.823529412,-1,-1,-1,0.64955802,-0.184091517,-0.509747857,-0.289186867,-0.341162662,0.40665998,0.026619722,fezouata
,-1,0.4,0.128654971,0,-0.951807229,0.618181818,-0.117647059,-1,-1,-1,1.251393668,-0.213056985,-0.33210968,-0.285370065,-0.26675274,0.332233695,-0.057559631,fezouata
,-1,0.4,0.128654971,0.352941176,-0.891566265,0.609090909,0.470588235,-1,-1,-1,0.916061871,-0.223247439,-0.428278976,-0.298344135,-0.31536314,0.244686181,0.110078714,fezouata
,-1,1.120487805,0.086521181,0.18794835,-0.866176903,0.487095344,0.247345768,-1,-1,-1,0.498397947,-0.212699929,-0.274736693,-0.286456112,-0.286405013,0.281819082,-0.004576879,fezouata
,-1,0.5,0.122807018,0.058823529,-0.915662651,0.572727273,0.176470588,-1,-1,-1,0.835654754,-0.205538386,-0.348776199,-0.264271228,-0.246801102,0.284805764,0.024368904,fezouata
,-1,0.8,0.105263158,0.352941176,-0.879518072,0.6,0.294117647,-1,-1,-1,0.552244087,-0.217153209,-0.365389306,-0.326224637,-0.360511585,0.28978369,-0.067994946,fezouata
,-1,1,0.093567251,0.235294118,-0.903614458,0.581818182,0.176470588,-1,-1,-1,0.521352533,-0.185208037,-0.35700208,-0.284856644,-0.346886838,0.232575886,-0.025023196,fezouata
,-1,1,0.093567251,0.764705882,-0.891566265,0.545454545,2,-1,-1,-1,0.437539454,-0.173100555,-0.487129825,-0.236472234,-0.264769815,0.418511446,0.260287734,fezouata
,-1,0.8,0.105263158,0.705882353,-0.939759036,0.609090909,0.352941176,0.750921538,-0.134598905,-0.408964129,0.721421547,-0.253647293,-0.514594473,-0.33381914,-0.317194872,0.299419836,0.091349459,fezouata
,-1,0.004854369,0.151762902,0.063963449,-0.975786642,0.680847308,0.004854369,-1,-1,-1,1.146687252,-0.235335595,-0.411728742,-0.354343289,-0.378804046,0.320229869,-0.17299688,fezouata
,-1,0.4,0.128654971,0.411764706,-0.903614458,0.581818182,1.058823529,0.260663507,-1,-0.460354003,0.707391253,-0.213958934,-0.315743415,-0.348343221,-0.345031772,0.330855923,-0.081601617,fezouata
,-1,0.7,0.111111111,0.235294118,-0.939759036,0.6,1.529411765,-1,-1,-1,0.642470625,-0.194222506,-0.423534968,-0.314356196,-0.353482022,0.545691674,0.033740704,fezouata
,-1,0.9,0.099415205,0,-0.963855422,0.609090909,0.117647059,-1,-1,-1,0.677976839,-0.196963772,-0.302413332,-0.213043924,-0.233102413,0.276698895,0.091672445,fezouata
,-1,0.7,0.111111111,0.294117647,-0.927710843,0.590909091,0.764705882,-1,-1,-1,0.504555438,-0.205557895,-0.380371407,-0.328712583,-0.350160549,0.268956046,-0.110196221,fezouata
,-1,0.3,0.134502924,0.588235294,-0.963855422,0.545454545,0.352941176,-1,-1,-1,0.770763698,-0.221102887,-0.42427174,-0.292787719,-0.312184401,0.266486975,-0.033594172,fezouata
,-0.61351755,0.808737864,0.045988758,0.063963449,-0.866826529,0.562091792,-0.172472873,0.321523125,0.100914605,0.017664304,0.719915624,-0.227239485,-0.381711079,-0.296844084,-0.302581806,0.301163666,-0.102138278,fezouata
,-1,0.7,0.111111111,0.411764706,-0.903614458,0.545454545,1,-1,-1,-1,0.546813074,-0.206667943,-0.386399323,-0.351118847,-0.385220084,0.27688486,-0.092001955,fezouata
,-1,0.6,0.116959064,0.235294118,-0.915662651,0.536363636,0.235294118,0.075271815,0.189223862,-0.420652131,0.715788725,-0.228276174,-0.325365953,-0.238071342,-0.221528201,0.30778772,-0.008361827,fezouata
,-1,0.4,0.128654971,0.529411765,-0.915662651,0.627272727,2.352941176,-1,-1,-1,0.731713277,-0.190891964,-0.423553921,-0.348642783,-0.350411626,0.457366301,0.112923701,fezouata
,-1,1.110194175,0.087123148,0.418617933,-0.915253246,0.552956752,0.655054255,-1,-1,-1,0.519770267,-0.199323437,-0.317578113,-0.245160378,-0.292076719,0.239145834,0.076680487,fezouata
,-1,0.8,0.105263158,0.117647059,-0.963855422,0.636363636,0.294117647,0.435755661,0.353579319,-0.408964129,0.830366475,-0.230246113,-0.394383964,-0.280917181,-0.272937106,0.339824851,-0.044229017,fezouata
,-1,0.6,0.116959064,0.823529412,-0.915662651,0.590909091,1.882352941,-1,-1,-1,0.752741552,-0.182071541,-0.447157654,-0.296682849,-0.320774481,0.340563809,0.201611644,fezouata
,-1,0.6,0.116959064,0.588235294,-0.951807229,0.6,0.647058824,-1,-1,-1,0.745758834,-0.196667689,-0.470134978,-0.286728431,-0.313102769,0.288342574,0.173446284,fezouata
,-1,0.5,0.122807018,0.176470588,-0.879518072,0.581818182,0.764705882,-1,-1,-1,0.679310801,-0.220726023,-0.564229623,-0.288323439,-0.335204632,0.301897566,0.126827813,fezouata
,-1,0.6,0.116959064,0.117647059,-0.903614458,0.527272727,-0.117647059,-1,-1,-1,0.745898325,-0.239134202,-0.440211446,-0.248735146,-0.295001276,0.320751039,-0.094729543,fezouata
,-0.961538462,0.7,0.105263158,0.176470588,-0.86746988,0.454545455,0.352941176,-0.369668246,-1,-1,0.599781356,-0.236750419,-0.379565888,-0.294072577,-0.311306705,0.316549051,-0.093172815,fezouata
,-1,0,0.152046784,0.529411765,-0.975903614,0.654545455,0.470588235,-1,-1,-1,1.37665393,-0.211321944,-0.529938032,-0.361630743,-0.406267507,0.239087809,-0.020089445,fezouata
,-0.729462285,0.105339806,0.104752172,-0.172472873,-0.85471985,0.552956752,-0.881781839,0.153827617,0.072584887,-0.166207292,0.735025205,-0.210718765,-0.216228381,-0.178564477,-0.194494822,0.232059914,-0.090993004,fezouata
,-1,0.8,0.105263158,0.294117647,-0.879518072,0.545454545,0.529411765,-1,-1,-1,0.6605051,-0.209954059,-0.330335422,-0.344482477,-0.368259821,0.266963686,0.051132232,fezouata
,-1,0.9,0.099415205,0.470588235,-0.963855422,0.590909091,1.117647059,-1,-1,-1,0.83158196,-0.21515422,-0.487879191,-0.327258105,-0.357271732,0.270252914,0.130636953,fezouata
,-1,1.3,0.076023392,0.352941176,-0.939759036,0.581818182,0.588235294,0.397692149,0.213234008,-0.358840415,0.672697197,-0.203433368,-0.368775403,-0.292608316,-0.317089368,0.272431983,-0.024284851,fezouata
,-1,0.4,0.128654971,-0.176470588,-0.903614458,0.572727273,0.058823529,0.575829384,0.049654776,-0.460354003,0.767617001,-0.223545535,-0.313820157,-0.300197827,-0.289151555,0.320971996,-0.214015721,fezouata
,-1,0.4,0.128654971,0.235294118,-0.891566265,0.590909091,0.470588235,-1,-1,-1,0.807460734,-0.206909711,-0.412763694,-0.34549613,-0.38408067,0.29004152,-0.054600086,fezouata
,-1,0.7,0.111111111,0.882352941,-0.975903614,0.636363636,1.294117647,-1,-1,-1,0.881825133,-0.185162653,-0.334248436,-0.376568455,-0.392831793,0.335372616,-0.032823749,fezouata
,-1,0.7,0.111111111,0.294117647,-0.891566265,0.536363636,1.294117647,-1,-1,-1,0.671115341,-0.211280333,-0.465668199,-0.211137734,-0.232253331,0.400743282,0.08324317,fezouata
,-1,1,0.093567251,0.117647059,-0.891566265,0.536363636,-0.176470588,0.166113744,-0.258898948,-0.387419549,0.592817368,-0.210098461,-0.391972157,-0.285093046,-0.313454937,0.274970257,0.00380548,fezouata
,-1,1.3,0.076023392,0.352941176,-0.939759036,0.572727273,0.705882353,0.178446322,-0.303398337,-0.358840415,0.76451966,-0.203381845,-0.395106224,-0.326296493,-0.347703396,0.316623744,0.100760845,fezouata
,-1,0.009756098,0.151476252,0.306743185,-0.951337056,0.633968958,0.42553802,-1,-1,-1,0.864372099,-0.211833712,-0.463680448,-0.250124696,-0.283083826,0.354998932,0.032002796,fezouata
,-1,0.3,0.134502924,0.176470588,-0.915662651,0.627272727,0.411764706,-1,-1,-1,0.920362368,-0.22242019,-0.391926175,-0.332317818,-0.344303972,0.251561643,0.074226173,fezouata
,-1,0.2,0.140350877,0.235294118,-0.879518072,0.572727273,1.411764706,-1,-1,-1,0.70905258,-0.205824339,-0.449746192,-0.257313286,-0.275953611,0.304309083,0.069726242,fezouata
,-1,1.2,0.081871345,0.235294118,-0.939759036,0.527272727,-0.058823529,-1,-1,-1,0.605627613,-0.216377697,-0.296336357,-0.268345377,-0.264777344,0.328056428,-0.052385871,fezouata
,-1,0.406796117,0.128257537,0.595945174,-0.975786642,0.598631951,1.009708738,-1,-1,-1,0.701106164,-0.197884444,-0.418833565,-0.267654989,-0.273322851,0.286631114,0.108054528,fezouata
