,Top,Bas,Int,Can,Herb,Omn,Loop,ChLen,ChSD,ChNum,TL,MxSim,VulSD,GenSD,LinkSD,Path,Clust,network
,-1,0.60776699,0.116504854,0.241290691,-0.939466604,0.589496911,-0.054254712,-1,-1,-1,0.565434904,-0.192708944,-0.383549244,-0.246512067,-0.28489182,0.250119034,0.078151306,fezouata
,-1,1,0.093567251,0.352941176,-0.927710843,0.545454545,-0.117647059,-1,-1,-1,0.598015595,-0.221837237,-0.345705087,-0.258324272,-0.276543581,0.262724549,-0.04638637,fezouata
,-0.420276326,1.411650485,-0.018650996,-0.231581953,-0.866826529,0.507281553,0.359508852,0.431023441,0.537376974,0.163589614,0.5353141,-0.193983603,-0.373894989,-0.310050401,-0.328329778,0.282684879,-0.051785196,fezouata
,-1,0.3,0.134502924,0.352941176,-0.975903614,0.690909091,0.352941176,-1,-1,-1,0.867139246,-0.236166031,-0.443476133,-0.346077899,-0.346012025,0.342067826,-0.090344721,fezouata
,-1,0.6,0.116959064,-0.117647059,-0.843373494,0.563636364,0,0.142476303,-0.184524678,-0.43304892,0.655023183,-0.216943947,-0.350337231,-0.279564745,-0.31626802,0.29594033,-0.098885536,fezouata
,-1,1.1,0.087719298,0.294117647,-0.891566265,0.572727273,1.058823529,-1,-1,-1,0.551756399,-0.193435168,-0.469894187,-0.208329767,-0.247374634,0.317957008,0.229292782,fezouata
,-1,0.6,0.116959064,0.529411765,-0.879518072,0.6,0.705882353,-1,-1,-1,0.793376803,-0.208980328,-0.469647788,-0.349988789,-0.357177137,0.293215464,0.094247981,fezouata
,-1,0.1,0.14619883,0.882352941,-0.915662651,0.618181818,1.411764706,-1,-1,-1,1.020495911,-0.206963167,-0.386877316,-0.288197979,-0.280771995,0.298983893,0.301933244,fezouata
,-1,0.9,0.099415205,0.294117647,-0.843373494,0.518181818,0.411764706,-1,-1,-1,0.543762157,-0.210108888,-0.492164597,-0.275382425,-0.305768876,0.322137354,0.011820703,fezouata
,-1,-0.3,0.169590643,0.117647059,-0.891566265,0.672727273,0.529411765,-1,-1,-1,0.785925468,-0.191566556,-0.552783627,-0.292479876,-0.326518195,0.265033943,0.066414439,fezouata
,-1,1,0.093567251,0,-0.963855422,0.636363636,0.647058824,-1,-1,-1,0.599361447,-0.209018051,-0.382173204,-0.279932867,-0.312095382,0.288618928,0.037678158,fezouata
,-1,0.7,0.111111111,0.764705882,-0.903614458,0.590909091,1.411764706,-1,-1,-1,0.732067413,-0.181494806,-0.523713076,-0.264210053,-0.278558082,0.287044584,0.238695699,fezouata
,-1,0,0.152046784,0.588235294,-0.939759036,0.672727273,1.470588235,-1,-1,-1,0.940573774,-0.196534577,-0.50270829,-0.258879089,-0.292701617,0.29438895,0.114855934,fezouata
,-1,0.9,0.099415205,0.411764706,-0.831325301,0.527272727,0.529411765,-1,-1,-1,0.488824758,-0.224125352,-0.499265911,-0.359271847,-0.374488375,0.267780103,-0.033266116,fezouata
,-0.653846154,1,0.040935673,0.470588235,-0.939759036,0.590909091,0.588235294,0.247531596,0.320560911,0.016249182,0.540439797,-0.223442386,-0.46527362,-0.232929615,-0.261916686,0.259802918,0.000298416,fezouata
,-1,-0.196116505,0.163515585,0.063963449,-0.963679963,0.680847308,0.359508852,-1,-1,-1,0.990206748,-0.223125253,-0.345677462,-0.34617238,-0.381362896,0.28697994,-0.083412463,fezouata
,-0.846153846,0.4,0.105263158,-0.117647059,-0.855421687,0.545454545,0.294117647,0.320128767,-0.007047273,-0.188137327,0.561123712,-0.207827339,-0.303362066,-0.310691755,-0.332613273,0.233670573,-0.144180124,fezouata
,-1,0.3,0.134502924,0.117647059,-0.843373494,0.572727273,-0.058823529,-1,-1,-1,0.610606611,-0.20042219,-0.352251525,-0.316976876,-0.35142393,0.223451751,-0.060314196,fezouata
,-1,0.4,0.128654971,0.352941176,-0.939759036,0.581818182,0.058823529,-1,-1,-1,0.615886472,-0.22497886,-0.415312369,-0.27056126,-0.286474427,0.308868249,0.037965207,fezouata
,-1,1.1,0.087719298,-0.176470588,-0.843373494,0.5,0,-1,-1,-1,0.608287708,-0.225752851,-0.22552116,-0.32310554,-0.297784081,0.267045954,-0.164917063,fezouata
,-1,0.3,0.134502924,0.529411765,-0.975903614,0.609090909,0.882352941,-1,-1,-1,0.876338771,-0.215040363,-0.447201812,-0.284634292,-0.312421273,0.2989973,0.010264054,fezouata
,-1,0.7,0.111111111,0.588235294,-0.927710843,0.572727273,0.588235294,-1,-1,-1,0.879054059,-0.206411332,-0.419071525,-0.268510474,-0.29288856,0.302505557,0.113235133,fezouata
,-1,0.7,0.111111111,0.588235294,-0.927710843,0.618181818,0.823529412,-1,-1,-1,0.829771199,-0.196118844,-0.414507667,-0.356386042,-0.360714959,0.291272072,0.177685858,fezouata
,-1,0.2,0.140350877,0.705882353,-0.927710843,0.618181818,1.058823529,-1,-1,-1,0.874237687,-0.206711259,-0.439597115,-0.266269934,-0.289489754,0.302159214,0.156320704,fezouata
,-0.846153846,0.6,0.093567251,0,-0.915662651,0.609090909,0.058823529,0.439257504,0.183190245,-0.162770499,0.790539296,-0.221172028,-0.29921944,-0.340615252,-0.339861577,0.318256293,-0.011765025,fezouata
,-1,1.3,0.076023392,0.176470588,-0.891566265,0.490909091,0.705882353,-1,-1,-1,0.485691336,-0.19943451,-0.397753676,-0.234681778,-0.263386291,0.308399408,-0.025407334,fezouata
,-1,0.7,0.111111111,0.176470588,-0.915662651,0.590909091,0.176470588,-1,-1,-1,0.68762127,-0.206207233,-0.332197938,-0.33380009,-0.357649892,0.247105705,-0.132861803,fezouata
,-1,1.009708738,0.092999489,0.359508852,-0.903146567,0.498146514,0.832381496,-1,-1,-1,0.757457412,-0.215306707,-0.394637356,-0.226314857,-0.227131149,0.32416533,0.09072732,fezouata
,-1,0.7,0.111111111,-0.176470588,-0.903614458,0.590909091,0.823529412,-1,-1,-1,0.551965187,-0.196031716,-0.309571681,-0.318889226,-0.337112163,0.276484849,-0.027711176,fezouata
,-1,0.2,0.140350877,0.117647059,-0.903614458,0.590909091,0.764705882,0.155608215,-0.212569609,-0.491875409,0.692563655,-0.200316073,-0.417237927,-0.315286265,-0.362185346,0.210318207,-0.017192202,fezouata
,-1,0.9,0.099415205,0.352941176,-0.951807229,0.572727273,0.588235294,-1,-1,-1,0.446630198,-0.175804555,-0.338552461,-0.30894919,-0.39605467,0.253979827,0.015125217,fezouata
,-1,1.311165049,0.075370465,0.418617933,-0.927359925,0.543821712,0.241290691,-1,-1,-1,0.629403757,-0.217546845,-0.455030325,-0.347092493,-0.37804607,0.309907959,0.000616109,fezouata
,-1,1.1,0.087719298,0.411764706,-0.927710843,0.572727273,0.705882353,-1,-1,-1,0.55638268,-0.202302232,-0.426745664,-0.276206453,-0.289332653,0.27394155,0.076649261,fezouata
,-1,1.5,0.064327485,0,-0.939759036,0.472727273,0.352941176,-1,-1,-1,0.612921969,-0.181328266,-0.394001346,-0.239137304,-0.276172179,0.280259297,0.064120583,fezouata
,-1,0.2,0.140350877,0.588235294,-0.939759036,0.590909091,1.294117647,-1,-1,-1,0.893034424,-0.191101017,-0.496030481,-0.339367774,-0.362739008,0.327428481,0.090109013,fezouata
,-0.5,1.4,-0.005847953,0.235294118,-0.963855422,0.563636364,-0.058823529,0.260663507,0.161367973,0.143269495,0.635312683,-0.190300495,-0.28281267,-0.353506418,-0.363162149,0.252197287,-0.130412907,fezouata
,-0.106754221,1.423414634,-0.067008986,-0.168436155,-0.927005583,0.569711752,-0.109038737,0.204634018,0.209270091,0.249245692,0.449599402,-0.224089087,-0.254720443,-0.282521658,-0.29830108,0.269895666,-0.198597315,fezouata
,-1,1.4,0.070175439,0.117647059,-0.975903614,0.572727273,0.235294118,-1,-1,-1,0.690795008,-0.180661906,-0.488323003,-0.244163373,-0.304018413,0.25479666,0.051492766,fezouata
,-1,1,0.093567251,0.470588235,-0.939759036,0.618181818,0.764705882,0.229146919,0.032547261,-0.387419549,0.731936012,-0.181308518,-0.326562948,-0.218514727,-0.263453705,0.348643855,0.150494889,fezouata
,-0.5,1.3,-1.34E-16,0.176470588,-0.843373494,0.481818182,0.705882353,0.301407385,0.261603883,0.139418452,0.459006824,-0.200507884,-0.324215502,-0.320739225,-0.318321354,0.258878861,-0.030490884,fezouata
,-1,0.8,0.105263158,0,-0.903614458,0.581818182,0.058823529,-1,-1,-1,0.575719962,-0.203390903,-0.464575004,-0.293262879,-0.313535398,0.248587208,-0.051923924,fezouata
,-1,0,0.152046784,0.294117647,-0.939759036,0.654545455,0.352941176,-1,-1,-1,0.882020245,-0.172116671,-0.455178212,-0.315307704,-0.35121817,0.208736838,0.010499589,fezouata
,-1,1.1,0.087719298,0.235294118,-0.891566265,0.545454545,0.823529412,-1,-1,-1,0.49867163,-0.180504492,-0.393572445,-0.258892441,-0.30341162,0.227810668,0.152319209,fezouata
,-1,0.4,0.128654971,0.411764706,-0.939759036,0.618181818,2.352941176,-1,-1,-1,0.779131227,-0.191620987,-0.383900474,-0.306515168,-0.346317349,0.401027999,0.073564659,fezouata
,-1,0.6,0.116959064,0.235294118,-0.963855422,0.636363636,0.235294118,-1,-1,-1,0.542354087,-0.197222963,-0.394919412,-0.24260516,-0.263766014,0.235489671,0.106742974,fezouata
,-1,1,0.093567251,0.117647059,-0.915662651,0.509090909,0.411764706,-1,-1,-1,0.601379744,-0.183547701,-0.465238726,-0.339275889,-0.373190181,0.282607632,-0.07856221,fezouata
,-1,0.5,0.122807018,0.470588235,-0.951807229,0.6,1.882352941,-1,-1,-1,0.605957893,-0.195363987,-0.47032564,-0.296063363,-0.307573142,0.364702246,0.161661811,fezouata
,-1,1.1,0.087719298,0.235294118,-0.963855422,0.554545455,-0.117647059,0.317966394,-0.137413225,-0.367930106,0.602651829,-0.190193152,-0.273384483,-0.328153173,-0.35401627,0.257733052,-0.091048541,fezouata
,-0.961538462,0.5,0.116959064,0.588235294,-0.975903614,0.645454545,1.117647059,0.497037915,0.011472651,-0.43304892,0.958269905,-0.221772886,-0.417980114,-0.258802896,-0.264469706,0.311102741,0.126657207,fezouata
,-1,-0.1,0.157894737,0.235294118,-0.963855422,0.672727273,0.470588235,0.260663507,-1,-0.529157319,1.009259253,-0.231867249,-0.384067366,-0.30427618,-0.332937311,0.321543505,-0.054214526,fezouata
,-0.846153846,0.9,0.076023392,0.647058824,-0.915662651,0.563636364,0.235294118,0.386729858,-0.002289523,-0.117141128,0.562749863,-0.212343664,-0.294076198,-0.316233062,-0.297006499,0.294699433,0.019780633,fezouata
,-1,0.4,0.128654971,0.705882353,-0.891566265,0.609090909,0.882352941,-1,-1,-1,0.98401399,-0.219898129,-0.314305786,-0.305482965,-0.294651997,0.309455084,0.119457083,fezouata
,-1,0.5,0.122807018,-0.058823529,-0.915662651,0.590909091,-0.058823529,-1,-1,-1,0.626812454,-0.177599761,-0.421907516,-0.249922427,-0.297352905,0.258387346,-0.080406131,fezouata
,-1,0.9,0.099415205,0.352941176,-0.855421687,0.463636364,0,-1,-1,-1,0.610982681,-0.191668614,-0.49737616,-0.320516124,-0.377892063,0.27611315,-0.090035304,fezouata
,-1,1.311165049,0.075370465,-0.231581953,-0.951573283,0.580361871,-0.645345517,-1,-1,-1,0.619851284,-0.192523483,-0.244818201,-0.294366356,-0.303938398,0.211901128,-0.073000031,fezouata
,-1,0.4,0.128654971,0.117647059,-0.903614458,0.618181818,0.058823529,-1,-1,-1,0.633658642,-0.24454599,-0.351779681,-0.31989648,-0.357601189,0.295596919,-0.166818387,fezouata
,-1,1.110194175,0.087123148,0.655054255,-0.963679963,0.598631951,0.714163335,-1,-1,-1,0.639448581,-0.217371998,-0.482410811,-0.274011923,-0.299275587,0.296256616,0.04263216,fezouata
,-0.730769231,1,0.052631579,0.411764706,-0.927710843,0.527272727,0.235294118,0.275209624,0.343887179,-0.004665245,0.63668333,-0.24868052,-0.34450532,-0.261450004,-0.24957519,0.34470583,0.045758531,fezouata
,-0.765837104,0.623529412,0.07997936,0.37283737,-0.951098512,0.586631016,0.611591696,0.231345751,0.157193643,-0.089155563,0.501559147,-0.206058994,-0.317865487,-0.352508069,-0.378013399,0.262494177,-0.096944822,fezouata
,-1,0.4,0.128654971,0.411764706,-0.927710843,0.636363636,0.470588235,-1,-1,-1,0.723648778,-0.235685906,-0.345503945,-0.352667687,-0.34357203,0.341799277,-0.028165671,fezouata
,-0.576923077,0.8,0.040935673,0.411764706,-0.807228916,0.536363636,0.823529412,0.158644495,0.084883255,0.053767627,0.486543325,-0.198564088,-0.364829711,-0.315858544,-0.354730626,0.218442518,0.019788368,fezouata
,-1,0.7,0.111111111,0.235294118,-0.915662651,0.618181818,0.235294118,-1,-1,-1,0.765800737,-0.24219018,-0.409053766,-0.30090065,-0.284814671,0.330579672,0.017613415,fezouata
,-1,0.8,0.105263158,0.352941176,-0.939759036,0.581818182,0.705882353,0.260663507,-1,-0.408964129,0.570946802,-0.207010943,-0.309018099,-0.336551743,-0.358010573,0.268197328,-0.045743178,fezouata
,-1,0.9,0.099415205,0.058823529,-0.915662651,0.545454545,0.411764706,0.426540284,0.321744509,-0.397908227,0.596008155,-0.190118715,-0.473143186,-0.26406754,-0.277851098,0.241017791,0.062355972,fezouata
,-1,0.9,0.099415205,0.235294118,-0.951807229,0.545454545,0.176470588,-1,-1,-1,0.8545152,-0.215944166,-0.361479721,-0.290959756,-0.302586405,0.294798635,-0.07245649,fezouata
,-1,0.6,0.116959064,0.470588235,-0.903614458,0.554545455,1.470588235,-1,-1,-1,0.615188094,-0.2012287,-0.378306437,-0.246067904,-0.279817742,0.345282792,0.134982538,fezouata
,-1,1.3,0.076023392,0.176470588,-0.963855422,0.554545455,0.117647059,-1,-1,-1,0.594452442,-0.184205757,-0.483267799,-0.260384765,-0.307344085,0.288792969,6.50E-05,fezouata
,-1,0.6,0.116959064,0.411764706,-0.963855422,0.645454545,1,-1,-1,-1,0.871658191,-0.196443699,-0.504689959,-0.256978154,-0.284123182,0.284505258,0.124520829,fezouata
,-1,0.8,0.105263158,0.705882353,-0.927710843,0.581818182,1.058823529,-1,-1,-1,0.611908091,-0.187023152,-0.394995888,-0.243144241,-0.271588604,0.23859801,0.216446777,fezouata
,-1,0.9,0.099415205,0.705882353,-0.903614458,0.509090909,1.529411765,-1,-1,-1,0.493146189,-0.19485734,-0.462756634,-0.312144143,-0.341727769,0.329606065,0.13217291,fezouata
,-1,0.406796117,0.128257537,0.595945174,-0.915253246,0.589496911,0.536836094,-1,-1,-1,0.757786032,-0.187475375,-0.398315494,-0.320824106,-0.335181655,0.249320173,0.073971577,fezouata
,-1,0.2,0.140350877,0.529411765,-0.987951807,0.627272727,0.294117647,-1,-1,-1,1.061788658,-0.232855392,-0.372137614,-0.31986444,-0.320666237,0.336023287,-0.00614331,fezouata
,-1,0.9,0.099415205,0.823529412,-0.963855422,0.636363636,1.411764706,0.360189573,0.218097157,-0.397908227,0.750455019,-0.211345907,-0.560413817,-0.228258445,-0.251950847,0.27440475,0.176023564,fezouata
,-1,0.708252427,0.110628513,0.536836094,-0.927359925,0.589496911,0.655054255,0.365718799,0.040796771,-0.408964129,0.715726101,-0.206499345,-0.325852883,-0.264495277,-0.258771126,0.292848549,0.142251405,fezouata
,-1,1.2,0.081871345,0.235294118,-0.86746988,0.554545455,0.176470588,0.317966394,-0.137413225,-0.367930106,0.542735959,-0.217559219,-0.448058244,-0.249477547,-0.276828007,0.314995569,-0.06329944,fezouata
,-1,0.725,0.109649123,0.253460208,-0.889971651,0.540508021,-0.10467128,-1,-1,-1,0.631527662,-0.213492084,-0.309304479,-0.33799159,-0.317756413,0.266791148,-0.036221804,fezouata
,-1,0.514634146,0.12195122,0.247345768,-0.939171319,0.643148559,0.009756098,-1,-1,-1,0.722319537,-0.228672776,-0.357345973,-0.305386838,-0.324711831,0.254968247,-0.11002479,fezouata
,-1,0.9,0.099415205,0.588235294,-0.86746988,0.572727273,1.470588235,-1,-1,-1,0.67445944,-0.19942023,-0.450478638,-0.257226124,-0.275966566,0.338113055,0.139072874,fezouata
,-1,0.5,0.122807018,0.470588235,-0.903614458,0.6,1.294117647,-1,-1,-1,0.811794771,-0.215953991,-0.553158816,-0.324519454,-0.359675956,0.313212122,0.117412701,fezouata
,-0.729462285,0.507281553,0.081246806,0.241290691,-0.903146567,0.580361871,1.24614506,0.458414645,0.303902901,-0.054265311,0.910621401,-0.230266322,-0.357193438,-0.304181715,-0.315582189,0.334033241,-0.078379052,fezouata
,-0.923076923,0.4,0.116959064,0.117647059,-0.927710843,0.636363636,2,0.373222749,-0.037897601,-0.318616233,0.629546445,-0.207003444,-0.359117186,-0.347605155,-0.375295727,0.511939933,-0.030113307,fezouata
,-1,1.1,0.087719298,0.588235294,-0.915662651,0.509090909,0.647058824,-1,-1,-1,0.640783101,-0.183053704,-0.572291443,-0.186936426,-0.202942329,0.27653366,0.25921452,fezouata
,-1,1.3,0.076023392,0.529411765,-0.939759036,0.536363636,0.411764706,-1,-1,-1,0.571532605,-0.197368524,-0.431834834,-0.262185616,-0.271322657,0.304190978,0.130857786,fezouata
,-0.923076923,0.2,0.128654971,0.529411765,-0.963855422,0.618181818,-0.117647059,0.071563981,-0.057122188,-0.304508269,0.995987901,-0.210564671,-0.260450842,-0.259842987,-0.271028286,0.261304032,0.01912857,fezouata
,-1,0.909223301,0.09887583,0.773272416,-0.951573283,0.543821712,0.950599657,-1,-1,-1,0.708375471,-0.230582326,-0.451034896,-0.25906378,-0.281053122,0.312696559,0.042839324,fezouata
,-1,0.5,0.122807018,0.705882353,-0.963855422,0.663636364,1.588235294,-1,-1,-1,0.804470886,-0.214110035,-0.431045792,-0.248242649,-0.265762461,0.455656832,0.124346904,fezouata
,-1,0.60776699,0.116504854,0.12307253,-0.927359925,0.562091792,0.300399772,-1,-1,-1,0.80398316,-0.217043933,-0.331776225,-0.26928575,-0.275673805,0.315310167,-0.083406417,fezouata
,-1,1.009708738,0.092999489,0.300399772,-0.915253246,0.552956752,0.182181611,-1,-1,-1,0.651551242,-0.201600421,-0.444972627,-0.28447792,-0.321004743,0.253382516,0.038880476,fezouata
,-1,1.1,0.087719298,0,-0.963855422,0.572727273,-0.411764706,-1,-1,-1,0.443116805,-0.194449992,-0.316716604,-0.218024114,-0.256292979,0.232685717,-0.056458881,fezouata
,-1,0.3,0.134502924,0.235294118,-0.903614458,0.609090909,1.882352941,-1,-1,-1,0.753101423,-0.187192016,-0.451848831,-0.316585496,-0.339902865,0.472150623,0.046025234,fezouata
,-1,0.3,0.134502924,0.588235294,-0.975903614,0.554545455,1.411764706,0.035545024,0.281179191,-0.460354003,1.153957108,-0.228806172,-0.490480652,-0.272808615,-0.281241891,0.360497132,0.163261828,fezouata
,-1,0.7,0.111111111,0.470588235,-0.915662651,0.6,1.705882353,-1,-1,-1,0.843600997,-0.20039791,-0.436829959,-0.29894276,-0.299005776,0.451910541,0.05421632,fezouata
,-1,0.1,0.14619883,0.294117647,-0.963855422,0.636363636,0.294117647,-1,-1,-1,1.125712671,-0.24206554,-0.443397415,-0.324019878,-0.330922999,0.304127541,0.025391977,fezouata
,-0.653846154,1.1,0.035087719,0.705882353,-0.951807229,0.590909091,1.117647059,0.464483356,0.477396995,0.046549782,0.764127655,-0.216934008,-0.433456239,-0.249297149,-0.262281619,0.312816942,0.113225305,fezouata
,-1,1.1,0.087719298,0.411764706,-0.975903614,0.6,0.529411765,-1,-1,-1,0.804963688,-0.213990395,-0.494930887,-0.256652936,-0.277444491,0.308316609,0.121734899,fezouata
,-1,1.1,0.087719298,0.588235294,-0.939759036,0.572727273,1.764705882,-1,-1,-1,0.703846719,-0.197547075,-0.56729696,-0.291812593,-0.31433115,0.357717178,0.178534748,fezouata
,-1,0.5,0.122807018,0.058823529,-0.939759036,0.618181818,0.588235294,-1,-1,-1,0.56956739,-0.186445503,-0.423063416,-0.258859441,-0.309132138,0.249183994,-0.084639065,fezouata
,-1,1,0.093567251,0.529411765,-0.915662651,0.545454545,0.882352941,-1,-1,-1,0.531283268,-0.192350254,-0.531024547,-0.234872775,-0.25330857,0.282028916,0.242409174,fezouata
,-1,1.120487805,0.086521181,0.781922525,-0.927005583,0.514634146,1.494691535,-1,-1,-1,0.762099445,-0.192867676,-0.515746898,-0.21496059,-0.24418005,0.321220348,0.279632219,fezouata
,-1,0.8,0.105263158,0.294117647,-0.963855422,0.627272727,0.294117647,-1,-1,-1,0.791042316,-0.191547626,-0.504058814,-0.292652153,-0.331350807,0.272286388,0.019324071,fezouata
,-1,0.2,0.140350877,0.529411765,-0.975903614,0.690909091,0.294117647,-1,-1,-1,0.840014266,-0.212419903,-0.415449665,-0.321653147,-0.342641167,0.250044052,0.011144383,fezouata
,-0.572795497,0.716585366,0.045186136,0.603730273,-0.914839847,0.532993348,0.42553802,0.355419261,0.222855085,0.02864597,0.733660672,-0.213014366,-0.38699361,-0.300608553,-0.327891063,0.277821247,0.020683763,fezouata
,-1,0.7,0.111111111,0.823529412,-0.915662651,0.627272727,1.411764706,-1,-1,-1,0.709044096,-0.223027278,-0.489304166,-0.260385202,-0.283132181,0.338685575,0.177468242,fezouata
,-1,0.6,0.116959064,0.294117647,-0.939759036,0.572727273,0.588235294,-1,-1,-1,0.62232145,-0.197766091,-0.285902156,-0.321228243,-0.300207043,0.329598296,-0.000612019,fezouata
,-1,0.909223301,0.09887583,0.477727013,-0.866826529,0.525551633,0.004854369,-1,-1,-1,0.595211084,-0.205667164,-0.365894165,-0.256526981,-0.261791272,0.262733892,0.116902347,fezouata
,-1,0.9,0.099415205,0.529411765,-0.915662651,0.572727273,0.235294118,-1,-1,-1,0.574791775,-0.211949043,-0.323227949,-0.272109463,-0.297486071,0.280981123,0.001597671,fezouata
,-1,1,0.093567251,0.588235294,-0.927710843,0.545454545,1.058823529,-1,-1,-1,0.674377714,-0.209657705,-0.397413137,-0.2487249,-0.266357234,0.222099553,0.139539691,fezouata
,-1,0.6,0.116959064,0.470588235,-0.891566265,0.6,0.352941176,-1,-1,-1,0.628690375,-0.200504878,-0.367225498,-0.267300614,-0.310955242,0.268970237,-0.003772308,fezouata
,-1,0.2,0.140350877,0.294117647,-0.975903614,0.581818182,0.352941176,-1,-1,-1,1.106237821,-0.226019439,-0.406953365,-0.340676121,-0.337939189,0.31962796,0.06792422,fezouata
,-1,1.1,0.087719298,-0.058823529,-0.915662651,0.572727273,0.470588235,-1,-1,-1,0.496670888,-0.202143345,-0.39323171,-0.295253201,-0.327532279,0.270401452,-0.027999245,fezouata
,-1,0.7,0.111111111,0.529411765,-0.939759036,0.609090909,0.823529412,0.112350153,-0.115492826,-0.420652131,0.81593056,-0.225324403,-0.367999186,-0.337659426,-0.311659015,0.304878929,0.082787054,fezouata
,-1,0.808737864,0.104752172,-0.113363792,-0.915253246,0.562091792,-0.113363792,0.225645076,-0.158098348,-0.408964129,0.632062895,-0.213821824,-0.336583519,-0.32529437,-0.318843076,0.242101046,-0.069260792,fezouata
,-0.653846154,0.6,0.064327485,-0.176470588,-0.903614458,0.518181818,-0.235294118,0.211758457,0.283612097,-0.027965066,0.786340537,-0.192447192,-0.348516999,-0.253678118,-0.311792349,0.248513911,-0.119901995,fezouata
,-1,0.7,0.111111111,0.529411765,-0.951807229,0.563636364,0.529411765,0.334820184,0.2142629,-0.420652131,0.866282823,-0.210967443,-0.355133558,-0.358198689,-0.343257576,0.30537484,0.004211873,fezouata
,-1,0.3,0.134502924,0.588235294,-0.915662651,0.636363636,1.411764706,-1,-1,-1,1.162987361,-0.193995924,-0.396720997,-0.236892854,-0.253184179,0.401598814,0.294297563,fezouata
,-1,0.9,0.099415205,0.176470588,-0.855421687,0.5,0.235294118,-1,-1,-1,0.485301797,-0.19411745,-0.493892363,-0.265049418,-0.306073018,0.250079763,0.030593002,fezouata
,-1,0.3,0.134502924,0.470588235,-0.891566265,0.6,1.470588235,-1,-1,-1,0.720716243,-0.193939245,-0.441157519,-0.351598614,-0.395673664,0.294874679,-0.006113995,fezouata
,-1,0.7,0.111111111,-0.176470588,-0.915662651,0.572727273,0.294117647,-1,-1,-1,0.7109352,-0.198776377,-0.397502445,-0.289310321,-0.324240408,0.242765409,0.087116311,fezouata
,-0.769230769,0.4,0.093567251,-0.117647059,-0.939759036,0.609090909,0,0.11740629,0.110592551,-0.143281056,0.681556505,-0.219530299,-0.418300223,-0.261358644,-0.311248674,0.273974426,-0.036195656,fezouata
,-1,0.6,0.116959064,-0.058823529,-0.903614458,0.545454545,-0.294117647,-1,-1,-1,0.552083291,-0.212498316,-0.210765135,-0.328583292,-0.334388114,0.265385692,-0.222408421,fezouata
,-1,0.8,0.105263158,0.117647059,-0.891566265,0.5,0.705882353,-1,-1,-1,0.606644482,-0.182742673,-0.359405125,-0.310947992,-0.350374836,0.225988454,-0.042346565,fezouata
,-1,0.9,0.099415205,0.117647059,-0.891566265,0.572727273,0.411764706,-1,-1,-1,0.679742432,-0.217196945,-0.419425817,-0.334316091,-0.343146224,0.28280568,-0.100582887,fezouata
,-1,0.909223301,0.09887583,-0.054254712,-0.963679963,0.60776699,-0.113363792,-1,-1,-1,0.678799495,-0.213867622,-0.501206278,-0.134548076,-0.18149294,0.271399227,0.148619355,fezouata
,-1,0.7,0.111111111,0.176470588,-0.939759036,0.636363636,0,-1,-1,-1,0.638784146,-0.189612071,-0.240401541,-0.334900132,-0.360343422,0.237018237,-0.01078256,fezouata
,-1,0.406796117,0.128257537,0.536836094,-0.903146567,0.534686673,0.359508852,-1,-1,-1,0.776381389,-0.204839096,-0.419556359,-0.300692979,-0.325346718,0.242251907,-0.004577843,fezouata
,-1,1.1,0.087719298,-0.352941176,-0.939759036,0.545454545,-0.705882353,-1,-1,-1,0.794184466,-0.183934225,-0.300048774,-0.239873678,-0.279021227,0.252244942,-0.143614977,fezouata
,-0.923076923,0.7,0.099415205,0,-0.915662651,0.590909091,-0.411764706,0.213972266,-0.040280924,-0.326052848,0.53090297,-0.177393538,-0.26555253,-0.260565158,-0.287221012,0.194699424,-0.03799125,fezouata
,-1,0.9,0.099415205,0.352941176,-0.879518072,0.509090909,0.235294118,-1,-1,-1,0.440720845,-0.183144306,-0.423226274,-0.241968435,-0.278365803,0.219470551,0.051918789,fezouata
,-1,1,0.093567251,0.352941176,-0.915662651,0.581818182,2,-1,-1,-1,0.684634066,-0.203133673,-0.424265668,-0.317337868,-0.324866596,0.426167533,0.05952162,fezouata
,-1,0.3,0.134502924,0.588235294,-0.927710843,0.681818182,1.529411765,-1,-1,-1,0.800437304,-0.197556183,-0.322041932,-0.352644326,-0.347482421,0.268676007,0.124591207,fezouata
,-1,1.110194175,0.087123148,0.418617933,-0.939466604,0.589496911,0.832381496,-1,-1,-1,0.665992484,-0.200611212,-0.417662583,-0.297193457,-0.296061537,0.275244443,0.150908158,fezouata
,-1,0.7,0.111111111,0.647058824,-0.915662651,0.636363636,1.352941176,-1,-1,-1,0.626271538,-0.217193296,-0.386898895,-0.267627578,-0.248800734,0.260682695,0.208313467,fezouata
,-1,0.9,0.099415205,0.058823529,-0.927710843,0.545454545,0.235294118,-1,-1,-1,0.512516004,-0.201209433,-0.388466103,-0.279284833,-0.313466572,0.293471269,-0.008072943,fezouata
,-1,0.2,0.140350877,0.176470588,-0.951807229,0.618181818,0.529411765,-1,-1,-1,0.818250153,-0.140463935,-0.376409508,-0.307888944,-0.359490657,0.191860657,0.057871881,fezouata
,-1,0.1,0.14619883,0.176470588,-0.951807229,0.636363636,0.705882353,-1,-1,-1,0.780140321,-0.197235196,-0.396879631,-0.292044687,-0.318828899,0.320636496,-0.037945187,fezouata
