network,type,Top,Bas,Int,Can,Herb,Omn,Loop,ChLen,ChSD,ChNum,TL,MxSim,VulSD,GenSD,LinkSD,Path,Clust,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.033816425,0.942028986,0,0.028985507,0.937198068,0,1.628571429,0.490240894,1.544068044,4.161681852,0.211945806,0.314585134,0.307164305,0.139532162,1.909323183,0.188137339,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.019323671,0.033816425,0.946859903,0,0.019323671,0.942028986,0,1.892857143,0.314970394,1.447158031,4.182573455,0.211192959,0.315556305,0.306451393,0.154790482,1.932605872,0.183934663,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.019323671,0.024154589,0.956521739,0,0.024154589,0.942028986,0,1.9,0.307793506,1.301029996,4.593223669,0.213402657,0.308429598,0.312729361,0.150159492,1.928993163,0.184859518,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.038647343,0.937198068,0,0.024154589,0.93236715,0,1.85,0.361620285,1.602059991,4.275850477,0.206704118,0.311409167,0.300495231,0.131963985,1.933936275,0.177470971,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.019323671,0.956521739,0,0.024154589,0.942028986,0,1.95,0.223606798,1.301029996,4.884751848,0.211750614,0.314839537,0.305075151,0.143706866,1.923801593,0.182898778,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.014492754,0.024154589,0.961352657,0,0.024154589,0.942028986,0,1.733333333,0.457737708,1.176091259,4.427058968,0.213342445,0.304803336,0.311191547,0.151539943,1.933841053,0.181722694,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.038647343,0.028985507,0.93236715,0,0.019323671,0.937198068,0,1.875,0.334218682,1.681241237,4.581998077,0.213206975,0.314092647,0.306414182,0.150398607,1.913883009,0.18579023,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.028985507,0.019323671,0.951690821,0,0.019323671,0.942028986,0,1.833333333,0.380693494,1.380211242,4.748547527,0.210823511,0.301158104,0.312702571,0.145271959,1.920985996,0.186183462,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.019323671,0.019323671,0.961352657,0,0.009661836,0.956521739,0,1.875,0.341565026,1.204119983,5.167389546,0.211885795,0.304148162,0.310533019,0.142510554,1.898734839,0.188831179,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.024154589,0.951690821,0,0.028985507,0.937198068,0,1.84,0.374165739,1.397940009,4.792544855,0.214710776,0.30117862,0.308243324,0.145985389,1.90357236,0.182641639,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.028985507,0.028985507,0.942028986,0,0.019323671,0.922705314,0,1.861111111,0.350736187,1.556302501,4.433199214,0.208323646,0.306062244,0.312188578,0.15335196,1.926835628,0.182346922,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.019323671,0.024154589,0.956521739,0,0.009661836,0.946859903,0,1.6,0.50262469,1.301029996,4.736848682,0.217523659,0.298884271,0.318456699,0.149721727,1.904212168,0.18727297,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.014492754,0.961352657,0,0.024154589,0.937198068,0,1.8,0.414039336,1.176091259,5.021684972,0.21063233,0.311035185,0.308677422,0.139765608,1.951888443,0.181397075,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.033816425,0.028985507,0.937198068,0,0.028985507,0.942028986,0,1.80952381,0.397436618,1.62324929,4.325444938,0.216684823,0.307773582,0.308405994,0.144210147,1.919491525,0.179445337,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.014492754,0.961352657,0,0.019323671,0.946859903,0,1.733333333,0.457737708,1.176091259,4.964842974,0.210766686,0.306418583,0.313112679,0.14042344,1.92588886,0.181369868,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.028985507,0.024154589,0.946859903,0,0.028985507,0.93236715,0,1.866666667,0.345745904,1.477121255,4.824267458,0.211897818,0.322139524,0.296847974,0.148401397,1.90980025,0.187810543,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.014492754,0.028985507,0.956521739,0,0.033816425,0.937198068,0,1.722222222,0.460888599,1.255272505,4.287264722,0.210534785,0.304290727,0.319743053,0.152328812,1.917800964,0.182672163,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.028985507,0.024154589,0.946859903,0,0.019323671,0.946859903,0,1.8,0.406838102,1.477121255,4.634656756,0.208710517,0.312854486,0.30549143,0.150887783,1.927706422,0.179750848,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.033816425,0.024154589,0.942028986,0,0.014492754,0.956521739,0,1.8,0.405839725,1.544068044,4.656144542,0.211726486,0.314039177,0.306962136,0.140482153,1.919121501,0.184350223,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.033816425,0.033816425,0.93236715,0,0.019323671,0.937198068,0,1.755102041,0.434483038,1.69019608,4.281523799,0.212646864,0.307651759,0.305559096,0.143793603,1.90772343,0.190927878,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.009661836,0.966183575,0,0.024154589,0.951690821,0,1.8,0.421637021,1,4.99348524,0.212984076,0.298678207,0.306395384,0.149312028,1.918015047,0.185487131,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.028985507,0.946859903,0,0.019323671,0.951690821,0,1.866666667,0.345745904,1.477121255,4.703527584,0.211884116,0.305144928,0.309265327,0.149694277,1.933491319,0.183791886,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.028985507,0.033816425,0.937198068,0,0.014492754,0.946859903,0,1.904761905,0.297101757,1.62324929,4.338795605,0.212774233,0.319748277,0.307584262,0.142513565,1.928499656,0.186654411,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.028985507,0.946859903,0,0.019323671,0.937198068,0,1.866666667,0.345745904,1.477121255,4.784008472,0.213872587,0.306622499,0.308688674,0.143035385,1.923531528,0.186461999,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.038647343,0.024154589,0.937198068,0,0.009661836,0.946859903,0,1.825,0.446496332,1.602059991,4.643551835,0.215744623,0.300285208,0.316263575,0.148346351,1.898256719,0.191879847,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.033816425,0.028985507,0.937198068,0,0.019323671,0.927536232,0,1.857142857,0.354168802,1.62324929,4.670182276,0.209309395,0.303482262,0.312644654,0.140926714,1.923313523,0.181825783,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.028985507,0.946859903,0,0.014492754,0.951690821,0,1.733333333,0.449776445,1.477121255,4.499515431,0.209777688,0.298098888,0.3153125,0.144865544,1.920849823,0.180095769,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.033816425,0.019323671,0.946859903,0,0.024154589,0.946859903,0,1.821428571,0.390021028,1.447158031,4.692946881,0.213495386,0.307955972,0.307451248,0.138243903,1.909747864,0.186248408,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.009661836,0.966183575,0,0.019323671,0.942028986,0,1.7,0.483045892,1,5.582976135,0.210758553,0.311059426,0.302016548,0.149651035,1.921920066,0.187121608,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.028985507,0.028985507,0.942028986,0,0.024154589,0.946859903,0,1.777777778,0.421637021,1.556302501,4.375369275,0.217187487,0.322776107,0.307049026,0.168515568,1.915799383,0.190868202,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.033816425,0.024154589,0.942028986,0,0.014492754,0.93236715,0,1.771428571,0.426042961,1.544068044,5.473736372,0.213993181,0.30586419,0.312436071,0.144916426,1.904520777,0.186185857,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.019323671,0.014492754,0.966183575,0,0.019323671,0.951690821,0,1.916666667,0.288675135,1.079181246,5.055356663,0.21052825,0.302079887,0.310724288,0.134574525,1.931079324,0.178924659,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.033816425,0.033816425,0.93236715,0,0.019323671,0.942028986,0,1.836734694,0.373437789,1.69019608,4.51315721,0.212298525,0.311373515,0.310967945,0.15753766,1.914797742,0.186890645,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.033816425,0.014492754,0.951690821,0,0.019323671,0.956521739,0,1.80952381,0.402373908,1.322219295,5.301760292,0.211072604,0.324168417,0.299213437,0.156925964,1.936818607,0.17929114,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.014492754,0.038647343,0.946859903,0,0.014492754,0.937198068,0,1.833333333,0.380693494,1.380211242,4.344616432,0.210976374,0.297620657,0.316922463,0.140560208,1.919943378,0.180253614,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.033816425,0.024154589,0.942028986,0,0.004830918,0.942028986,0,1.714285714,0.458349249,1.544068044,5.228480704,0.212621769,0.30673684,0.30832964,0.142867029,1.906622275,0.18953509,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.028985507,0.024154589,0.946859903,0,0.014492754,0.93236715,0,2,0,1.477121255,5.040175397,0.211738221,0.299466119,0.312889815,0.150607688,1.948752114,0.183592734,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.019323671,0.033816425,0.946859903,0,0.028985507,0.93236715,0,1.821428571,0.390021028,1.447158031,4.098506681,0.21324244,0.302835748,0.319436988,0.14977906,1.913714135,0.183273072,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.014492754,0.033816425,0.951690821,0,0.024154589,0.937198068,0,1.80952381,0.402373908,1.322219295,4.127387147,0.211728955,0.300772972,0.320782411,0.149954135,1.914487558,0.183716766,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.019323671,0.956521739,0,0.009661836,0.951690821,0,1.8,0.410391341,1.301029996,5.065882681,0.215291055,0.312707835,0.312511087,0.14759244,1.928305015,0.189855709,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.019323671,0.024154589,0.956521739,0,0.014492754,0.942028986,0,1.85,0.366347549,1.301029996,4.975720641,0.213305245,0.307581251,0.304365156,0.144865849,1.92046332,0.186640728,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.019323671,0.024154589,0.956521739,0,0.019323671,0.937198068,0,1.7,0.470162346,1.301029996,4.723391254,0.213102905,0.302995231,0.307569603,0.151167422,1.906277493,0.185903666,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.014492754,0.028985507,0.956521739,0,0.009661836,0.942028986,0,1.722222222,0.460888599,1.255272505,4.767057324,0.213434074,0.307384782,0.317204479,0.152612963,1.920066611,0.187328004,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.028985507,0.024154589,0.946859903,0,0.028985507,0.922705314,0,1.733333333,0.449776445,1.477121255,4.545706183,0.216037567,0.316234163,0.305089561,0.154247554,1.914467125,0.189839244,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.028985507,0.038647343,0.93236715,0,0.019323671,0.917874396,0,1.791666667,0.410414079,1.681241237,4.232885231,0.211929018,0.309262914,0.31460593,0.14680041,1.931927333,0.184256928,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.019323671,0.024154589,0.956521739,0,0.014492754,0.937198068,0,1.8,0.410391341,1.301029996,4.53355348,0.210360192,0.312583469,0.299009619,0.136903357,1.911830765,0.18453663,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.009661836,0.048309179,0.942028986,0,0.038647343,0.90821256,0,1.9,0.307793506,1.301029996,4.004036022,0.215943706,0.298104507,0.320018249,0.155930445,1.920960767,0.186186773,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.028985507,0.024154589,0.946859903,0,0.009661836,0.942028986,0,1.633333333,0.490132518,1.477121255,4.90447013,0.217520175,0.316150688,0.307679095,0.15142545,1.907243955,0.190859702,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.024154589,0.951690821,0,0.019323671,0.927536232,0,1.88,0.331662479,1.397940009,4.823819298,0.20769467,0.317000875,0.313533264,0.156873499,1.917413094,0.182424995,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.019323671,0.019323671,0.961352657,0,0.014492754,0.942028986,0,1.9375,0.25,1.204119983,4.663937977,0.20894405,0.311726565,0.300077429,0.142516717,1.929737365,0.181099612,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.019323671,0.028985507,0.951690821,0,0.024154589,0.927536232,0,1.875,0.337831962,1.380211242,4.197373169,0.213635783,0.312230129,0.306920317,0.149866529,1.909228917,0.188829533,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.038647343,0.937198068,0,0.019323671,0.942028986,0,1.9,0.30382181,1.602059991,4.271293488,0.213617239,0.289352,0.312408418,0.137223656,1.92624595,0.185960253,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.028985507,0.038647343,0.93236715,0,0.028985507,0.93236715,0,1.75,0.437594974,1.681241237,4.007060562,0.212363114,0.314936407,0.307854382,0.140101243,1.917573464,0.184365999,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.009661836,0.966183575,0,0.009661836,0.93236715,0,1.7,0.483045892,1,6.211594316,0.214330502,0.302665072,0.318747739,0.150697448,1.888544566,0.192080485,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.038647343,0.024154589,0.937198068,0,0.019323671,0.942028986,0,1.775,0.422902062,1.602059991,4.852259964,0.207393693,0.302226317,0.314238002,0.149151029,1.935463626,0.173850495,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.019323671,0.024154589,0.956521739,0,0.019323671,0.951690821,0,1.85,0.366347549,1.301029996,4.652795629,0.212614824,0.305904803,0.310820317,0.133384611,1.905497027,0.191386477,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.033816425,0.942028986,0,0.028985507,0.93236715,0,1.8,0.472788972,1.544068044,4.272198018,0.214160147,0.305946641,0.305268194,0.147580893,1.909942929,0.187242251,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.033816425,0.028985507,0.937198068,0,0.024154589,0.93236715,0,1.785714286,0.415299732,1.62324929,4.610220825,0.212259983,0.31006383,0.310324461,0.150921935,1.933098592,0.182499835,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.019323671,0.028985507,0.951690821,0,0.014492754,0.942028986,0,1.75,0.442325868,1.380211242,4.837208042,0.213475397,0.297234172,0.308539195,0.156033531,1.89820796,0.188424801,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.019323671,0.038647343,0.942028986,0,0.014492754,0.942028986,0,1.84375,0.368902033,1.505149978,4.221342677,0.21280317,0.312577197,0.305892206,0.145267828,1.929377197,0.179783067,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.024154589,0.951690821,0,0.028985507,0.922705314,0,1.8,0.40824829,1.397940009,4.574587634,0.212896351,0.313687602,0.310985618,0.150276062,1.921349488,0.184949648,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.028985507,0.053140097,0.917874396,0,0.014492754,0.93236715,0,1.848484848,0.361297842,1.819543936,4.105299279,0.209845698,0.302839789,0.31267892,0.135853439,1.917293233,0.184480631,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.028985507,0.019323671,0.951690821,0,0.019323671,0.946859903,0,1.791666667,0.414851117,1.380211242,4.808844079,0.211605403,0.318127563,0.302590878,0.148869924,1.915070075,0.18674248,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.028985507,0.946859903,0,0.024154589,0.922705314,0,1.966666667,0.182574186,1.477121255,4.668791649,0.214450697,0.307883413,0.307056341,0.155211726,1.919841971,0.182954874,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.028985507,0.028985507,0.942028986,0,0.009661836,0.937198068,0,1.833333333,0.377964473,1.556302501,4.628547445,0.215267079,0.304146411,0.308411645,0.143824756,1.919110002,0.185349294,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.019323671,0.028985507,0.951690821,0,0.024154589,0.93236715,0,1.875,0.337831962,1.380211242,4.454968548,0.217034538,0.320847036,0.308435122,0.162134912,1.89973863,0.187967584,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.019323671,0.033816425,0.946859903,0,0.019323671,0.93236715,0,1.821428571,0.390021028,1.447158031,4.151323638,0.210317677,0.321318591,0.30569264,0.151993793,1.930728705,0.182751629,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.004830918,0.028985507,0.966183575,0,0.028985507,0.937198068,0,2,0,0.77815125,4.349335802,0.211846052,0.305833993,0.306183935,0.152487278,1.919217906,0.185836106,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.019323671,0.028985507,0.951690821,0,0.019323671,0.942028986,0,1.75,0.442325868,1.380211242,4.478626585,0.21308628,0.30752893,0.308707422,0.142771852,1.911499318,0.185311114,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.004830918,0.024154589,0.971014493,0,0.019323671,0.93236715,0,1.6,0.547722558,0.698970004,5.13772653,0.210729723,0.314337152,0.303174087,0.158529915,1.912154467,0.185943616,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.033816425,0.024154589,0.942028986,0,0.019323671,0.946859903,0,1.857142857,0.355035801,1.544068044,4.595780137,0.212274486,0.312276591,0.300157147,0.152816107,1.919702372,0.184373716,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.019323671,0.033816425,0.946859903,0,0.014492754,0.946859903,0,1.785714286,0.417855447,1.447158031,4.433027034,0.215312237,0.303398988,0.311332451,0.15328359,1.916567094,0.183752249,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.033816425,0.028985507,0.937198068,0,0.019323671,0.942028986,0,1.880952381,0.327770068,1.62324929,4.437273024,0.213873129,0.304984373,0.311452423,0.150194895,1.909422011,0.186641604,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.028985507,0.946859903,0,0.019323671,0.937198068,0,1.866666667,0.345745904,1.477121255,4.53874121,0.21375447,0.312543793,0.305227235,0.149021028,1.909529241,0.183813127,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.019323671,0.024154589,0.956521739,0,0.019323671,0.937198068,0,1.9,0.307793506,1.301029996,4.807743026,0.212209339,0.31836815,0.306543614,0.15371496,1.921964714,0.184344285,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.033816425,0.014492754,0.951690821,0,0.019323671,0.946859903,0,1.904761905,0.300792604,1.322219295,4.997012663,0.212978961,0.303936654,0.30446704,0.159699693,1.897587834,0.18650671,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.019323671,0.019323671,0.961352657,0,0.028985507,0.942028986,0,1.875,0.341565026,1.204119983,4.509810278,0.209532618,0.314915373,0.309122074,0.157230798,1.923859999,0.181864354,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.019323671,0.956521739,0,0.024154589,0.946859903,0,1.85,0.366347549,1.301029996,4.513746834,0.213412819,0.297646495,0.315615631,0.150868077,1.919494829,0.186236482,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.033816425,0.033816425,0.93236715,0,0.024154589,0.937198068,0,1.795918367,0.407205509,1.69019608,4.460815697,0.214592953,0.304482684,0.303563785,0.142518143,1.899038462,0.188639642,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.024154589,0.951690821,0,0.024154589,0.942028986,0,1.88,0.331662479,1.397940009,4.571129587,0.214846485,0.305545115,0.305046765,0.142912352,1.905266422,0.187576877,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.014492754,0.038647343,0.946859903,0,0.019323671,0.927536232,0,1.875,0.337831962,1.380211242,4.397010197,0.211597339,0.306373077,0.306797904,0.151368309,1.917000156,0.18570312,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.028985507,0.024154589,0.946859903,0,0.028985507,0.922705314,0,1.7,0.4660916,1.477121255,4.404834294,0.213738917,0.306038537,0.316351379,0.141339269,1.903970014,0.18507486,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.038647343,0.014492754,0.946859903,0,0.019323671,0.951690821,0,1.708333333,0.464305621,1.380211242,4.921213036,0.211250707,0.31139549,0.309814173,0.147659364,1.927648713,0.183369419,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.033816425,0.014492754,0.951690821,0,0.014492754,0.951690821,0,2,0,1.322219295,5.192643433,0.211071526,0.31054455,0.305815572,0.15292199,1.922120008,0.182896675,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.024154589,0.951690821,0,0.004830918,0.937198068,0,1.8,0.40824829,1.397940009,4.879306838,0.209197795,0.306839761,0.302855377,0.138371306,1.921817712,0.182368431,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.019323671,0.024154589,0.956521739,0,0.014492754,0.956521739,0,1.55,0.510417786,1.301029996,4.817660686,0.213981035,0.306051685,0.310444295,0.135216675,1.924199771,0.184465301,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.019323671,0.956521739,0,0.024154589,0.942028986,0,1.65,0.489360485,1.301029996,4.545792422,0.208112953,0.316756266,0.307788002,0.158633461,1.932480305,0.179968838,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.019323671,0.014492754,0.966183575,0,0.019323671,0.946859903,0,1.916666667,0.288675135,1.079181246,4.736794813,0.214359638,0.305789567,0.311266147,0.151926483,1.913681892,0.186438279,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.019323671,0.024154589,0.956521739,0,0.024154589,0.942028986,0,1.8,0.410391341,1.301029996,4.551686632,0.215391851,0.301570035,0.314168735,0.145699901,1.911498474,0.190205529,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.028985507,0.028985507,0.942028986,0,0.019323671,0.942028986,0,1.833333333,0.377964473,1.556302501,4.29825654,0.211360373,0.314215025,0.30853942,0.142310548,1.933434746,0.182120622,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.024154589,0.951690821,0,0.014492754,0.942028986,0,1.76,0.435889894,1.397940009,4.665347817,0.212785469,0.303428646,0.319474565,0.157219157,1.923141581,0.18612172,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.014492754,0.024154589,0.961352657,0,0.024154589,0.937198068,0,1.8,0.414039336,1.176091259,4.614203315,0.209477035,0.308916109,0.307656003,0.146053632,1.924845824,0.182645005,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.014492754,0.028985507,0.956521739,0,0.024154589,0.93236715,0,1.777777778,0.427792632,1.255272505,4.406768955,0.211995339,0.303792406,0.309437184,0.132370321,1.919720049,0.184482261,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.014492754,0.038647343,0.946859903,0,0.033816425,0.922705314,0,1.791666667,0.414851117,1.380211242,4.101631476,0.211148545,0.302040483,0.318580884,0.148931131,1.928910197,0.187094959,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.014492754,0.033816425,0.951690821,0,0.014492754,0.937198068,0,1.761904762,0.43643578,1.322219295,4.479636677,0.217185568,0.306366458,0.308466716,0.139277163,1.916623591,0.182325322,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.048309179,0.028985507,0.922705314,0,0.024154589,0.942028986,0,1.883333333,0.323731772,1.77815125,4.340532951,0.209826554,0.313179043,0.303537011,0.157533443,1.921255736,0.187032992,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.024154589,0.951690821,0,0.009661836,0.956521739,0,1.84,0.374165739,1.397940009,4.706321588,0.210509915,0.311698454,0.303900925,0.138786645,1.915860285,0.186977441,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.019323671,0.014492754,0.966183575,0,0.019323671,0.961352657,0,1.916666667,0.288675135,1.079181246,5.037342403,0.215289889,0.306370802,0.310773855,0.148954272,1.908209304,0.185988762,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.033816425,0.024154589,0.942028986,0,0.004830918,0.942028986,0,1.828571429,0.38238526,1.544068044,5.076579131,0.212490173,0.305634626,0.308795449,0.140702897,1.911552158,0.184028463,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.014492754,0.014492754,0.971014493,0,0.014492754,0.951690821,0,1.777777778,0.440958552,0.954242509,5.194441559,0.214091623,0.308766129,0.295696249,0.138379699,1.915758635,0.184994088,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.038647343,0.024154589,0.937198068,0,0.004830918,0.956521739,0,1.8,0.405095747,1.602059991,5.092439305,0.210530753,0.309000513,0.310504421,0.139229734,1.928295383,0.180145055,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.014492754,0.961352657,0,0.014492754,0.966183575,0,1.8,0.414039336,1.176091259,4.874286924,0.213438042,0.309433941,0.304687019,0.142736223,1.921539179,0.183580014,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.014492754,0.033816425,0.951690821,0,0.019323671,0.942028986,0,1.761904762,0.43643578,1.322219295,4.508334444,0.218197308,0.307854969,0.305753143,0.145726953,1.916888298,0.187537494,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.033816425,0.019323671,0.946859903,0,0.024154589,0.937198068,0,1.714285714,0.460043706,1.447158031,4.847219846,0.210338875,0.295047879,0.314955163,0.149738908,1.927182952,0.178734565,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.019323671,0.028985507,0.951690821,0,0.033816425,0.937198068,0,1.75,0.442325868,1.380211242,4.19823296,0.215925231,0.297098894,0.30980678,0.14671085,1.905274151,0.189289358,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.038647343,0.937198068,0,0.024154589,0.937198068,0,1.875,0.334932064,1.602059991,4.178049468,0.210654198,0.310145616,0.310906475,0.150637602,1.920887071,0.181337189,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.028985507,0.946859903,0,0.019323671,0.946859903,0,1.9,0.305128577,1.477121255,4.487865052,0.212973596,0.31111453,0.306696288,0.144251433,1.911445627,0.1868812,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.033816425,0.028985507,0.937198068,0,0.028985507,0.922705314,0,1.833333333,0.37719547,1.62324929,4.246362741,0.21298988,0.312994467,0.3162832,0.168878995,1.9149804,0.187833295,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.009661836,0.033816425,0.956521739,0,0.028985507,0.917874396,0,1.928571429,0.267261242,1.146128036,4.344208095,0.212386705,0.304768614,0.314574415,0.160297945,1.937707641,0.182769107,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.024154589,0.951690821,0,0.014492754,0.942028986,0,1.96,0.2,1.397940009,4.951135683,0.213502773,0.309069551,0.304085434,0.14226081,1.918697062,0.183235817,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.028985507,0.028985507,0.942028986,0,0.024154589,0.93236715,0,1.777777778,0.421637021,1.556302501,4.289426408,0.208908934,0.306615596,0.305999815,0.148964698,1.918549906,0.180604394,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.024154589,0.019323671,0.956521739,0,0.024154589,0.937198068,0,1.75,0.444261658,1.301029996,4.750070456,0.215254782,0.30839899,0.299066406,0.146264932,1.895370128,0.188024997,,,,,,,,,,,,,,,,,,,,
fezouata,cascade model,0.028985507,0.024154589,0.946859903,0,0.019323671,0.946859903,0,1.733333333,0.449776445,1.477121255,4.445643655,0.212185004,0.319456052,0.319712014,0.15348772,1.925398333,0.18274062,,,,,,,,,,,,,,,,,,,,
