#,PHYLUM,CLASS,ORDER,FAMILY,SPECIES,ECOLOGY,SOURCE,FORMATION,REMARKS,SYNONYMS,SIZE,
1,Phytoplankton,,,,,,,,,,,
2,Bacterioplankton,,,,species not included in feeding interactions,,,,,,,
3,Suspended organic matter,,,,,,,,,,,
4,Benthic detritus,,,,,,,,,,,
5,Zooplancton,,,,,,,,,,,
238,Echinodermata,Crinoidea,Disparida,Ramseyocrinidae,Ramseyocrinus sp.,"Filter/suspension feeder (Guensburg et Sprinkle, 1992) (Brusca)","Donovan et Savill, 1988 ; Van Roy et al., 2015 ; Lefebvre et al., 2016",Upper part of the Fezouata Formation,,,,
240,Echinodermata,Diploporita,Sphaeronitida,Sphaeronitidae,Paleosphaeronites? prokopi,"suspension feeder (Nicol, 1982)","Chauvel, 1966 ; Lefebvre et al., 2016","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,,
242,Echinodermata,Edrioasteroidea,Isorophida,Isorophidae,Anedriophus moroccoensis,"passive filter feeder (livre cincinnati) (Guensburg et Sprinkle, 1992), encruster, once found attached to a dead orthocone nautiloid shell","Sumrall & Zamora, 2011 ; Van Roy et al., 2015 ; Lefebvre et al., 2016echino",Upper part of the Fezouata Formation,,,,
243,Echinodermata,Edrioasteroidea,Isorophida,Pyrgocystidae,Argodiscus espilezorum,"passive filter feeder (livre cincinnati) (Guensburg et Sprinkle, 1992), encruster","Sumrall et Zamora, 2011 ; Van Roy et al., 2015 ",Upper part of the Fezouata Formation,"identified before as Hemicystites? boehmi by Chauvel, 1978",,,
244,Echinodermata,Eocrinoidea,Ascocystitida,Rhopalocystidae,Rhopalocystis destombesi,"filter feeder (Guensburg et Sprinkle, 1992)","Ubaghs, 1963 ; Chauvel, 1971 ; Allaire et al., 2017 ; Lefebvre et al., 2016echino","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,Rhopalocystis dehirensis,,
249,Echinodermata,Eocrinoidea,order unknown,Lingulocystidae,Lingulocystis aff. deani,"epibenthic, filter feeder (Guensburg et Sprinkle, 1992)","Lefebvre et al., 2016b",Upper part of the Fezouata Formation ,,,,
250,Echinodermata,Eocrinoidea,order unknown,Lingulocystidae,Lingulocystis elongata,"filter feeder (Guensburg et Sprinkle, 1992)","Lefebvre et al., 2016b","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,,
251,Echinodermata,Eocrinoidea,-,-,Balantiocystis regnelli,"filter feeder (Guensburg et Sprinkle, 1992)","Lefebvre et al., 2016","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,,
252,Echinodermata,Eocrinoidea,-,-,cf. Pareocrinus,"epibenthic, filter feeder (Guensburg et Sprinkle, 1992)","Lefebvre et al., 2016b","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,,
253,Echinodermata,Eocrinoidea,-,-,Eocrinoidea indet. sp. 1,"epibenthic, filter feeder (Guensbuerg et Sprinkle, 1992)","Lefebvre et al., 2016b","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,,
254,Echinodermata,Eocrinoidea,-,-,Eocrinoidea indet. sp. 2,"epibenthic, filter feeder (Guensburg et Sprinkle, 1992)","Lefebvre et al., 2016b","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,,
256,Echinodermata,Rhombifera,Glyptocystitida,Macrocystellidae,Macrocystella bohemica,"suspension feeder (livre cincinnati) (Guensburg et Sprinkle, 1992)","Lefebvre et al., 2016","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,"undet. Rhombifera YPM - <20mm, 25 mm????",
258,Echinodermata,Soluta,Syringocrinida,Minervaecystidae,Plasiacystis mobilis,"detritivore (Dupichaud, 2023)","Lefebvre et al., 2016b","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,50 mm,
259,Echinodermata,Soluta,Syringocrinida,Minervaecystidae,Plasiacystis sp.,"detritivore (Dupichaud, 2023)","Van Roy et al., 2015",Upper part of the Fezouata Formation,,,30 - 65 mm,
261,Echinodermata,Somasteroidea (sub-phylum Asterozoa),-,-,Somasteroid indet. n. sp. 2,suspension-feeder,"Lefebvre et al., 2016echino",Upper part of the Fezouata Formation,,,At least one species of Asterozoa? of more than 60 mm (Yale Peabody Museum),
262,Echinodermata,Somasteroidea (sub-phylum Asterozoa),-,-,Somasteroid indet. n. sp. 3,suspension-feeder,"Lefevre et al., 2016echino",Upper part of the Fezouata Formation,,,undet. Asterozoa - 12-25 mm,
266,Echinodermata,Stylophora,Cornuta,Chauvelicystidae,Ampelocarpus sp.,"suspension and/or detritus feeder (Lefebvre, 2007)","Lefebvre et al., 2016b",Upper part of the Fezouata Formation,,,,
271,Echinodermata,Stylophora,Cornuta,Chauvelicystidae,Sokkaejaecystis sp. 2,"suspension and/or detritus feeder (Lefebvre, 2007)","Lefebvre et al., 2016b, 2022","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,"Chauvelicystid n. gen., n. sp. 2",,
278,Echinodermata,Stylophora,Cornuta,unassigned,"Cornuta n. gen. 1, n. sp.","suspension and/or detritus feeder (Lefebvre, 2007)","Lefebvre et al., 2016b, 2022","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,,
281,Echinodermata,Stylophora,Cornuta,unassigned,Milonicystis sp.,"suspension and/or detritus feeder (Lefebvre, 2007)","Lefebvre et al., 2016b",Upper part of the Fezouata Formation,,,,
282,Echinodermata,Stylophora,Cornuta,Scotiaecystidae,Bohemiaecystis zagoraensis,"suspension and/or detritus feeder (Lefebvre, 2007)","Lefebvre et al., 2016",Upper part of the Fezouata Formation,,Thoralicystis zagoraensis,,
284,Echinodermata,Stylophora,Mitrata,Anomalocystitidae,"Anomalocystitid n. gen., n. sp. ","suspension and/or detritus feeder (Lefebvre, 2007)","Lefebvre et al., 2016b",Upper part of the Fezouata Formation,,,,
285,Echinodermata,Stylophora,Mitrata,Kirkocystidae,Anatifopsis escandei,"suspension and/or detritus feeder (Lefebvre, 2007)","Lefebvre et al., 2016",Upper part of the Fezouata Formation,,,,
286,Echinodermata,Stylophora,Mitrata,Kirkocystidae,Anatifopsis trapeziiformis,"suspension and/or detritus feeder (Lefebvre, 2007)","Lefebvre et al., 2016b","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,,
287,Echinodermata,Stylophora,Mitrata,Kirkocystidae,Balanocystites primus,"suspension and/or detritus feeder (Lefebvre, 2007)","Lefebvre et al., 2016b",Upper part of the Fezouata Formation,,,,
291,Echinodermata,Stylophora,Mitrata,unassigned,Chinianocarpos sp.,"suspension and/or detritus feeder (Lefebvre, 2007)","Lefebvre et al., 2016b",Upper part of the Fezouata Formation,,,,
292,Echinodermata,Stylophora,Mitrata,unassigned,Mitrocystitid indet. cf. ovocarpus,"suspension and/or detritus feeder (Lefebvre, 2007)","Lefebvre et al., 2016b",Upper part of the Fezouata Formation,,,,
297,HEMICHORDATA,Pterobranchia,Dendroidea,Dendrograptidae,Ptilograptus n. sp.,benthic,"Gutiérrez-Marco, herein ; cf. Saleh et al., 2002, fig. 3f",?Upper part of the Fezouata Formation,,,,
308,Hemichordata,Pterobranchia,Graptoloidea,Dichograptidae,Baltograptus geometricus,planktonic,"Gutiérrez-Marco, herein",Upper part of the Fezouata Formation,,,,
309,Hemichordata,Pterobranchia,Graptoloidea,Dichograptidae,Clonograptus multiplex,"planctonique, Filter/suspension feeder ","Gutiérrez-Marco and Martin, 2016","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,,
311,Hemichordata,Pterobranchia,Graptoloidea,Dichograptidae,Holograptus sp.,planktonic,"Gutiérrez-Marco, herein",Upper part of the Fezouata Formation,,,,
313,Hemichordata,Pterobranchia,Graptoloidea,Didymograptidae,Plasiacystis mobilis,"planktonic, Filter/suspension feeder ","Gutiérrez-Marco and Martin, 2016",Upper part of the Fezouata Formation,,,,
314,Hemichordata,Pterobranchia,Graptoloidea,Didymograptidae,Baltograptus jacksoni,"planktonic, Filter/suspension feeder ","Gutiérrez-Marco and Martin, 2016",Upper part of the Fezouata Formation,,,,
315,Hemichordata,Pterobranchia,Graptoloidea,Didymograptidae,?Baltograptus kurcki,"planktonic, Filter/suspension feeder ","Gutiérrez-Marco and Martin, 2016",Upper part of the Fezouata Formation,,,,
316,Hemichordata,Pterobranchia,Graptoloidea,Didymograptidae,Baltograptus minutus,"planktonic, Filter/suspension feeder ","Gutiérrez-Marco and Martin, 2016",Upper part of the Fezouata Formation,,,,
317,Hemichordata,Pterobranchia,Graptoloidea,Didymograptidae,Cymatograptus protobalticus,"benthic, Filter/suspension feeder ","Gutiérrez-Marco and Martin, 2016",Upper part of the Fezouata Formation,,,,
318,Hemichordata,Pterobranchia,Graptoloidea,Didymograptidae,Expansograptus sp.,"planktonic, Filter/suspension feeder ","Gutiérrez-Marco and Martin, 2016",Upper part of the Fezouata Formation,,,,
322,Hemichordata,Pterobranchia,Graptoloidea,Phyllograptidae,Tetragraptus sp. (reclined),"planktonic, Filter/suspension feeder ","Gutiérrez-Marco and Martin, 2016",Upper part of the Fezouata Formation,,,,
323,Hemichordata,Pterobranchia,Graptoloidea,Sigmagraptidae,Azygograptus cf. eivionicus,"planktonic, Filter/suspension feeder ","Gutiérrez-Marco and Martin, 2016",Upper part of the Fezouata Formation,,,,
328,CHORDATA,,,Conodonts,Acodus deltatus,nektonic predator (soft diet),"Lehnert et al., 2016","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,,
330,Chordata,,,Conodonts,Cornuodus longibasis,nektonic predator (soft diet),"Lehnert et al., 2016","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation","coniform (Stockey, phd)",,,
332,Chordata,,,Conodonts,Drepanodus arcuatus,nektonic predator (soft diet),"Lehnert et al., 2016",Upper part of the Fezouata Formation,"coniform (Stockey, phd)",,,
333,Chordata,,,Conodonts,Drepanoistodus cf. forceps,nektonic predator (soft diet),"Lehnert et al., 2016",Upper part of the Fezouata Formation,"coniform (Stockey, phd)",,,
334,Chordata,,,Conodonts,Paltodus cf. inaequalis,nektonic predator (soft diet),"Lehnert et al., 2016",Upper part of the Fezouata Formation,"coniform (Stockey, phd)",,,
335,Chordata,,,Conodonts,Paltodus spp.,nektonic predator (soft diet),"Lehnert et al., 2016","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation","coniform (Stockey, phd)",,,
336,Chordata,,,Conodonts,Parapaltodus aff. flexuosus,nektonic predator (soft diet),"Lehnert et al., 2016",Upper part of the Fezouata Formation,"coniform (Stockey, phd)",,,
337,Chordata,,,Conodonts,Parapaltodus aff. simplicissimus,nektonic predator (soft diet),"Lehnert et al., 2016","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation","coniform (Stockey, phd)",,,
338,Chordata,,,Conodonts,Parapaltodus spp.,nektonic predator (soft diet),"Lehnert et al., 2016","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation","coniform (Stockey, phd)",,,
339,Chordata,,,Conodonts,Paroistodus cf. parallellus,nektonic predator (soft diet),"Lehnert et al., 2016",Upper part of the Fezouata Formation,"coniform (Stockey, phd)",,,
340,Chordata,,,Conodonts,Paroistodus cf. proteus,nektonic predator (soft diet),"Lehnert et al., 2016","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation","coniform (Stockey, phd)",,,
342,Chordata,,,Conodonts,Periodon cf. selenopsis,nektonic predator (soft diet),"Lehnert et al., 2016",Upper part of the Fezouata Formation,"blade with large cusp (Stockey, phd)",,,
343,Chordata,,,Conodonts,Prioniodus cf. gilberti,nektonic predator (soft diet),"Lehnert et al., 2016",Upper part of the Fezouata Formation,"blade with large cusp (Stockey, phd)",,,
344,Chordata,,,Conodonts,Prioniodus sp.,nektonic predator (soft diet),"Lehnert et al., 2016","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation","blade with large cusp (Stockey, phd)",,,
346,Chordata,,,Conodonts,Scalpellodus aff. gracilis,nektonic predator (soft diet),"Lehnert et al., 2016",Upper part of the Fezouata Formation,"coniform (Stockey, phd)",,,
349,Chordata,,,Conodonts,Semiacontiodus sp.,nektonic predator (soft diet),"Lehnert et al., 2016","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation","coniform (Stockey, phd)",,,
350,Chordata,,,Conodonts,Stolodus cf. stola,nektonic predator (soft diet),"Lehnert et al., 2016",Upper part of the Fezouata Formation,"coniform (Stockey, phd)",,,
351,Chordata,,,Conodonts,Tripodus aff. laevis,nektonic predator (soft diet),"Lehnert et al., 2016",Upper part of the Fezouata Formation,"coniform (Stockey, phd)",,,
353,Chordata,,,Conodonts,Tropodus cf. comptus,nektonic predator (soft diet),"Lehnert et al., 2016",Upper part of the Fezouata Formation,"coniform (Stockey, phd)",,,
354,Chordata,,,Conodonts,Tropodus cf. sweeti,nektonic predator (soft diet),"Lehnert et al., 2016",Upper part of the Fezouata Formation,"coniform (Stockey, phd)",,,
355,Chordata,,,Conodonts,Tropodus sp.,nektonic predator (soft diet),"Lehnert et al., 2016",Upper part of the Fezouata Formation,"coniform (Stockey, phd)",,,
442,CHITINOZOAN,,,,Conochitina sp. ,,"Lefebvre et al., 2016",Upper part of the Fezouata Formation,,,,
449,Chitinozoan,,,,Eremochitina baculata brevis,,"Lefebvre et al., 2016",Upper part of the Fezouata Formation,,,,
450,Chitinozoan,,,,Eremochitina brevis s. str.,,"Nowak et al., 2016","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
