Cons._sp.,Resource_sp.,Certainty level
Toletanaspis aff. borni,Anatifopsis trapeziiformis,1
Toletanaspis aff. borni,Aspidocarpus sp.,1
Toletanaspis aff. borni,Chauvelicystis ubaghsi,1
Toletanaspis aff. borni,Chauvelicystis spinosa,1
Toletanaspis aff. borni,Chauvelicystis vizcainoi,1
Toletanaspis aff. borni,Sokkaejaecystis sp. 1,1
Toletanaspis aff. borni,Sokkaejaecystis sp. 2,1
Toletanaspis aff. borni,"Cornuta n. gen. 1, n. sp.",1
Toletanaspis aff. borni,"Cornuta n. gen. 2, n. sp.",1
Toletanaspis aff. borni,Flabellicarpus rushtoni,1
Toletanaspis aff. borni,Galliaecystis n. sp.,1
Toletanaspis aff. borni,Galliaecystis ubaghsi,1
Toletanaspis aff. borni,Lagynocystis pyramidalis,1
Toletanaspis aff. borni,Nanocarpus cf. dolambii,1
Toletanaspis aff. borni,Phyllocystis blayaci,1
Toletanaspis aff. borni,Procothurnocystis n. sp.,1
Toletanaspis aff. borni,Prokopicystis sp.,1
Toletanaspis aff. borni,Vizcainocarpus sp.,1
Toletanaspis aff. borni,Peltocystis cornuta,1
Toletanaspis aff. borni,Macrocystella bohemica,1
Toletanaspis aff. borni,Kiaerograptus'? sp. (slightly deflexed),1
Toletanaspis aff. borni,Webbyites felix,1
Toletanaspis aff. borni,Obolidae indet.,1
Toletanaspis aff. borni,Orbithele tazagurta,1
Toletanaspis aff. borni,Euorthisina sp. 1,1
Toletanaspis aff. borni,Tinzoulinorthis fasciata,1
Toletanaspis aff. borni,Tinzoulinorthis? sp.,1
Toletanaspis aff. borni,Nocturnellia sp.,1
Toletanaspis aff. borni,Indiligens sp.,1
Toletanaspis aff. borni,Cephalodiscid hemichordate,1
Bavarilla zemmourensis,Benthic detritus,1
Bavarilla zemmourensis,Plectorthis simplex,1
Bavarilla zemmourensis,Angusticardinia sp.,1
Bavarilla zemmourensis,Wosekella maghribi  ,1
Bavarilla zemmourensis,Celdobolus mirandus,1
Bavarilla zemmourensis,Redonia michelae,1
Bavarilla zemmourensis,Carcassonnella sp.,1
Bavarilla zemmourensis,Wiwaxiid,1
Bavarilla zemmourensis,Enosiaspis hrungnir,1
Bavarilla zemmourensis,Setapedites abundantis,1
Bavarilla zemmourensis,Tariccoia tazagurtensis,1
Bavarilla zemmourensis,Orometopus sp.,1
Bavarilla zemmourensis,Agerina quadrata,1
Bavarilla zemmourensis,Geragnostus sp.,1
Bavarilla zemmourensis,Ampyx priscus,1
Bavarilla zemmourensis,Parabathycheilus gallicus,1
Bavarilla zemmourensis,Nileus deynouxi,1
Bavarilla zemmourensis,Palaeosphaeronites sp.,1
Bavarilla zemmourensis,Palaeosphaeronites? prokopi,1
Bavarilla zemmourensis,Aristocystites cf. bohemicus (sinuous?),1
Bavarilla zemmourensis,Balantiocystis regnelli,1
Bavarilla zemmourensis,Rhopalocystis destombesi,1
Bavarilla zemmourensis,Rhopalocystis fraga,1
Bavarilla zemmourensis,Rhopalocystis grandis,1
Bavarilla zemmourensis,Rhopalocystis havliceki,1
Bavarilla zemmourensis,Rhopalocystis zagoraensis,1
Bavarilla zemmourensis,Lingulocystis elongata,1
Bavarilla zemmourensis,cf. Pareocrinus,1
Bavarilla zemmourensis,Eocrinoidea indet. sp. 1,1
Bavarilla zemmourensis,Eocrinoidea indet. sp. 2,1
Bavarilla zemmourensis,Eocrinoidea indet.,1
Bavarilla zemmourensis,Aethocrinus cf. moorei,1
Bavarilla zemmourensis,Rhenopyrgid indet.,1
Bavarilla zemmourensis,Amygdalotheca griffei,1
Bavarilla zemmourensis,Anatifopsis trapeziiformis,1
Bavarilla zemmourensis,Aspidocarpus sp.,1
Bavarilla zemmourensis,Chauvelicystis ubaghsi,1
Bavarilla zemmourensis,Chauvelicystis spinosa,1
Bavarilla zemmourensis,Chauvelicystis vizcainoi,1
Bavarilla zemmourensis,Sokkaejaecystis sp. 1,1
Bavarilla zemmourensis,Sokkaejaecystis sp. 2,1
Bavarilla zemmourensis,"Cornuta n. gen. 1, n. sp.",1
Bavarilla zemmourensis,"Cornuta n. gen. 2, n. sp.",1
Bavarilla zemmourensis,Flabellicarpus rushtoni,1
Bavarilla zemmourensis,Galliaecystis n. sp.,1
Bavarilla zemmourensis,Galliaecystis ubaghsi,1
Bavarilla zemmourensis,Lagynocystis pyramidalis,1
Bavarilla zemmourensis,Nanocarpus cf. dolambii,1
Bavarilla zemmourensis,Phyllocystis blayaci,1
Bavarilla zemmourensis,Procothurnocystis n. sp.,1
Bavarilla zemmourensis,Prokopicystis sp.,1
Bavarilla zemmourensis,Vizcainocarpus sp.,1
Bavarilla zemmourensis,Peltocystis cornuta,1
Bavarilla zemmourensis,Macrocystella bohemica,1
Bavarilla zemmourensis,Kiaerograptus'? sp. (slightly deflexed),1
Bavarilla zemmourensis,Webbyites felix,1
Bavarilla zemmourensis,Tarfaya sp.,1
Bavarilla zemmourensis,Lingulella lata?,1
Bavarilla zemmourensis,Obolidae indet.,1
Bavarilla zemmourensis,Orbithele tazagurta,1
Bavarilla zemmourensis,Euorthisina sp. 1,1
Bavarilla zemmourensis,Kvania sp.,1
Bavarilla zemmourensis,Tinzoulinorthis fasciata,1
Bavarilla zemmourensis,Tinzoulinorthis? sp.,1
Bavarilla zemmourensis,Incorthis sp.,1
Bavarilla zemmourensis,Nocturnellia sp.,1
Bavarilla zemmourensis,Indiligens sp.,1
Bavarilla zemmourensis,Cephalodiscid hemichordate,1
Colpocoryphe thorali,Benthic detritus,1
Colpocoryphe thorali,Plectorthis simplex,1
Colpocoryphe thorali,Angusticardinia sp.,1
Colpocoryphe thorali,Celdobolus mirandus,1
Colpocoryphe thorali,Redonia michelae,1
Colpocoryphe thorali,Carcassonnella sp.,1
Colpocoryphe thorali,Wiwaxiid,1
Colpocoryphe thorali,Enosiaspis hrungnir,1
Colpocoryphe thorali,Setapedites abundantis,1
Colpocoryphe thorali,Tariccoia tazagurtensis,1
Colpocoryphe thorali,Parabathycheilus gallicus,1
Colpocoryphe thorali,Palaeosphaeronites sp.,1
Colpocoryphe thorali,Palaeosphaeronites? prokopi,1
Colpocoryphe thorali,Aristocystites cf. bohemicus (sinuous?),1
Colpocoryphe thorali,Balantiocystis regnelli,1
Colpocoryphe thorali,Rhopalocystis destombesi,1
Colpocoryphe thorali,Rhopalocystis fraga,1
Colpocoryphe thorali,Rhopalocystis grandis,1
Colpocoryphe thorali,Rhopalocystis havliceki,1
Colpocoryphe thorali,Rhopalocystis zagoraensis,1
Colpocoryphe thorali,Lingulocystis elongata,1
Colpocoryphe thorali,cf. Pareocrinus,1
Colpocoryphe thorali,Eocrinoidea indet. sp. 1,1
Colpocoryphe thorali,Eocrinoidea indet. sp. 2,1
Colpocoryphe thorali,Eocrinoidea indet.,1
Colpocoryphe thorali,Aethocrinus cf. moorei,1
Colpocoryphe thorali,Rhenopyrgid indet.,1
Colpocoryphe thorali,Amygdalotheca griffei,1
Colpocoryphe thorali,Anatifopsis trapeziiformis,1
Colpocoryphe thorali,Aspidocarpus sp.,1
Colpocoryphe thorali,Chauvelicystis ubaghsi,1
Colpocoryphe thorali,Chauvelicystis spinosa,1
Colpocoryphe thorali,Chauvelicystis vizcainoi,1
Colpocoryphe thorali,Sokkaejaecystis sp. 1,1
Colpocoryphe thorali,Sokkaejaecystis sp. 2,1
Colpocoryphe thorali,"Cornuta n. gen. 1, n. sp.",1
Colpocoryphe thorali,"Cornuta n. gen. 2, n. sp.",1
Colpocoryphe thorali,Flabellicarpus rushtoni,1
Colpocoryphe thorali,Galliaecystis n. sp.,1
Colpocoryphe thorali,Galliaecystis ubaghsi,1
Colpocoryphe thorali,Lagynocystis pyramidalis,1
Colpocoryphe thorali,Nanocarpus cf. dolambii,1
Colpocoryphe thorali,Phyllocystis blayaci,1
Colpocoryphe thorali,Procothurnocystis n. sp.,1
Colpocoryphe thorali,Prokopicystis sp.,1
Colpocoryphe thorali,Vizcainocarpus sp.,1
Colpocoryphe thorali,Peltocystis cornuta,1
Colpocoryphe thorali,Macrocystella bohemica,1
Colpocoryphe thorali,Kiaerograptus'? sp. (slightly deflexed),1
Colpocoryphe thorali,Webbyites felix,1
Colpocoryphe thorali,Lingulella lata?,1
Colpocoryphe thorali,Obolidae indet.,1
Colpocoryphe thorali,Orbithele tazagurta,1
Colpocoryphe thorali,Euorthisina sp. 1,1
Colpocoryphe thorali,Tinzoulinorthis fasciata,1
Colpocoryphe thorali,Tinzoulinorthis? sp.,1
Colpocoryphe thorali,Incorthis sp.,1
Colpocoryphe thorali,Nocturnellia sp.,1
Colpocoryphe thorali,Indiligens sp.,1
Colpocoryphe thorali,Cephalodiscid hemichordate,1
Colpocoryphe pradesensis,Benthic detritus,1
Colpocoryphe pradesensis,Plectorthis simplex,1
Colpocoryphe pradesensis,Angusticardinia sp.,1
Colpocoryphe pradesensis,Celdobolus mirandus,1
Colpocoryphe pradesensis,Redonia michelae,1
Colpocoryphe pradesensis,Carcassonnella sp.,1
Colpocoryphe pradesensis,Wiwaxiid,1
Colpocoryphe pradesensis,Enosiaspis hrungnir,1
Colpocoryphe pradesensis,Setapedites abundantis,1
Colpocoryphe pradesensis,Tariccoia tazagurtensis,1
Colpocoryphe pradesensis,Parabathycheilus gallicus,1
Colpocoryphe pradesensis,Palaeosphaeronites sp.,1
Colpocoryphe pradesensis,Palaeosphaeronites? prokopi,1
Colpocoryphe pradesensis,Aristocystites cf. bohemicus (sinuous?),1
Colpocoryphe pradesensis,Balantiocystis regnelli,1
Colpocoryphe pradesensis,Rhopalocystis destombesi,1
Colpocoryphe pradesensis,Rhopalocystis fraga,1
Colpocoryphe pradesensis,Rhopalocystis grandis,1
Colpocoryphe pradesensis,Rhopalocystis havliceki,1
Colpocoryphe pradesensis,Rhopalocystis zagoraensis,1
Colpocoryphe pradesensis,Lingulocystis elongata,1
Colpocoryphe pradesensis,cf. Pareocrinus,1
Colpocoryphe pradesensis,Eocrinoidea indet. sp. 1,1
Colpocoryphe pradesensis,Eocrinoidea indet. sp. 2,1
Colpocoryphe pradesensis,Eocrinoidea indet.,1
Colpocoryphe pradesensis,Aethocrinus cf. moorei,1
Colpocoryphe pradesensis,Rhenopyrgid indet.,1
Colpocoryphe pradesensis,Amygdalotheca griffei,1
Colpocoryphe pradesensis,Anatifopsis trapeziiformis,1
Colpocoryphe pradesensis,Aspidocarpus sp.,1
Colpocoryphe pradesensis,Chauvelicystis ubaghsi,1
Colpocoryphe pradesensis,Chauvelicystis spinosa,1
Colpocoryphe pradesensis,Chauvelicystis vizcainoi,1
Colpocoryphe pradesensis,Sokkaejaecystis sp. 1,1
Colpocoryphe pradesensis,Sokkaejaecystis sp. 2,1
Colpocoryphe pradesensis,"Cornuta n. gen. 1, n. sp.",1
Colpocoryphe pradesensis,"Cornuta n. gen. 2, n. sp.",1
Colpocoryphe pradesensis,Flabellicarpus rushtoni,1
Colpocoryphe pradesensis,Galliaecystis n. sp.,1
Colpocoryphe pradesensis,Galliaecystis ubaghsi,1
Colpocoryphe pradesensis,Lagynocystis pyramidalis,1
Colpocoryphe pradesensis,Nanocarpus cf. dolambii,1
Colpocoryphe pradesensis,Phyllocystis blayaci,1
Colpocoryphe pradesensis,Procothurnocystis n. sp.,1
Colpocoryphe pradesensis,Prokopicystis sp.,1
Colpocoryphe pradesensis,Vizcainocarpus sp.,1
Colpocoryphe pradesensis,Peltocystis cornuta,1
Colpocoryphe pradesensis,Macrocystella bohemica,1
Colpocoryphe pradesensis,Kiaerograptus'? sp. (slightly deflexed),1
Colpocoryphe pradesensis,Webbyites felix,1
Colpocoryphe pradesensis,Obolidae indet.,1
Colpocoryphe pradesensis,Orbithele tazagurta,1
Colpocoryphe pradesensis,Euorthisina sp. 1,1
Colpocoryphe pradesensis,Tinzoulinorthis fasciata,1
Colpocoryphe pradesensis,Tinzoulinorthis? sp.,1
Colpocoryphe pradesensis,Nocturnellia sp.,1
Colpocoryphe pradesensis,Indiligens sp.,1
Colpocoryphe pradesensis,Cephalodiscid hemichordate,1
Colpocoryphe sp.,Benthic detritus,1
Colpocoryphe sp.,Plectorthis simplex,1
Colpocoryphe sp.,Angusticardinia sp.,1
Colpocoryphe sp.,Wosekella maghribi  ,1
Colpocoryphe sp.,Celdobolus mirandus,1
Colpocoryphe sp.,Redonia michelae,1
Colpocoryphe sp.,Carcassonnella sp.,1
Colpocoryphe sp.,Wiwaxiid,1
Colpocoryphe sp.,Furca sp. 1,1
Colpocoryphe sp.,Furca sp. 2,1
Colpocoryphe sp.,Furca sp. 3,1
Colpocoryphe sp.,Enosiaspis hrungnir,1
Colpocoryphe sp.,Setapedites abundantis,1
Colpocoryphe sp.,Tariccoia tazagurtensis,1
Colpocoryphe sp.,Cheloniellid,1
Colpocoryphe sp.,Apatokephalus cf. incisus,1
Colpocoryphe sp.,Orometopus sp.,1
Colpocoryphe sp.,Toletanaspis aff. borni,1
Colpocoryphe sp.,Colpocoryphe thorali,1
Colpocoryphe sp.,Agerina quadrata,1
Colpocoryphe sp.,Geragnostus sp.,1
Colpocoryphe sp.,Ampyx priscus,1
Colpocoryphe sp.,Parabathycheilus gallicus,1
Colpocoryphe sp.,Nileus deynouxi,1
Colpocoryphe sp.,Palaeosphaeronites sp.,1
Colpocoryphe sp.,Palaeosphaeronites? prokopi,1
Colpocoryphe sp.,Aristocystites cf. bohemicus (sinuous?),1
Colpocoryphe sp.,Balantiocystis regnelli,1
Colpocoryphe sp.,Rhopalocystis destombesi,1
Colpocoryphe sp.,Rhopalocystis fraga,1
Colpocoryphe sp.,Rhopalocystis grandis,1
Colpocoryphe sp.,Rhopalocystis havliceki,1
Colpocoryphe sp.,Rhopalocystis zagoraensis,1
Colpocoryphe sp.,Lingulocystis elongata,1
Colpocoryphe sp.,cf. Pareocrinus,1
Colpocoryphe sp.,Eocrinoidea indet. sp. 1,1
Colpocoryphe sp.,Eocrinoidea indet. sp. 2,1
Colpocoryphe sp.,Eocrinoidea indet.,1
Colpocoryphe sp.,Aethocrinus cf. moorei,1
Colpocoryphe sp.,Rhenopyrgid indet.,1
Colpocoryphe sp.,Amygdalotheca griffei,1
Colpocoryphe sp.,Anatifopsis trapeziiformis,1
Colpocoryphe sp.,Aspidocarpus sp.,1
Colpocoryphe sp.,Chauvelicystis ubaghsi,1
Colpocoryphe sp.,Chauvelicystis spinosa,1
Colpocoryphe sp.,Chauvelicystis vizcainoi,1
Colpocoryphe sp.,Sokkaejaecystis sp. 1,1
Colpocoryphe sp.,Sokkaejaecystis sp. 2,1
Colpocoryphe sp.,"Cornuta n. gen. 1, n. sp.",1
Colpocoryphe sp.,"Cornuta n. gen. 2, n. sp.",1
Colpocoryphe sp.,Flabellicarpus rushtoni,1
Colpocoryphe sp.,Galliaecystis n. sp.,1
Colpocoryphe sp.,Galliaecystis ubaghsi,1
Colpocoryphe sp.,Hanusia n. sp.,1
Colpocoryphe sp.,Lagynocystis pyramidalis,1
Colpocoryphe sp.,Nanocarpus cf. dolambii,1
Colpocoryphe sp.,Phyllocystis blayaci,1
Colpocoryphe sp.,Procothurnocystis n. sp.,1
Colpocoryphe sp.,Prokopicystis sp.,1
Colpocoryphe sp.,Bohemiaecystis n. sp.,1
Colpocoryphe sp.,Vizcainocarpus sp.,1
Colpocoryphe sp.,Peltocystis cornuta,1
Colpocoryphe sp.,Macrocystella bohemica,1
Colpocoryphe sp.,Kiaerograptus'? sp. (slightly deflexed),1
Colpocoryphe sp.,Webbyites felix,1
Colpocoryphe sp.,Tarfaya sp.,1
Colpocoryphe sp.,Lingulella lata?,1
Colpocoryphe sp.,Obolidae indet.,1
Colpocoryphe sp.,Orbithele tazagurta,1
Colpocoryphe sp.,Euorthisina sp. 1,1
Colpocoryphe sp.,Kvania sp.,1
Colpocoryphe sp.,Tinzoulinorthis fasciata,1
Colpocoryphe sp.,Tinzoulinorthis? sp.,1
Colpocoryphe sp.,Incorthis sp.,1
Colpocoryphe sp.,Nocturnellia sp.,1
Colpocoryphe sp.,Indiligens sp.,1
Colpocoryphe sp.,Cephalodiscid hemichordate,1
Pharostomina sp. ,Benthic detritus,1
Pharostomina sp. ,Plectorthis simplex,1
Pharostomina sp. ,Angusticardinia sp.,1
Pharostomina sp. ,Redonia michelae,1
Pharostomina sp. ,Carcassonnella sp.,1
Pharostomina sp. ,Wiwaxiid,1
Pharostomina sp. ,Enosiaspis hrungnir,1
Pharostomina sp. ,Setapedites abundantis,1
Pharostomina sp. ,Tariccoia tazagurtensis,1
Pharostomina sp. ,Parabathycheilus gallicus,1
Pharostomina sp. ,Palaeosphaeronites sp.,1
Pharostomina sp. ,Palaeosphaeronites? prokopi,1
Pharostomina sp. ,Aristocystites cf. bohemicus (sinuous?),1
Pharostomina sp. ,Balantiocystis regnelli,1
Pharostomina sp. ,Rhopalocystis destombesi,1
Pharostomina sp. ,Rhopalocystis fraga,1
Pharostomina sp. ,Rhopalocystis grandis,1
Pharostomina sp. ,Rhopalocystis havliceki,1
Pharostomina sp. ,Rhopalocystis zagoraensis,1
Pharostomina sp. ,Lingulocystis elongata,1
Pharostomina sp. ,cf. Pareocrinus,1
Pharostomina sp. ,Eocrinoidea indet. sp. 1,1
Pharostomina sp. ,Eocrinoidea indet. sp. 2,1
Pharostomina sp. ,Eocrinoidea indet.,1
Pharostomina sp. ,Aethocrinus cf. moorei,1
Pharostomina sp. ,Rhenopyrgid indet.,1
Pharostomina sp. ,Amygdalotheca griffei,1
Pharostomina sp. ,Anatifopsis trapeziiformis,1
Pharostomina sp. ,Aspidocarpus sp.,1
Pharostomina sp. ,Chauvelicystis ubaghsi,1
Pharostomina sp. ,Chauvelicystis spinosa,1
Pharostomina sp. ,Chauvelicystis vizcainoi,1
Pharostomina sp. ,Sokkaejaecystis sp. 1,1
Pharostomina sp. ,Sokkaejaecystis sp. 2,1
Pharostomina sp. ,"Cornuta n. gen. 1, n. sp.",1
Pharostomina sp. ,"Cornuta n. gen. 2, n. sp.",1
Pharostomina sp. ,Flabellicarpus rushtoni,1
Pharostomina sp. ,Galliaecystis n. sp.,1
Pharostomina sp. ,Galliaecystis ubaghsi,1
Pharostomina sp. ,Lagynocystis pyramidalis,1
Pharostomina sp. ,Nanocarpus cf. dolambii,1
Pharostomina sp. ,Phyllocystis blayaci,1
Pharostomina sp. ,Procothurnocystis n. sp.,1
Pharostomina sp. ,Prokopicystis sp.,1
Pharostomina sp. ,Vizcainocarpus sp.,1
Pharostomina sp. ,Peltocystis cornuta,1
Pharostomina sp. ,Macrocystella bohemica,1
Pharostomina sp. ,Kiaerograptus'? sp. (slightly deflexed),1
Pharostomina sp. ,Webbyites felix,1
Pharostomina sp. ,Lingulella lata?,1
Pharostomina sp. ,Obolidae indet.,1
Pharostomina sp. ,Orbithele tazagurta,1
Pharostomina sp. ,Euorthisina sp. 1,1
Pharostomina sp. ,Tinzoulinorthis fasciata,1
Pharostomina sp. ,Tinzoulinorthis? sp.,1
Pharostomina sp. ,Incorthis sp.,1
Pharostomina sp. ,Nocturnellia sp.,1
Pharostomina sp. ,Indiligens sp.,1
Pharostomina sp. ,Cephalodiscid hemichordate,1
Prionocheilus sp.,Benthic detritus,1
Prionocheilus sp.,Plectorthis simplex,1
Prionocheilus sp.,Angusticardinia sp.,1
Prionocheilus sp.,Wosekella maghribi  ,1
Prionocheilus sp.,Celdobolus mirandus,1
Prionocheilus sp.,Redonia michelae,1
Prionocheilus sp.,Carcassonnella sp.,1
Prionocheilus sp.,Wiwaxiid,1
Prionocheilus sp.,Furca sp. 1,1
Prionocheilus sp.,Furca sp. 2,1
Prionocheilus sp.,Furca sp. 3,1
Prionocheilus sp.,Enosiaspis hrungnir,1
Prionocheilus sp.,Setapedites abundantis,1
Prionocheilus sp.,Tariccoia tazagurtensis,1
Prionocheilus sp.,Cheloniellid,1
Prionocheilus sp.,Apatokephalus cf. incisus,1
Prionocheilus sp.,Orometopus sp.,1
Prionocheilus sp.,Toletanaspis aff. borni,1
Prionocheilus sp.,Colpocoryphe thorali,1
Prionocheilus sp.,Agerina quadrata,1
Prionocheilus sp.,Geragnostus sp.,1
Prionocheilus sp.,Ampyx priscus,1
Prionocheilus sp.,Parabathycheilus gallicus,1
Prionocheilus sp.,Nileus deynouxi,1
Prionocheilus sp.,Palaeosphaeronites sp.,1
Prionocheilus sp.,Palaeosphaeronites? prokopi,1
Prionocheilus sp.,Aristocystites cf. bohemicus (sinuous?),1
Prionocheilus sp.,Balantiocystis regnelli,1
Prionocheilus sp.,Rhopalocystis destombesi,1
Prionocheilus sp.,Rhopalocystis fraga,1
Prionocheilus sp.,Rhopalocystis grandis,1
Prionocheilus sp.,Rhopalocystis havliceki,1
Prionocheilus sp.,Rhopalocystis zagoraensis,1
Prionocheilus sp.,Lingulocystis elongata,1
Prionocheilus sp.,cf. Pareocrinus,1
Prionocheilus sp.,Eocrinoidea indet. sp. 1,1
Prionocheilus sp.,Eocrinoidea indet. sp. 2,1
Prionocheilus sp.,Eocrinoidea indet.,1
Prionocheilus sp.,Aethocrinus cf. moorei,1
Prionocheilus sp.,Rhenopyrgid indet.,1
Prionocheilus sp.,Amygdalotheca griffei,1
Prionocheilus sp.,Anatifopsis trapeziiformis,1
Prionocheilus sp.,Aspidocarpus sp.,1
Prionocheilus sp.,Chauvelicystis ubaghsi,1
Prionocheilus sp.,Chauvelicystis spinosa,1
Prionocheilus sp.,Chauvelicystis vizcainoi,1
Prionocheilus sp.,Sokkaejaecystis sp. 1,1
Prionocheilus sp.,Sokkaejaecystis sp. 2,1
Prionocheilus sp.,"Cornuta n. gen. 1, n. sp.",1
Prionocheilus sp.,"Cornuta n. gen. 2, n. sp.",1
Prionocheilus sp.,Flabellicarpus rushtoni,1
Prionocheilus sp.,Galliaecystis n. sp.,1
Prionocheilus sp.,Galliaecystis ubaghsi,1
Prionocheilus sp.,Hanusia n. sp.,1
Prionocheilus sp.,Lagynocystis pyramidalis,1
Prionocheilus sp.,Nanocarpus cf. dolambii,1
Prionocheilus sp.,Phyllocystis blayaci,1
Prionocheilus sp.,Procothurnocystis n. sp.,1
Prionocheilus sp.,Prokopicystis sp.,1
Prionocheilus sp.,Bohemiaecystis n. sp.,1
Prionocheilus sp.,Vizcainocarpus sp.,1
Prionocheilus sp.,Peltocystis cornuta,1
Prionocheilus sp.,Macrocystella bohemica,1
Prionocheilus sp.,Kiaerograptus'? sp. (slightly deflexed),1
Prionocheilus sp.,Webbyites felix,1
Prionocheilus sp.,Tarfaya sp.,1
Prionocheilus sp.,Wosekella filiola,1
Prionocheilus sp.,Lingulella lata?,1
Prionocheilus sp.,Glossella sp.,1
Prionocheilus sp.,Rafanoglossa inversa,1
Prionocheilus sp.,Spondyglossella? sp.,1
Prionocheilus sp.,Obolidae indet.,1
Prionocheilus sp.,Orbithele tazagurta,1
Prionocheilus sp.,Lacunites punctum,1
Prionocheilus sp.,Nanorthis sp.,1
Prionocheilus sp.,Euorthisina sp. 1,1
Prionocheilus sp.,Kvania sp.,1
Prionocheilus sp.,Tinzoulinorthis fasciata,1
Prionocheilus sp.,Tinzoulinorthis? sp.,1
Prionocheilus sp.,Incorthis sp.,1
Prionocheilus sp.,Nocturnellia sp.,1
Prionocheilus sp.,Ribeiria cf. personata,1
Prionocheilus sp.,Indiligens sp.,1
Prionocheilus sp.,Cephalodiscid hemichordate,1
Agerina quadrata,Benthic detritus,1
Agerina quadrata,Plectorthis simplex,1
Agerina quadrata,Angusticardinia sp.,1
Agerina quadrata,Celdobolus mirandus,1
Agerina quadrata,Redonia michelae,1
Agerina quadrata,Carcassonnella sp.,1
Agerina quadrata,Wiwaxiid,1
Agerina quadrata,Setapedites abundantis,1
Agerina quadrata,Balantiocystis regnelli,1
Agerina quadrata,Rhopalocystis destombesi,1
Agerina quadrata,Rhopalocystis fraga,1
Agerina quadrata,Rhopalocystis grandis,1
Agerina quadrata,Rhopalocystis havliceki,1
Agerina quadrata,Rhopalocystis zagoraensis,1
Agerina quadrata,Lingulocystis elongata,1
Agerina quadrata,cf. Pareocrinus,1
Agerina quadrata,Eocrinoidea indet. sp. 1,1
Agerina quadrata,Eocrinoidea indet. sp. 2,1
Agerina quadrata,Eocrinoidea indet.,1
Agerina quadrata,Aethocrinus cf. moorei,1
Agerina quadrata,Chauvelicystis ubaghsi,1
Agerina quadrata,Chauvelicystis spinosa,1
Agerina quadrata,Chauvelicystis vizcainoi,1
Agerina quadrata,Sokkaejaecystis sp. 1,1
Agerina quadrata,Sokkaejaecystis sp. 2,1
Agerina quadrata,Peltocystis cornuta,1
Agerina quadrata,Kiaerograptus'? sp. (slightly deflexed),1
Agerina quadrata,Webbyites felix,1
Agerina quadrata,Obolidae indet.,1
Agerina quadrata,Orbithele tazagurta,1
Agerina quadrata,Euorthisina sp. 1,1
Agerina quadrata,Tinzoulinorthis fasciata,1
Agerina quadrata,Tinzoulinorthis? sp.,1
Agerina quadrata,Nocturnellia sp.,1
Agerina quadrata,Indiligens sp.,1
Agerina quadrata,Cephalodiscid hemichordate,1
Euloma sp.,suspended organic matter,2
Euloma sp.,Benthic detritus,2
Geragnostus sp.,bacterioplankton,1
Geragnostus sp.,Benthic detritus,2
Geragnostus sp.,Alga type 1,1
Geragnostus sp.,Kiaerograptus'? sp. (slightly deflexed),1
Geragnostus sp.,Cephalodiscid hemichordate,1
Geragnostus sp.,Webbyites felix,1
Ampyx priscus,suspended organic matter,2
Ampyx priscus,Benthic detritus,2
Megistaspis (Ekeraspis) cf. filacovi,Benthic detritus,2
Megistaspis (Ekeraspis) sp. indet.,Benthic detritus,2
Megistaspis (Ekeraspis) hammondi,Benthic detritus,2
Neseuretus cf. attenuatus,Benthic detritus,1
Neseuretus cf. attenuatus,Plectorthis simplex,1
Neseuretus cf. attenuatus,Angusticardinia sp.,1
Neseuretus cf. attenuatus,Wosekella maghribi  ,1
Neseuretus cf. attenuatus,Celdobolus mirandus,1
Neseuretus cf. attenuatus,Redonia michelae,1
Neseuretus cf. attenuatus,Carcassonnella sp.,1
Neseuretus cf. attenuatus,Wiwaxiid,1
Neseuretus cf. attenuatus,Calvapilosa kroegeri,1
Neseuretus cf. attenuatus,Palaeoscolex cf. tenensis,2
Neseuretus cf. attenuatus,Furca sp. 1,1
Neseuretus cf. attenuatus,Furca sp. 2,1
Neseuretus cf. attenuatus,Furca sp. 3,1
Neseuretus cf. attenuatus,Enosiaspis hrungnir,1
Neseuretus cf. attenuatus,Setapedites abundantis,1
Neseuretus cf. attenuatus,Tariccoia tazagurtensis,1
Neseuretus cf. attenuatus,Cheloniellid,1
Neseuretus cf. attenuatus,Apatokephalus cf. incisus,1
Neseuretus cf. attenuatus,Orometopus sp.,1
Neseuretus cf. attenuatus,Foulonia peregrina,1
Neseuretus cf. attenuatus,Toletanaspis aff. borni,1
Neseuretus cf. attenuatus,Bavarilla zemmourensis,1
Neseuretus cf. attenuatus,Colpocoryphe thorali,1
Neseuretus cf. attenuatus,Colpocoryphe pradesensis,1
Neseuretus cf. attenuatus,Pharostomina sp. ,1
Neseuretus cf. attenuatus,Agerina quadrata,1
Neseuretus cf. attenuatus,Geragnostus sp.,1
Neseuretus cf. attenuatus,Ampyx priscus,1
Neseuretus cf. attenuatus,Parabathycheilus gallicus,1
Neseuretus cf. attenuatus,Eoharpes sp.,1
Neseuretus cf. attenuatus,Nileus deynouxi,1
Neseuretus cf. attenuatus,Palaeosphaeronites sp.,1
Neseuretus cf. attenuatus,Palaeosphaeronites? prokopi,1
Neseuretus cf. attenuatus,Aristocystites cf. bohemicus (sinuous?),1
Neseuretus cf. attenuatus,Balantiocystis regnelli,1
Neseuretus cf. attenuatus,Rhopalocystis destombesi,1
Neseuretus cf. attenuatus,Rhopalocystis fraga,1
