Cons._sp.,Resource_sp.,Certainty level
Toletanaspis aff. borni,cf. Pareocrinus,1
Toletanaspis aff. borni,Eocrinoidea indet. sp. 1,1
Toletanaspis aff. borni,Eocrinoidea indet. sp. 2,1
Toletanaspis aff. borni,Eocrinoidea indet.,1
Toletanaspis aff. borni,Ramseyocrinus sp.,1
Toletanaspis aff. borni,Crinoid 2,1
Toletanaspis aff. borni,Aethocrinus cf. moorei,1
Toletanaspis aff. borni,Iocrinus n. sp.,1
Toletanaspis aff. borni,Argodiscus espilezorum,1
Toletanaspis aff. borni,Anedriophus moroccoensis,1
Toletanaspis aff. borni,Rhenopyrgid indet.,1
Toletanaspis aff. borni,Ampelocarpus sp.,1
Toletanaspis aff. borni,Amygdalotheca griffei,1
Toletanaspis aff. borni,Anatifopsis escandei,1
Toletanaspis aff. borni,Anatifopsis trapeziiformis,1
Toletanaspis aff. borni,Anatifopsis sp.,1
Toletanaspis aff. borni,"Anomalocystid n. gen., n. sp. ",1
Toletanaspis aff. borni,Aspidocarpus sp.,1
Toletanaspis aff. borni,Balanocystites primus,1
Toletanaspis aff. borni,Bohemiaecystis,1
Toletanaspis aff. borni,Chauvelicystis ubaghsi,1
Toletanaspis aff. borni,Chauvelicystis spinosa,1
Toletanaspis aff. borni,Chauvelicystis vizcainoi,1
Toletanaspis aff. borni,Chauvelicystis sp.,1
Toletanaspis aff. borni,"Chauvelicystid n. gen., n. sp. 1",1
Toletanaspis aff. borni,"Chauvelicystid n. gen., n. sp. 2",1
Toletanaspis aff. borni,Chinianocarpos sp.,1
Toletanaspis aff. borni,"Cornuta n. gen. 1, n. sp.",1
Toletanaspis aff. borni,"Cornuta n. gen. 2, n. sp.",1
Toletanaspis aff. borni,Flabellicarpus rushtoni,1
Toletanaspis aff. borni,Galliaecystis n. sp.,1
Toletanaspis aff. borni,Galliaecystis ubaghsi,1
Toletanaspis aff. borni,Lagynocystis pyramidalis,1
Toletanaspis aff. borni,Kirkocystidae?,1
Toletanaspis aff. borni,Lyricocarpus courtessolei,1
Toletanaspis aff. borni,Milonicystis sp.,1
Toletanaspis aff. borni,Mitrocystitid indet. cf. Ovocarpus,1
Toletanaspis aff. borni,Nanocarpus cf. dolambii,1
Toletanaspis aff. borni,Phyllocystis blayaci,1
Toletanaspis aff. borni,Procothurnocystis n. sp.,1
Toletanaspis aff. borni,Prokopicystis sp.,1
Toletanaspis aff. borni,Thoralicystis zagoraensis,1
Toletanaspis aff. borni,Vizcainocarpus sp.,1
Toletanaspis aff. borni,Peltocystis cornuta,1
Toletanaspis aff. borni,Macrocystella sp.,1
Toletanaspis aff. borni,Macrocystella bohemica,1
Toletanaspis aff. borni,Macrocystella cf. mariae,1
Toletanaspis aff. borni,Macrocystella tasseftensis,1
Toletanaspis aff. borni,undet. Ophiuroidea,1
Toletanaspis aff. borni,Didymograptus cf. arcuatus,1
Toletanaspis aff. borni,Didymograptus deflexus,1
Toletanaspis aff. borni,Didymograptus extensus,1
Toletanaspis aff. borni,Didymograptus v-fractus,1
Toletanaspis aff. borni,Didymograptus intendus,1
Toletanaspis aff. borni,Didymograptus pennatulus,1
Toletanaspis aff. borni,Didymograptus nanus,1
Toletanaspis aff. borni,Didymograptus nitidus,1
Toletanaspis aff. borni,Didymograptus patulus,1
Toletanaspis aff. borni,Didymograptus sparsus,1
Toletanaspis aff. borni,"""Didymograptus sp. 1""",1
Toletanaspis aff. borni,Didymograptus sp.,1
Toletanaspis aff. borni,Didymograptid indet.,1
Toletanaspis aff. borni,Koremagraptus sp.,1
Toletanaspis aff. borni,Dictyonema sp.,1
Toletanaspis aff. borni,Tuboid,1
Toletanaspis aff. borni,?Cymatograptus protobalticus,1
Toletanaspis aff. borni,Webbyites felix,1
Toletanaspis aff. borni,Rhabdopleura-like epibiont,1
undet. Dalmanitacea,Benthic detritus,1
undet. Dalmanitacea,Acrothele sp.,1
undet. Dalmanitacea,Plectorthis simplex,1
undet. Dalmanitacea,Angusticardinia sp.,1
undet. Dalmanitacea,Lingula salteri,1
undet. Dalmanitacea,Orbithele vana,1
undet. Dalmanitacea,Paurorthis tadristensis,1
undet. Dalmanitacea,Tarfaya marocana,1
undet. Dalmanitacea,Monobolina sp.,1
undet. Dalmanitacea,Elliptoglossa sp.,1
undet. Dalmanitacea,Celdobolus sp.,1
undet. Dalmanitacea,Discinoidea?,1
undet. Dalmanitacea,undet. Dalmanelloidea,1
undet. Dalmanitacea,Bryozoan,1
undet. Dalmanitacea,Redonia michelae,1
undet. Dalmanitacea,Coxiconchia guiraudi,1
undet. Dalmanitacea,Alococoncha?,1
undet. Dalmanitacea,Cienagomya? sp.,1
undet. Dalmanitacea,Ekaterodonta courtessolei,1
undet. Dalmanitacea,Lesueurilla prima,1
undet. Dalmanitacea,undet. Monoplacophora,1
undet. Dalmanitacea,Carcassonnella courtessolei,1
undet. Dalmanitacea,Carcassonnella vizcainoi,1
undet. Dalmanitacea,Carcassonnella sp.,1
undet. Dalmanitacea,Wiwaxiid,1
undet. Dalmanitacea,Helcionelloid,1
undet. Dalmanitacea,Priapulid,2
undet. Dalmanitacea,Enosiaspis hrungnir,1
undet. Dalmanitacea, 'Synziphosurine'/Synziphosurina?,1
undet. Dalmanitacea,Possible pycnogonid,1
undet. Dalmanitacea,Possible retifaciid,1
undet. Dalmanitacea,Tariccoia tazagurtensis,1
undet. Dalmanitacea,Ostracod,1
undet. Dalmanitacea,undet. Dikelocephalidae,1
undet. Dalmanitacea,undet. Illaenacea,1
undet. Dalmanitacea,Parabathycheilus gallicus,1
undet. Dalmanitacea,Proetidae?,1
undet. Dalmanitacea,undet. Trinucleidae,1
undet. Dalmanitacea,Palaeosphaeronites sp.,1
undet. Dalmanitacea,Palaeosphaeronites? prokopi,1
undet. Dalmanitacea,Aristocystites cf. bohemicus (sinuous?),1
undet. Dalmanitacea,Aristocystites sp.,1
undet. Dalmanitacea,Balantiocystis regnelli,1
undet. Dalmanitacea,Balantiocystis sp.,1
undet. Dalmanitacea,Rhopalocystis sp.,1
undet. Dalmanitacea,Rhopalocystis dehirensis,1
undet. Dalmanitacea,Rhopalocystis destombesi,1
undet. Dalmanitacea,Rhopalocystis fraga,1
undet. Dalmanitacea,Rhopalocystis grandis,1
undet. Dalmanitacea,Rhopalocystis havliceki,1
undet. Dalmanitacea,Rhopalocystis lehmani,1
undet. Dalmanitacea,Rhopalocystis zagoraensis,1
undet. Dalmanitacea,Rhopalocystis sp. A,1
undet. Dalmanitacea,Rhopalocystis sp. B,1
undet. Dalmanitacea,Rhopalocystis sp. C,1
undet. Dalmanitacea,cf. Rhopalocystis,1
undet. Dalmanitacea,Lingulocystis aff. deani,1
undet. Dalmanitacea,Lingulocystis elongata,1
undet. Dalmanitacea,cf. Pareocrinus,1
undet. Dalmanitacea,Eocrinoidea indet. sp. 1,1
undet. Dalmanitacea,Eocrinoidea indet. sp. 2,1
undet. Dalmanitacea,Eocrinoidea indet.,1
undet. Dalmanitacea,Ramseyocrinus sp.,1
undet. Dalmanitacea,Crinoid 2,1
undet. Dalmanitacea,Aethocrinus cf. moorei,1
undet. Dalmanitacea,Iocrinus n. sp.,1
undet. Dalmanitacea,Argodiscus espilezorum,1
undet. Dalmanitacea,Anedriophus moroccoensis,1
undet. Dalmanitacea,Rhenopyrgid indet.,1
undet. Dalmanitacea,Ampelocarpus sp.,1
undet. Dalmanitacea,Amygdalotheca griffei,1
undet. Dalmanitacea,Anatifopsis escandei,1
undet. Dalmanitacea,Anatifopsis trapeziiformis,1
undet. Dalmanitacea,Anatifopsis sp.,1
undet. Dalmanitacea,"Anomalocystid n. gen., n. sp. ",1
undet. Dalmanitacea,Aspidocarpus sp.,1
undet. Dalmanitacea,Balanocystites primus,1
undet. Dalmanitacea,Bohemiaecystis,1
undet. Dalmanitacea,Chauvelicystis ubaghsi,1
undet. Dalmanitacea,Chauvelicystis spinosa,1
undet. Dalmanitacea,Chauvelicystis vizcainoi,1
undet. Dalmanitacea,Chauvelicystis sp.,1
undet. Dalmanitacea,"Chauvelicystid n. gen., n. sp. 1",1
undet. Dalmanitacea,"Chauvelicystid n. gen., n. sp. 2",1
undet. Dalmanitacea,Chinianocarpos sp.,1
undet. Dalmanitacea,"Cornuta n. gen. 1, n. sp.",1
undet. Dalmanitacea,"Cornuta n. gen. 2, n. sp.",1
undet. Dalmanitacea,Flabellicarpus rushtoni,1
undet. Dalmanitacea,Galliaecystis n. sp.,1
undet. Dalmanitacea,Galliaecystis ubaghsi,1
undet. Dalmanitacea,Lagynocystis pyramidalis,1
undet. Dalmanitacea,Kirkocystidae?,1
undet. Dalmanitacea,Lyricocarpus courtessolei,1
undet. Dalmanitacea,Milonicystis sp.,1
undet. Dalmanitacea,Mitrocystitid indet. cf. Ovocarpus,1
undet. Dalmanitacea,Nanocarpus cf. dolambii,1
undet. Dalmanitacea,Phyllocystis blayaci,1
undet. Dalmanitacea,Procothurnocystis n. sp.,1
undet. Dalmanitacea,Prokopicystis sp.,1
undet. Dalmanitacea,Thoralicystis zagoraensis,1
undet. Dalmanitacea,Vizcainocarpus sp.,1
undet. Dalmanitacea,Peltocystis cornuta,1
undet. Dalmanitacea,Macrocystella sp.,1
undet. Dalmanitacea,Macrocystella bohemica,1
undet. Dalmanitacea,Macrocystella cf. mariae,1
undet. Dalmanitacea,Macrocystella tasseftensis,1
undet. Dalmanitacea,undet. Ophiuroidea,1
undet. Dalmanitacea,Didymograptus cf. arcuatus,1
undet. Dalmanitacea,Didymograptus deflexus,1
undet. Dalmanitacea,Didymograptus extensus,1
undet. Dalmanitacea,Didymograptus v-fractus,1
undet. Dalmanitacea,Didymograptus intendus,1
undet. Dalmanitacea,Didymograptus pennatulus,1
undet. Dalmanitacea,Didymograptus nanus,1
undet. Dalmanitacea,Didymograptus nitidus,1
undet. Dalmanitacea,Didymograptus patulus,1
undet. Dalmanitacea,Didymograptus sparsus,1
undet. Dalmanitacea,"""Didymograptus sp. 1""",1
undet. Dalmanitacea,Didymograptus sp.,1
undet. Dalmanitacea,Didymograptid indet.,1
undet. Dalmanitacea,Koremagraptus sp.,1
undet. Dalmanitacea,Dictyonema sp.,1
undet. Dalmanitacea,Tuboid,1
undet. Dalmanitacea,?Cymatograptus protobalticus,1
undet. Dalmanitacea,Webbyites felix,1
undet. Dalmanitacea,Rhabdopleura-like epibiont,1
Bathycheilus gallicus,Benthic detritus,1
Bathycheilus gallicus,Acrothele sp.,1
Bathycheilus gallicus,Plectorthis simplex,1
Bathycheilus gallicus,Angusticardinia sp.,1
Bathycheilus gallicus,Lingula salteri,1
Bathycheilus gallicus,Orbithele vana,1
Bathycheilus gallicus,Paurorthis tadristensis,1
Bathycheilus gallicus,Tarfaya marocana,1
Bathycheilus gallicus,Monobolina sp.,1
Bathycheilus gallicus,Elliptoglossa sp.,1
Bathycheilus gallicus,Celdobolus sp.,1
Bathycheilus gallicus,Discinoidea?,1
Bathycheilus gallicus,undet. Dalmanelloidea,1
Bathycheilus gallicus,Bryozoan,1
Bathycheilus gallicus,Redonia michelae,1
Bathycheilus gallicus,Coxiconchia guiraudi,1
Bathycheilus gallicus,Alococoncha?,1
Bathycheilus gallicus,Cienagomya? sp.,1
Bathycheilus gallicus,Ekaterodonta courtessolei,1
Bathycheilus gallicus,Lesueurilla prima,1
Bathycheilus gallicus,undet. Monoplacophora,1
Bathycheilus gallicus,Carcassonnella courtessolei,1
Bathycheilus gallicus,Carcassonnella vizcainoi,1
Bathycheilus gallicus,Carcassonnella sp.,1
Bathycheilus gallicus,Wiwaxiid,1
Bathycheilus gallicus,Helcionelloid,1
Bathycheilus gallicus,Priapulid,2
Bathycheilus gallicus,Enosiaspis hrungnir,1
Bathycheilus gallicus, 'Synziphosurine'/Synziphosurina?,1
Bathycheilus gallicus,Possible pycnogonid,1
Bathycheilus gallicus,Possible retifaciid,1
Bathycheilus gallicus,Tariccoia tazagurtensis,1
Bathycheilus gallicus,Ostracod,1
Bathycheilus gallicus,undet. Dikelocephalidae,1
Bathycheilus gallicus,undet. Illaenacea,1
Bathycheilus gallicus,Parabathycheilus gallicus,1
Bathycheilus gallicus,Proetidae?,1
Bathycheilus gallicus,undet. Trinucleidae,1
Bathycheilus gallicus,Palaeosphaeronites sp.,1
Bathycheilus gallicus,Palaeosphaeronites? prokopi,1
Bathycheilus gallicus,Aristocystites cf. bohemicus (sinuous?),1
Bathycheilus gallicus,Aristocystites sp.,1
Bathycheilus gallicus,Balantiocystis regnelli,1
Bathycheilus gallicus,Balantiocystis sp.,1
Bathycheilus gallicus,Rhopalocystis sp.,1
Bathycheilus gallicus,Rhopalocystis dehirensis,1
Bathycheilus gallicus,Rhopalocystis destombesi,1
Bathycheilus gallicus,Rhopalocystis fraga,1
Bathycheilus gallicus,Rhopalocystis grandis,1
Bathycheilus gallicus,Rhopalocystis havliceki,1
Bathycheilus gallicus,Rhopalocystis lehmani,1
Bathycheilus gallicus,Rhopalocystis zagoraensis,1
Bathycheilus gallicus,Rhopalocystis sp. A,1
Bathycheilus gallicus,Rhopalocystis sp. B,1
Bathycheilus gallicus,Rhopalocystis sp. C,1
Bathycheilus gallicus,cf. Rhopalocystis,1
Bathycheilus gallicus,Lingulocystis aff. deani,1
Bathycheilus gallicus,Lingulocystis elongata,1
Bathycheilus gallicus,cf. Pareocrinus,1
Bathycheilus gallicus,Eocrinoidea indet. sp. 1,1
Bathycheilus gallicus,Eocrinoidea indet. sp. 2,1
Bathycheilus gallicus,Eocrinoidea indet.,1
Bathycheilus gallicus,Ramseyocrinus sp.,1
Bathycheilus gallicus,Crinoid 2,1
Bathycheilus gallicus,Aethocrinus cf. moorei,1
Bathycheilus gallicus,Iocrinus n. sp.,1
Bathycheilus gallicus,Argodiscus espilezorum,1
Bathycheilus gallicus,Anedriophus moroccoensis,1
Bathycheilus gallicus,Rhenopyrgid indet.,1
Bathycheilus gallicus,Ampelocarpus sp.,1
Bathycheilus gallicus,Amygdalotheca griffei,1
Bathycheilus gallicus,Anatifopsis escandei,1
Bathycheilus gallicus,Anatifopsis trapeziiformis,1
Bathycheilus gallicus,Anatifopsis sp.,1
Bathycheilus gallicus,"Anomalocystid n. gen., n. sp. ",1
Bathycheilus gallicus,Aspidocarpus sp.,1
Bathycheilus gallicus,Balanocystites primus,1
Bathycheilus gallicus,Bohemiaecystis,1
Bathycheilus gallicus,Chauvelicystis ubaghsi,1
Bathycheilus gallicus,Chauvelicystis spinosa,1
Bathycheilus gallicus,Chauvelicystis vizcainoi,1
Bathycheilus gallicus,Chauvelicystis sp.,1
Bathycheilus gallicus,"Chauvelicystid n. gen., n. sp. 1",1
Bathycheilus gallicus,"Chauvelicystid n. gen., n. sp. 2",1
Bathycheilus gallicus,Chinianocarpos sp.,1
Bathycheilus gallicus,"Cornuta n. gen. 1, n. sp.",1
Bathycheilus gallicus,"Cornuta n. gen. 2, n. sp.",1
Bathycheilus gallicus,Flabellicarpus rushtoni,1
Bathycheilus gallicus,Galliaecystis n. sp.,1
Bathycheilus gallicus,Galliaecystis ubaghsi,1
Bathycheilus gallicus,Lagynocystis pyramidalis,1
Bathycheilus gallicus,Kirkocystidae?,1
Bathycheilus gallicus,Lyricocarpus courtessolei,1
Bathycheilus gallicus,Milonicystis sp.,1
Bathycheilus gallicus,Mitrocystitid indet. cf. Ovocarpus,1
Bathycheilus gallicus,Nanocarpus cf. dolambii,1
Bathycheilus gallicus,Phyllocystis blayaci,1
Bathycheilus gallicus,Procothurnocystis n. sp.,1
Bathycheilus gallicus,Prokopicystis sp.,1
Bathycheilus gallicus,Thoralicystis zagoraensis,1
Bathycheilus gallicus,Vizcainocarpus sp.,1
Bathycheilus gallicus,Peltocystis cornuta,1
Bathycheilus gallicus,Macrocystella sp.,1
Bathycheilus gallicus,Macrocystella bohemica,1
Bathycheilus gallicus,Macrocystella cf. mariae,1
Bathycheilus gallicus,Macrocystella tasseftensis,1
Bathycheilus gallicus,undet. Ophiuroidea,1
Bathycheilus gallicus,Didymograptus cf. arcuatus,1
Bathycheilus gallicus,Didymograptus deflexus,1
Bathycheilus gallicus,Didymograptus extensus,1
Bathycheilus gallicus,Didymograptus v-fractus,1
Bathycheilus gallicus,Didymograptus intendus,1
Bathycheilus gallicus,Didymograptus pennatulus,1
Bathycheilus gallicus,Didymograptus nanus,1
Bathycheilus gallicus,Didymograptus nitidus,1
Bathycheilus gallicus,Didymograptus patulus,1
Bathycheilus gallicus,Didymograptus sparsus,1
Bathycheilus gallicus,"""Didymograptus sp. 1""",1
Bathycheilus gallicus,Didymograptus sp.,1
Bathycheilus gallicus,Didymograptid indet.,1
Bathycheilus gallicus,Koremagraptus sp.,1
Bathycheilus gallicus,Dictyonema sp.,1
Bathycheilus gallicus,Tuboid,1
Bathycheilus gallicus,?Cymatograptus protobalticus,1
Bathycheilus gallicus,Webbyites felix,1
Bathycheilus gallicus,Rhabdopleura-like epibiont,1
Bavarilla aff. zemmourensis,Benthic detritus,1
Bavarilla aff. zemmourensis,Ranorthis fasciata,1
Bavarilla aff. zemmourensis,Acrothele sp.,1
Bavarilla aff. zemmourensis,Plectorthis simplex,1
Bavarilla aff. zemmourensis,Angusticardinia sp.,1
Bavarilla aff. zemmourensis,Lingula salteri,1
Bavarilla aff. zemmourensis,Orbithele vana,1
Bavarilla aff. zemmourensis,Paurorthis tadristensis,1
Bavarilla aff. zemmourensis,Tarfaya marocana,1
Bavarilla aff. zemmourensis,Wosekella sp.,1
Bavarilla aff. zemmourensis,Monobolina sp.,1
Bavarilla aff. zemmourensis,Elliptoglossa sp.,1
Bavarilla aff. zemmourensis,Celdobolus sp.,1
Bavarilla aff. zemmourensis,Discinoidea?,1
Bavarilla aff. zemmourensis,undet. Dalmanelloidea,1
Bavarilla aff. zemmourensis,Bryozoan,1
Bavarilla aff. zemmourensis,Ctenodonta escosurae,1
Bavarilla aff. zemmourensis,Redonia michelae,1
Bavarilla aff. zemmourensis,Coxiconchia guiraudi,1
Bavarilla aff. zemmourensis,Alococoncha?,1
Bavarilla aff. zemmourensis,Cardiolaria? sp.,1
Bavarilla aff. zemmourensis,Cienagomya? sp.,1
Bavarilla aff. zemmourensis,Ekaterodonta courtessolei,1
Bavarilla aff. zemmourensis,Glyptarca sp.,1
Bavarilla aff. zemmourensis,Lesueurilla prima,1
Bavarilla aff. zemmourensis,undet. Monoplacophora,1
Bavarilla aff. zemmourensis,Carcassonnella courtessolei,1
Bavarilla aff. zemmourensis,Carcassonnella vizcainoi,1
Bavarilla aff. zemmourensis,Carcassonnella sp.,1
Bavarilla aff. zemmourensis,Wiwaxiid,1
Bavarilla aff. zemmourensis,Helcionelloid,1
Bavarilla aff. zemmourensis,Priapulid,2
Bavarilla aff. zemmourensis,Large taxon with spinose limbs,1
Bavarilla aff. zemmourensis,Small taxon with spinose limbs,1
Bavarilla aff. zemmourensis,Armoured lobopodian 1,1
Bavarilla aff. zemmourensis,Armoured lobopodian 2,1
Bavarilla aff. zemmourensis,Armoured lobopodian 3,1
Bavarilla aff. zemmourensis,Diania-like lobopodian,1
Bavarilla aff. zemmourensis,Enosiaspis hrungnir,1
Bavarilla aff. zemmourensis, 'Synziphosurine'/Synziphosurina?,1
Bavarilla aff. zemmourensis,Possible pycnogonid,1
Bavarilla aff. zemmourensis,Possible retifaciid,1
Bavarilla aff. zemmourensis,Tariccoia tazagurtensis,1
Bavarilla aff. zemmourensis,Ostracod,1
Bavarilla aff. zemmourensis,undet. Dikelocephalidae,1
Bavarilla aff. zemmourensis,undet. Illaenacea,1
Bavarilla aff. zemmourensis,Orometopus sp.,1
Bavarilla aff. zemmourensis,Agerina quadrata,1
Bavarilla aff. zemmourensis,Geragnostus aff. occitanus,1
Bavarilla aff. zemmourensis,Geragnostus sp.,1
Bavarilla aff. zemmourensis,Ampyx priscus,1
Bavarilla aff. zemmourensis,Ampyx cf. priscus,1
Bavarilla aff. zemmourensis,Parabathycheilus gallicus,1
Bavarilla aff. zemmourensis,Proetidae?,1
Bavarilla aff. zemmourensis,undet. Trinucleidae,1
Bavarilla aff. zemmourensis,Nileus deynouxi,1
Bavarilla aff. zemmourensis,Hospes sp.,1
Bavarilla aff. zemmourensis,Palaeosphaeronites sp.,1
Bavarilla aff. zemmourensis,Palaeosphaeronites? prokopi,1
Bavarilla aff. zemmourensis,Aristocystites cf. bohemicus (sinuous?),1
Bavarilla aff. zemmourensis,Aristocystites sp.,1
Bavarilla aff. zemmourensis,Balantiocystis regnelli,1
Bavarilla aff. zemmourensis,Balantiocystis sp.,1
Bavarilla aff. zemmourensis,Rhopalocystis sp.,1
Bavarilla aff. zemmourensis,Rhopalocystis dehirensis,1
Bavarilla aff. zemmourensis,Rhopalocystis destombesi,1
Bavarilla aff. zemmourensis,Rhopalocystis fraga,1
Bavarilla aff. zemmourensis,Rhopalocystis grandis,1
Bavarilla aff. zemmourensis,Rhopalocystis havliceki,1
Bavarilla aff. zemmourensis,Rhopalocystis lehmani,1
Bavarilla aff. zemmourensis,Rhopalocystis zagoraensis,1
Bavarilla aff. zemmourensis,Rhopalocystis sp. A,1
Bavarilla aff. zemmourensis,Rhopalocystis sp. B,1
Bavarilla aff. zemmourensis,Rhopalocystis sp. C,1
Bavarilla aff. zemmourensis,cf. Rhopalocystis,1
Bavarilla aff. zemmourensis,Lingulocystis aff. deani,1
Bavarilla aff. zemmourensis,Lingulocystis elongata,1
Bavarilla aff. zemmourensis,cf. Pareocrinus,1
Bavarilla aff. zemmourensis,Eocrinoidea indet. sp. 1,1
Bavarilla aff. zemmourensis,Eocrinoidea indet. sp. 2,1
Bavarilla aff. zemmourensis,Eocrinoidea indet.,1
Bavarilla aff. zemmourensis,Ramseyocrinus sp.,1
Bavarilla aff. zemmourensis,Crinoid 2,1
Bavarilla aff. zemmourensis,Aethocrinus cf. moorei,1
Bavarilla aff. zemmourensis,Iocrinus n. sp.,1
Bavarilla aff. zemmourensis,Cystoidea?/undet. Cystoidea,1
Bavarilla aff. zemmourensis,Argodiscus espilezorum,1
Bavarilla aff. zemmourensis,Anedriophus moroccoensis,1
Bavarilla aff. zemmourensis,Rhenopyrgid indet.,1
Bavarilla aff. zemmourensis,Ampelocarpus sp.,1
Bavarilla aff. zemmourensis,Amygdalotheca griffei,1
Bavarilla aff. zemmourensis,Anatifopsis escandei,1
Bavarilla aff. zemmourensis,Anatifopsis trapeziiformis,1
Bavarilla aff. zemmourensis,Anatifopsis sp.,1
Bavarilla aff. zemmourensis,"Anomalocystid n. gen., n. sp. ",1
Bavarilla aff. zemmourensis,Aspidocarpus sp.,1
Bavarilla aff. zemmourensis,Arauricystis? sp.,1
Bavarilla aff. zemmourensis,Balanocystites primus,1
Bavarilla aff. zemmourensis,Bohemiaecystis,1
Bavarilla aff. zemmourensis,Chauvelicystis ubaghsi,1
Bavarilla aff. zemmourensis,Chauvelicystis spinosa,1
Bavarilla aff. zemmourensis,Chauvelicystis vizcainoi,1
Bavarilla aff. zemmourensis,Chauvelicystis sp.,1
Bavarilla aff. zemmourensis,"Chauvelicystid n. gen., n. sp. 1",1
Bavarilla aff. zemmourensis,"Chauvelicystid n. gen., n. sp. 2",1
Bavarilla aff. zemmourensis,Chinianocarpos sp.,1
Bavarilla aff. zemmourensis,"Cornuta n. gen. 1, n. sp.",1
Bavarilla aff. zemmourensis,"Cornuta n. gen. 2, n. sp.",1
Bavarilla aff. zemmourensis,Flabellicarpus rushtoni,1
Bavarilla aff. zemmourensis,Galliaecystis n. sp.,1
Bavarilla aff. zemmourensis,Galliaecystis ubaghsi,1
Bavarilla aff. zemmourensis,Lagynocystis pyramidalis,1
Bavarilla aff. zemmourensis,Kirkocystidae?,1
Bavarilla aff. zemmourensis,Lyricocarpus courtessolei,1
Bavarilla aff. zemmourensis,Milonicystis sp.,1
Bavarilla aff. zemmourensis,Mitrocystitid indet. cf. Ovocarpus,1
Bavarilla aff. zemmourensis,Nanocarpus cf. dolambii,1
Bavarilla aff. zemmourensis,Phyllocystis blayaci,1
Bavarilla aff. zemmourensis,Phyllocystis sp.,1
Bavarilla aff. zemmourensis,Procothurnocystis n. sp.,1
Bavarilla aff. zemmourensis,Prokopicystis sp.,1
Bavarilla aff. zemmourensis,Thoralicystis zagoraensis,1
Bavarilla aff. zemmourensis,Vizcainocarpus sp.,1
Bavarilla aff. zemmourensis,Cothurnocystid indetl.,1
Bavarilla aff. zemmourensis,Peltocystis cornuta,1
Bavarilla aff. zemmourensis,Scotiaevystis? sp.,1
Bavarilla aff. zemmourensis,Macrocystella sp.,1
Bavarilla aff. zemmourensis,Macrocystella bohemica,1
Bavarilla aff. zemmourensis,Macrocystella cf. mariae,1
Bavarilla aff. zemmourensis,Macrocystella tasseftensis,1
Bavarilla aff. zemmourensis,undet. Ophiuroidea,1
Bavarilla aff. zemmourensis,Didymograptus cf. arcuatus,1
Bavarilla aff. zemmourensis,Didymograptus deflexus,1
Bavarilla aff. zemmourensis,Didymograptus extensus,1
Bavarilla aff. zemmourensis,Didymograptus v-fractus,1
Bavarilla aff. zemmourensis,Didymograptus intendus,1
Bavarilla aff. zemmourensis,Didymograptus pennatulus,1
Bavarilla aff. zemmourensis,Didymograptus nanus,1
Bavarilla aff. zemmourensis,Didymograptus nitidus,1
Bavarilla aff. zemmourensis,Didymograptus patulus,1
Bavarilla aff. zemmourensis,Didymograptus sparsus,1
Bavarilla aff. zemmourensis,"""Didymograptus sp. 1""",1
Bavarilla aff. zemmourensis,Didymograptus sp.,1
Bavarilla aff. zemmourensis,Didymograptid indet.,1
Bavarilla aff. zemmourensis,Koremagraptus sp.,1
Bavarilla aff. zemmourensis,Dictyonema sp.,1
Bavarilla aff. zemmourensis,Tuboid,1
Bavarilla aff. zemmourensis,?Cymatograptus protobalticus,1
Bavarilla aff. zemmourensis,Webbyites felix,1
Bavarilla aff. zemmourensis,Rhabdopleura-like epibiont,1
Bavarilla aff. zemmourensis,Hyolithes sp.,1
Bavarilla zemmourensis,Benthic detritus,1
Bavarilla zemmourensis,Ranorthis fasciata,1
Bavarilla zemmourensis,Acrothele sp.,1
Bavarilla zemmourensis,Plectorthis simplex,1
Bavarilla zemmourensis,Angusticardinia sp.,1
Bavarilla zemmourensis,Lingula salteri,1
Bavarilla zemmourensis,Orbithele vana,1
Bavarilla zemmourensis,Paurorthis tadristensis,1
Bavarilla zemmourensis,Tarfaya marocana,1
Bavarilla zemmourensis,Wosekella sp.,1
Bavarilla zemmourensis,Monobolina sp.,1
Bavarilla zemmourensis,Elliptoglossa sp.,1
Bavarilla zemmourensis,Celdobolus sp.,1
Bavarilla zemmourensis,Discinoidea?,1
Bavarilla zemmourensis,undet. Dalmanelloidea,1
Bavarilla zemmourensis,Bryozoan,1
Bavarilla zemmourensis,Ctenodonta escosurae,1
Bavarilla zemmourensis,Redonia michelae,1
Bavarilla zemmourensis,Coxiconchia guiraudi,1
Bavarilla zemmourensis,Alococoncha?,1
Bavarilla zemmourensis,Cardiolaria? sp.,1
Bavarilla zemmourensis,Cienagomya? sp.,1
Bavarilla zemmourensis,Ekaterodonta courtessolei,1
Bavarilla zemmourensis,Glyptarca sp.,1
Bavarilla zemmourensis,Lesueurilla prima,1
Bavarilla zemmourensis,undet. Monoplacophora,1
Bavarilla zemmourensis,Carcassonnella courtessolei,1
Bavarilla zemmourensis,Carcassonnella vizcainoi,1
Bavarilla zemmourensis,Carcassonnella sp.,1
Bavarilla zemmourensis,Wiwaxiid,1
Bavarilla zemmourensis,Helcionelloid,1
Bavarilla zemmourensis,Priapulid,2
Bavarilla zemmourensis,Large taxon with spinose limbs,1
Bavarilla zemmourensis,Small taxon with spinose limbs,1
Bavarilla zemmourensis,Armoured lobopodian 1,1
Bavarilla zemmourensis,Armoured lobopodian 2,1
Bavarilla zemmourensis,Armoured lobopodian 3,1
