Cons._sp.,Resource_sp.,Certainty level
Eurypterid 1,Lingulocystis elongata,1
Eurypterid 1,cf. Pareocrinus,1
Eurypterid 1,Eocrinoidea indet. sp. 1,1
Eurypterid 1,Eocrinoidea indet. sp. 2,1
Eurypterid 1,Eocrinoidea indet.,1
Eurypterid 1,Ramseyocrinus sp.,1
Eurypterid 1,Crinoid 2,1
Eurypterid 1,Aethocrinus cf. moorei,1
Eurypterid 1,Iocrinus n. sp.,1
Eurypterid 1,Cystoidea?/undet. Cystoidea,1
Eurypterid 1,Argodiscus espilezorum,1
Eurypterid 1,Anedriophus moroccoensis,1
Eurypterid 1,Rhenopyrgid indet.,1
Eurypterid 1,Ampelocarpus sp.,1
Eurypterid 1,Amygdalotheca griffei,1
Eurypterid 1,Anatifopsis escandei,1
Eurypterid 1,Anatifopsis trapeziiformis,1
Eurypterid 1,Anatifopsis sp.,1
Eurypterid 1,"Anomalocystid n. gen., n. sp. ",1
Eurypterid 1,Aspidocarpus sp.,1
Eurypterid 1,Arauricystis? sp.,1
Eurypterid 1,Balanocystites primus,1
Eurypterid 1,Bohemiaecystis,1
Eurypterid 1,Chauvelicystis ubaghsi,1
Eurypterid 1,Chauvelicystis spinosa,1
Eurypterid 1,Chauvelicystis vizcainoi,1
Eurypterid 1,Chauvelicystis sp.,1
Eurypterid 1,"Chauvelicystid n. gen., n. sp. 1",1
Eurypterid 1,"Chauvelicystid n. gen., n. sp. 2",1
Eurypterid 1,Chinianocarpos sp.,1
Eurypterid 1,"Cornuta n. gen. 1, n. sp.",1
Eurypterid 1,"Cornuta n. gen. 2, n. sp.",1
Eurypterid 1,Flabellicarpus rushtoni,1
Eurypterid 1,Flabellicarpus?,1
Eurypterid 1,Galliaecystis n. sp.,1
Eurypterid 1,Galliaecystis ubaghsi,1
Eurypterid 1,Hanusia n. sp.,1
Eurypterid 1,Lagynocystis pyramidalis,1
Eurypterid 1,Kirkocystidae?,1
Eurypterid 1,Lyricocarpus courtessolei,1
Eurypterid 1,Milonicystis sp.,1
Eurypterid 1,Mitrocystitid indet. cf. Ovocarpus,1
Eurypterid 1,Nanocarpus cf. dolambii,1
Eurypterid 1,Phyllocystis blayaci,1
Eurypterid 1,Phyllocystis sp.,1
Eurypterid 1,Procothurnocystis n. sp.,1
Eurypterid 1,Prokopicystis sp.,1
Eurypterid 1,Thoralicystis zagoraensis,1
Eurypterid 1,Thoralicystis n. sp.,1
Eurypterid 1,Vizcainocarpus sp.,1
Eurypterid 1,Cothurnocystid indetl.,1
Eurypterid 1,Hanusiid indet.,1
Eurypterid 1,Peltocystis cornuta,1
Eurypterid 1,Scotiaevystis? sp.,1
Eurypterid 1,Macrocystella sp.,1
Eurypterid 1,Macrocystella bohemica,1
Eurypterid 1,Macrocystella cf. mariae,1
Eurypterid 1,Macrocystella tasseftensis,1
Eurypterid 1,undet. Ophiuroidea,1
Eurypterid 1,Clonograptus rigidus,1
Eurypterid 1,Clonograptus flexibilis,1
Eurypterid 1,Clonograptus flexilis,1
Eurypterid 1,Clonograptus persistens,1
Eurypterid 1,Clonograptus multiplex,1
Eurypterid 1,Didymograptus cf. arcuatus,1
Eurypterid 1,Didymograptus deflexus,1
Eurypterid 1,Didymograptus extensus,1
Eurypterid 1,Didymograptus v-fractus,1
Eurypterid 1,Didymograptus intendus,1
Eurypterid 1,Didymograptus pennatulus,1
Eurypterid 1,Didymograptus nanus,1
Eurypterid 1,Didymograptus nitidus,1
Eurypterid 1,Didymograptus patulus,1
Eurypterid 1,Didymograptus sparsus,1
Eurypterid 1,"""Didymograptus sp. 1""",1
Eurypterid 1,Didymograptus sp.,1
Eurypterid 1,Didymograptid indet.,1
Eurypterid 1,Dichograptidae?,1
Eurypterid 1,Hunnegraptus copiosus,1
Eurypterid 1, 'Kiaerograptus' supremus,1
Eurypterid 1,Koremagraptus sp.,1
Eurypterid 1,Paradelograptus norvegicus,1
Eurypterid 1,Paradelograptus tenuis,1
Eurypterid 1,Paratemnograptus magnificus,1
Eurypterid 1,Tetragraptus cf. approximatus,1
Eurypterid 1,Tetragraptus quadribrachiatus,1
Eurypterid 1,Tetragraptus reclinatus,1
Eurypterid 1,Tetragraptus serra,1
Eurypterid 1,Tetragraptus tornquisti,1
Eurypterid 1, 'Tetragraptus' bulmani,1
Eurypterid 1,Tetragraptus sp.,1
Eurypterid 1,Araneograptus murrayi,1
Eurypterid 1,Dictyonema sp.,1
Eurypterid 1,Tuboid,1
Eurypterid 1,Anisograptus cf. matanensis,1
Eurypterid 1,Bryograptus divergens,1
Eurypterid 1,Bryograptus kjerulfi cumbrensis,1
Eurypterid 1,Bryograptus lapworthi,1
Eurypterid 1,Rhabdinopora flabelliforme cf. anglica,1
Eurypterid 1,Rhabdinopora flabelliforme flabelliforme,1
Eurypterid 1,Rhabdinopora flabelliforme multithecatum,1
Eurypterid 1,Rhabdinopora flabelliformis socialis,1
Eurypterid 1,Rhabdinopora flabelliformis canadenisis,1
Eurypterid 1,Rhabdinopora flabelliforme norvegicum,1
Eurypterid 1,Acrograptus nicholsoni,1
Eurypterid 1,Adelograptus sp.,1
Eurypterid 1,Azygograptus eivionicus,1
Eurypterid 1,Azygograptus sp.,1
Eurypterid 1,Etagraptus putillus,1
Eurypterid 1,Hermannograptus sp.,1
Eurypterid 1,Isograptus caduceus arcuatus,1
Eurypterid 1,Isograptus caduceus gracilis,1
Eurypterid 1,Isograptus furcula,1
Eurypterid 1,Pterograptus sp.,1
Eurypterid 1,Schizograptus sp.,1
Eurypterid 1,Temnograptus multiflex,1
Eurypterid 1,Temnograptus cf. noveboracensis,1
Eurypterid 1,Temnograptus ramulus,1
Eurypterid 1,Adelograptus tenellus,1
Eurypterid 1,Choristograptus louai,1
Eurypterid 1,Ancoragraptus bulmani,1
Eurypterid 1,?Cymatograptus protobalticus,1
Eurypterid 1,?Baltograptus jacksoni,1
Eurypterid 1,Baltograptus minutus,1
Eurypterid 1,Baltograptus deflexus,1
Eurypterid 1,?Baltograptus kurcki,1
Eurypterid 1,Expansograptus sp.,1
Eurypterid 1,Webbyites felix,1
Eurypterid 1,Rhabdopleura-like epibiont,1
Eurypterid 1,Drepanoistodus? cf. pervetus,1
Eurypterid 1,Drepanoistodus cf. forceps,1
Eurypterid 1,Acodus deltatus,1
Eurypterid 1,Cornuodus longibasis,1
Eurypterid 1,Drepanodus arcuatus,1
Eurypterid 1,Paltodus cf. inaequalis,1
Eurypterid 1,Parapaltodus aff. flexuosus,1
Eurypterid 1,Parapaltodus aff. simplicissimus,1
Eurypterid 1,Paroistodus cf. proteus,1
Eurypterid 1,Paroistodus cf. parallellus,1
Eurypterid 1,Periodon cf. selenopsis,1
Eurypterid 1,Periodon cf. primus,1
Eurypterid 1,Prioniodus sp.,1
Eurypterid 1,Prioniodus cf. gilberti,1
Eurypterid 1,Protopanderodus cf. leonardii,1
Eurypterid 1,Scalpellodus aff. gracilis,1
Eurypterid 1,Scolopodus aff. krummi,1
Eurypterid 1,Semiacontiodus sp.,1
Eurypterid 1,Semiacontiodus cf. cornuformis,1
Eurypterid 1,Stolodus cf. stola,1
Eurypterid 1,Tripodus sp.,1
Eurypterid 1,Tripodus aff. Laevis,1
Eurypterid 1,Tropodus sp.,1
Eurypterid 1,Tropodus cf. sweeti,1
Eurypterid 2,Ranorthis fasciata,1
Eurypterid 2,undet. Athyridida,1
Eurypterid 2,Acrothele sp.,1
Eurypterid 2,Plectorthis simplex,1
Eurypterid 2,Angusticardinia sp.,1
Eurypterid 2,Lingula salteri,1
Eurypterid 2,Orbithele vana,1
Eurypterid 2,Paurorthis tadristensis,1
Eurypterid 2,Tarfaya marocana,1
Eurypterid 2,Wosekella sp.,1
Eurypterid 2,Monobolina sp.,1
Eurypterid 2,Elliptoglossa sp.,1
Eurypterid 2,Celdobolus sp.,1
Eurypterid 2,Discinoidea?,1
Eurypterid 2,undet. Dalmanelloidea,1
Eurypterid 2,Babinka prima,1
Eurypterid 2,Ctenodonta escosurae,1
Eurypterid 2,Praenucula sp.,1
Eurypterid 2,Redonia michelae,1
Eurypterid 2,Coxiconchia guiraudi,1
Eurypterid 2,Alococoncha?,1
Eurypterid 2,Cardiolaria? sp.,1
Eurypterid 2,Cienagomya? sp.,1
Eurypterid 2,Ekaterodonta courtessolei,1
Eurypterid 2,Glyptarca sp.,1
Eurypterid 2,Pelecyogyra fezouataensis,1
Eurypterid 2,Sinuites sp.,1
Eurypterid 2,Lesueurilla prima,1
Eurypterid 2,undet. Platyceratoidea,1
Eurypterid 2,undet. Monoplacophora,1
Eurypterid 2,Thoralispira laevis,1
Eurypterid 2,Thoralispira? cf. occitana,1
Eurypterid 2,Carcassonnella courtessolei,1
Eurypterid 2,Carcassonnella vizcainoi,1
Eurypterid 2,Carcassonnella sp.,1
Eurypterid 2,Ribeiria sp.,1
Eurypterid 2,Tolmachovia?,1
Eurypterid 2,Wiwaxiid,1
Eurypterid 2,Halkieriid,1
Eurypterid 2,Helcionelloid,1
Eurypterid 2,Calvapilosa kroegeri,1
Eurypterid 2,Bactroceras sp.,1
Eurypterid 2,Bathmoceras taichoutense,1
Eurypterid 2,Destombesiceras zagorense,1
Eurypterid 2,Polymeres sp.,1
Eurypterid 2,Protocyptendoceras longicameratum,1
Eurypterid 2,Large taxon with spinose limbs,1
Eurypterid 2,Small taxon with spinose limbs,1
Eurypterid 2,Armoured lobopodian 1,1
Eurypterid 2,Armoured lobopodian 2,1
Eurypterid 2,Armoured lobopodian 3,1
Eurypterid 2,Diania-like lobopodian,1
Eurypterid 2,Furca sp. 1,1
Eurypterid 2,Furca sp. 2,1
Eurypterid 2,Furca sp. 3,1
Eurypterid 2,Marrella sp.,1
Eurypterid 2,Enosiaspis hrungnir,1
Eurypterid 2,Leanchoilia sp.,1
Eurypterid 2,Possible waptiid,1
Eurypterid 2, 'Synziphosurine'/Synziphosurina?,1
Eurypterid 2,Chasmataspidid,1
Eurypterid 2,Possible pycnogonid,1
Eurypterid 2,Possible helmetiid,1
Eurypterid 2,Possible retifaciid,1
Eurypterid 2,Tariccoia tazagurtensis,1
Eurypterid 2,Chlupacaris? sp.,1
Eurypterid 2,Cheloniellid,1
Eurypterid 2,Phyllocarid,1
Eurypterid 2,Lepadomorph barnacle,1
Eurypterid 2,Eoduslia,1
Eurypterid 2,Symphysurus sicardi,1
Eurypterid 2,Apatokephalus cf. incisus,1
Eurypterid 2,Dikelokephalina brenchleyi,1
Eurypterid 2,Orometopus sp.,1
Eurypterid 2,Cnemidopyge sp.,1
Eurypterid 2,Parvilichas marochii,1
Eurypterid 2,Selenopeltis aff. Gallica,1
Eurypterid 2,Selenopeltis binodosa,1
Eurypterid 2,Selenopeltis sp. 1,1
Eurypterid 2,Selenopeltis sp. 2,1
Eurypterid 2,Foulonia peregrina,1
Eurypterid 2,Foulonia sp.,1
Eurypterid 2,Toletanaspis aff. borni,1
Eurypterid 2,undet. Dalmanitacea,1
Eurypterid 2,Bathycheilus gallicus,1
Eurypterid 2,Bavarilla aff. zemmourensis,1
Eurypterid 2,Bavarilla zemmourensis,1
Eurypterid 2,Bavarilla sp.,1
Eurypterid 2,Colpocoryphe thorali,1
Eurypterid 2,Colpocoryphe pradesensis,1
Eurypterid 2,Pharostoma sp.,1
Eurypterid 2,Pharostomina sp. ,1
Eurypterid 2,Agerina quadrata,1
Eurypterid 2,Geragnostus aff. occitanus,1
Eurypterid 2,Geragnostus sp.,1
Eurypterid 2,Beltella sp.,1
Eurypterid 2,Ampyx priscus,1
Eurypterid 2,Ampyx cf. priscus,1
Eurypterid 2,Ceraurinella? sp.,1
Eurypterid 2,Megalaspidella sp.,1
Eurypterid 2,Platycoryphe sp.,1
Eurypterid 2,Parabathycheilus gallicus,1
Eurypterid 2,Nileus deynouxi,1
Eurypterid 2,Hospes sp.,1
Eurypterid 2,Ogygiocaris sp.,1
Eurypterid 2,Ormathops clariondi,1
Eurypterid 2,cf. Niobella sp.,1
Eurypterid 2,Somasteroid indet. n. sp. 1,1
Eurypterid 2,Somasteroid indet. n. sp. 2,1
Eurypterid 2,Somasteroid indet. n. sp. 3,1
Eurypterid 2,Somasteroid indet.,1
Eurypterid 2,undet. Asteroidea,1
Eurypterid 2,Palaeosphaeronites sp.,1
Eurypterid 2,Palaeosphaeronites? prokopi,1
Eurypterid 2,Aristocystites cf. bohemicus (sinuous?),1
Eurypterid 2,Aristocystites sp.,1
Eurypterid 2,Ascocystites? sp.,1
Eurypterid 2,Balantiocystis regnelli,1
Eurypterid 2,Balantiocystis sp.,1
Eurypterid 2,Rhopalocystis sp.,1
Eurypterid 2,Rhopalocystis dehirensis,1
Eurypterid 2,Rhopalocystis destombesi,1
Eurypterid 2,Rhopalocystis fraga,1
Eurypterid 2,Rhopalocystis grandis,1
Eurypterid 2,Rhopalocystis havliceki,1
Eurypterid 2,Rhopalocystis lehmani,1
Eurypterid 2,Rhopalocystis zagoraensis,1
Eurypterid 2,Rhopalocystis sp. A,1
Eurypterid 2,Rhopalocystis sp. B,1
Eurypterid 2,Rhopalocystis sp. C,1
Eurypterid 2,cf. Rhopalocystis,1
Eurypterid 2,Lingulocystis aff. deani,1
Eurypterid 2,Lingulocystis elongata,1
Eurypterid 2,cf. Pareocrinus,1
Eurypterid 2,Eocrinoidea indet. sp. 1,1
Eurypterid 2,Eocrinoidea indet. sp. 2,1
Eurypterid 2,Eocrinoidea indet.,1
Eurypterid 2,Ramseyocrinus sp.,1
Eurypterid 2,Crinoid 2,1
Eurypterid 2,Aethocrinus cf. moorei,1
Eurypterid 2,Iocrinus n. sp.,1
Eurypterid 2,Cystoidea?/undet. Cystoidea,1
Eurypterid 2,Argodiscus espilezorum,1
Eurypterid 2,Anedriophus moroccoensis,1
Eurypterid 2,Rhenopyrgid indet.,1
Eurypterid 2,Ampelocarpus sp.,1
Eurypterid 2,Amygdalotheca griffei,1
Eurypterid 2,Anatifopsis escandei,1
Eurypterid 2,Anatifopsis trapeziiformis,1
Eurypterid 2,Anatifopsis sp.,1
Eurypterid 2,"Anomalocystid n. gen., n. sp. ",1
Eurypterid 2,Aspidocarpus sp.,1
Eurypterid 2,Arauricystis? sp.,1
Eurypterid 2,Balanocystites primus,1
Eurypterid 2,Bohemiaecystis,1
Eurypterid 2,Chauvelicystis ubaghsi,1
Eurypterid 2,Chauvelicystis spinosa,1
Eurypterid 2,Chauvelicystis vizcainoi,1
Eurypterid 2,Chauvelicystis sp.,1
Eurypterid 2,"Chauvelicystid n. gen., n. sp. 1",1
Eurypterid 2,"Chauvelicystid n. gen., n. sp. 2",1
Eurypterid 2,Chinianocarpos sp.,1
Eurypterid 2,"Cornuta n. gen. 1, n. sp.",1
Eurypterid 2,"Cornuta n. gen. 2, n. sp.",1
Eurypterid 2,Flabellicarpus rushtoni,1
Eurypterid 2,Flabellicarpus?,1
Eurypterid 2,Galliaecystis n. sp.,1
Eurypterid 2,Galliaecystis ubaghsi,1
Eurypterid 2,Hanusia n. sp.,1
Eurypterid 2,Lagynocystis pyramidalis,1
Eurypterid 2,Kirkocystidae?,1
Eurypterid 2,Lyricocarpus courtessolei,1
Eurypterid 2,Milonicystis sp.,1
Eurypterid 2,Mitrocystitid indet. cf. Ovocarpus,1
Eurypterid 2,Nanocarpus cf. dolambii,1
Eurypterid 2,Phyllocystis blayaci,1
Eurypterid 2,Phyllocystis sp.,1
Eurypterid 2,Procothurnocystis n. sp.,1
Eurypterid 2,Prokopicystis sp.,1
Eurypterid 2,Thoralicystis zagoraensis,1
Eurypterid 2,Thoralicystis n. sp.,1
Eurypterid 2,Vizcainocarpus sp.,1
Eurypterid 2,Cothurnocystid indetl.,1
Eurypterid 2,Hanusiid indet.,1
Eurypterid 2,Peltocystis cornuta,1
Eurypterid 2,Scotiaevystis? sp.,1
Eurypterid 2,Macrocystella sp.,1
Eurypterid 2,Macrocystella bohemica,1
Eurypterid 2,Macrocystella cf. mariae,1
Eurypterid 2,Macrocystella tasseftensis,1
Eurypterid 2,undet. Ophiuroidea,1
Eurypterid 2,Clonograptus rigidus,1
Eurypterid 2,Clonograptus flexibilis,1
Eurypterid 2,Clonograptus flexilis,1
Eurypterid 2,Clonograptus persistens,1
Eurypterid 2,Clonograptus multiplex,1
Eurypterid 2,Didymograptus cf. arcuatus,1
Eurypterid 2,Didymograptus deflexus,1
Eurypterid 2,Didymograptus extensus,1
Eurypterid 2,Didymograptus v-fractus,1
Eurypterid 2,Didymograptus intendus,1
Eurypterid 2,Didymograptus pennatulus,1
Eurypterid 2,Didymograptus nanus,1
Eurypterid 2,Didymograptus nitidus,1
Eurypterid 2,Didymograptus patulus,1
Eurypterid 2,Didymograptus sparsus,1
Eurypterid 2,"""Didymograptus sp. 1""",1
Eurypterid 2,Didymograptus sp.,1
Eurypterid 2,Didymograptid indet.,1
Eurypterid 2,Dichograptidae?,1
Eurypterid 2,Hunnegraptus copiosus,1
Eurypterid 2, 'Kiaerograptus' supremus,1
Eurypterid 2,Koremagraptus sp.,1
Eurypterid 2,Paradelograptus norvegicus,1
Eurypterid 2,Paradelograptus tenuis,1
Eurypterid 2,Paratemnograptus magnificus,1
Eurypterid 2,Tetragraptus cf. approximatus,1
Eurypterid 2,Tetragraptus quadribrachiatus,1
Eurypterid 2,Tetragraptus reclinatus,1
Eurypterid 2,Tetragraptus serra,1
Eurypterid 2,Tetragraptus tornquisti,1
Eurypterid 2, 'Tetragraptus' bulmani,1
Eurypterid 2,Tetragraptus sp.,1
Eurypterid 2,Araneograptus murrayi,1
Eurypterid 2,Dictyonema sp.,1
Eurypterid 2,Tuboid,1
Eurypterid 2,Anisograptus cf. matanensis,1
Eurypterid 2,Bryograptus divergens,1
Eurypterid 2,Bryograptus kjerulfi cumbrensis,1
Eurypterid 2,Bryograptus lapworthi,1
Eurypterid 2,Rhabdinopora flabelliforme cf. anglica,1
Eurypterid 2,Rhabdinopora flabelliforme flabelliforme,1
Eurypterid 2,Rhabdinopora flabelliforme multithecatum,1
Eurypterid 2,Rhabdinopora flabelliformis socialis,1
Eurypterid 2,Rhabdinopora flabelliformis canadenisis,1
Eurypterid 2,Rhabdinopora flabelliforme norvegicum,1
Eurypterid 2,Acrograptus nicholsoni,1
Eurypterid 2,Adelograptus sp.,1
Eurypterid 2,Azygograptus eivionicus,1
Eurypterid 2,Azygograptus sp.,1
Eurypterid 2,Etagraptus putillus,1
Eurypterid 2,Hermannograptus sp.,1
Eurypterid 2,Isograptus caduceus arcuatus,1
Eurypterid 2,Isograptus caduceus gracilis,1
Eurypterid 2,Isograptus furcula,1
Eurypterid 2,Pterograptus sp.,1
Eurypterid 2,Schizograptus sp.,1
Eurypterid 2,Temnograptus multiflex,1
Eurypterid 2,Temnograptus cf. noveboracensis,1
Eurypterid 2,Temnograptus ramulus,1
Eurypterid 2,Adelograptus tenellus,1
Eurypterid 2,Choristograptus louai,1
Eurypterid 2,Ancoragraptus bulmani,1
Eurypterid 2,?Cymatograptus protobalticus,1
Eurypterid 2,?Baltograptus jacksoni,1
Eurypterid 2,Baltograptus minutus,1
Eurypterid 2,Baltograptus deflexus,1
Eurypterid 2,?Baltograptus kurcki,1
Eurypterid 2,Expansograptus sp.,1
Eurypterid 2,Webbyites felix,1
Eurypterid 2,Rhabdopleura-like epibiont,1
Eurypterid 2,Drepanoistodus? cf. pervetus,1
Eurypterid 2,Drepanoistodus cf. forceps,1
Eurypterid 2,Acodus deltatus,1
Eurypterid 2,Cornuodus longibasis,1
Eurypterid 2,Drepanodus arcuatus,1
Eurypterid 2,Paltodus cf. inaequalis,1
Eurypterid 2,Parapaltodus aff. flexuosus,1
Eurypterid 2,Parapaltodus aff. simplicissimus,1
Eurypterid 2,Paroistodus cf. proteus,1
Eurypterid 2,Paroistodus cf. parallellus,1
Eurypterid 2,Periodon cf. selenopsis,1
Eurypterid 2,Periodon cf. primus,1
Eurypterid 2,Prioniodus sp.,1
Eurypterid 2,Prioniodus cf. gilberti,1
Eurypterid 2,Protopanderodus cf. leonardii,1
Eurypterid 2,Scalpellodus aff. gracilis,1
Eurypterid 2,Scolopodus aff. krummi,1
Eurypterid 2,Semiacontiodus sp.,1
Eurypterid 2,Semiacontiodus cf. cornuformis,1
Eurypterid 2,Stolodus cf. stola,1
Eurypterid 2,Tripodus sp.,1
Eurypterid 2,Tripodus aff. Laevis,1
Eurypterid 2,Tropodus sp.,1
Eurypterid 2,Tropodus cf. sweeti,1
Possible pycnogonid,Benthic detritus,1
Possible pycnogonid,Chaetocladid,1
Possible pycnogonid,Alga type 1,1
Possible pycnogonid,Alga type 2,1
Possible pycnogonid,Bryozoan,1
Xiphosurid,Chaetocladid,2
Xiphosurid,Alga type 1,2
Xiphosurid,Alga type 2,2
Xiphosurid,Bryozoan,1
Xiphosurid,Ctenodonta escosurae,1
Xiphosurid,Praenucula sp.,1
Xiphosurid,Redonia michelae,2
Xiphosurid,Coxiconchia guiraudi,2
Xiphosurid,Alococoncha?,1
Xiphosurid,Cardiolaria? sp.,1
Xiphosurid,Cienagomya? sp.,2
Xiphosurid,Ekaterodonta courtessolei,2
Xiphosurid,Glyptarca sp.,1
Xiphosurid,Pelecyogyra fezouataensis,1
Xiphosurid,Sinuites sp.,1
Xiphosurid,Lesueurilla prima,1
Xiphosurid,Carcassonnella courtessolei,2
Xiphosurid,Carcassonnella vizcainoi,2
Xiphosurid,Carcassonnella sp.,2
Xiphosurid,Ribeiria sp.,1
Xiphosurid,Tolmachovia?,1
Xiphosurid,Plumulites bengtsoni,1
Xiphosurid,Priapulid,1
Xiphosurid,Enosiaspis hrungnir,1
Xiphosurid, 'Synziphosurine'/Synziphosurina?,1
Xiphosurid,Tariccoia tazagurtensis,1
Xiphosurid,Ostracod,1
Xiphosurid,undet. Dikelocephalidae,1
Xiphosurid,undet. Illaenacea,1
Xiphosurid,Orometopus sp.,1
Xiphosurid,Agerina quadrata,1
Xiphosurid,Geragnostus aff. occitanus,1
Xiphosurid,Geragnostus sp.,1
Xiphosurid,Proetidae?,1
Xiphosurid,undet. Trinucleidae,1
Xiphosurid,Hospes sp.,1
Xiphosurid,Didymograptus cf. arcuatus,1
Xiphosurid,Didymograptus deflexus,1
Xiphosurid,Didymograptus extensus,1
Xiphosurid,Didymograptus v-fractus,1
Xiphosurid,Didymograptus intendus,1
Xiphosurid,Didymograptus pennatulus,1
Xiphosurid,Didymograptus nanus,1
Xiphosurid,Didymograptus nitidus,1
Xiphosurid,Didymograptus patulus,1
Xiphosurid,Didymograptus sparsus,1
Xiphosurid,"""Didymograptus sp. 1""",1
Xiphosurid,Didymograptus sp.,1
Xiphosurid,Didymograptid indet.,1
Xiphosurid,Koremagraptus sp.,1
Xiphosurid,Dictyonema sp.,1
Xiphosurid,Tuboid,1
Xiphosurid,?Cymatograptus protobalticus,1
Xiphosurid,Webbyites felix,1
Xiphosurid,Rhabdopleura-like epibiont,1
Xiphosurid,Hyolithes sp.,1
Possible helmetiid,suspended organic matter,1
Possible helmetiid,Benthic detritus,1
Possible helmetiid,Zooplankton,1
Possible retifaciid,Benthic detritus,2
Possible retifaciid,Archaeoconularia sp.,1
Possible retifaciid,Eoconularia sp.,1
Possible retifaciid,Sphenothallus sp. 1,1
Possible retifaciid,?Sphenothallus sp. 2,1
Possible retifaciid,Bryozoan,1
Possible retifaciid,Coxiconchia guiraudi,1
Possible retifaciid,Cienagomya? sp.,1
Possible retifaciid,Ekaterodonta courtessolei,1
Possible retifaciid,Glyptarca sp.,1
Possible retifaciid,Carcassonnella courtessolei,1
Possible retifaciid,Carcassonnella vizcainoi,1
Possible retifaciid,Carcassonnella sp.,1
Possible retifaciid,Priapulid,1
Possible retifaciid,Didymograptus cf. arcuatus,1
Possible retifaciid,Didymograptus deflexus,1
Possible retifaciid,Didymograptus extensus,1
Possible retifaciid,Didymograptus v-fractus,1
Possible retifaciid,Didymograptus intendus,1
Possible retifaciid,Didymograptus pennatulus,1
Possible retifaciid,Didymograptus nanus,1
Possible retifaciid,Didymograptus nitidus,1
Possible retifaciid,Didymograptus patulus,1
Possible retifaciid,Didymograptus sparsus,1
Possible retifaciid,"""Didymograptus sp. 1""",1
Possible retifaciid,Didymograptus sp.,1
Possible retifaciid,Didymograptid indet.,1
Possible retifaciid,Koremagraptus sp.,1
Possible retifaciid,Dictyonema sp.,1
Possible retifaciid,Tuboid,1
Possible retifaciid,?Cymatograptus protobalticus,1
Possible retifaciid,Webbyites felix,1
Possible retifaciid,Rhabdopleura-like epibiont,1
Possible retifaciid,Hyolithes sp.,1
Naraoiid,Benthic detritus,1
Naraoiid,Archaeoconularia sp.,1
Naraoiid,Eoconularia sp.,1
Naraoiid,Sphenothallus sp. 1,1
Naraoiid,?Sphenothallus sp. 2,1
Naraoiid,Bryozoan,1
Naraoiid,Wiwaxiid,1
Naraoiid,Calvapilosa kroegeri,1
Naraoiid,Plumulites bengtsoni,1
Naraoiid,Large plumulitid,1
Naraoiid,Possible phyllodocid,1
Naraoiid,Palaeoscolex cf. tenensis,1
Naraoiid,Priapulid,1
Naraoiid,Large taxon with spinose limbs,1
Naraoiid,Small taxon with spinose limbs,1
Naraoiid,Didymograptus cf. arcuatus,1
Naraoiid,Didymograptus deflexus,1
Naraoiid,Didymograptus extensus,1
Naraoiid,Didymograptus v-fractus,1
Naraoiid,Didymograptus intendus,1
Naraoiid,Didymograptus pennatulus,1
Naraoiid,Didymograptus nanus,1
Naraoiid,Didymograptus nitidus,1
Naraoiid,Didymograptus patulus,1
Naraoiid,Didymograptus sparsus,1
Naraoiid,"""Didymograptus sp. 1""",1
Naraoiid,Didymograptus sp.,1
Naraoiid,Didymograptid indet.,1
Naraoiid,Koremagraptus sp.,1
Naraoiid,Dictyonema sp.,1
Naraoiid,Tuboid,1
Naraoiid,?Cymatograptus protobalticus,1
Naraoiid,Webbyites felix,1
Naraoiid,Rhabdopleura-like epibiont,1
Tariccoita tazagurtensis,Benthic detritus,1
Tariccoita tazagurtensis,Archaeoconularia sp.,1
Tariccoita tazagurtensis,Eoconularia sp.,1
Tariccoita tazagurtensis,Sphenothallus sp. 1,1
Tariccoita tazagurtensis,?Sphenothallus sp. 2,1
Tariccoita tazagurtensis,Bryozoan,1
Tariccoita tazagurtensis,Wiwaxiid,1
Tariccoita tazagurtensis,Priapulid,1
Tariccoita tazagurtensis,Didymograptus cf. arcuatus,1
Tariccoita tazagurtensis,Didymograptus deflexus,1
Tariccoita tazagurtensis,Didymograptus extensus,1
Tariccoita tazagurtensis,Didymograptus v-fractus,1
Tariccoita tazagurtensis,Didymograptus intendus,1
Tariccoita tazagurtensis,Didymograptus pennatulus,1
Tariccoita tazagurtensis,Didymograptus nanus,1
Tariccoita tazagurtensis,Didymograptus nitidus,1
Tariccoita tazagurtensis,Didymograptus patulus,1
Tariccoita tazagurtensis,Didymograptus sparsus,1
Tariccoita tazagurtensis,"""Didymograptus sp. 1""",1
Tariccoita tazagurtensis,Didymograptus sp.,1
Tariccoita tazagurtensis,Didymograptid indet.,1
Tariccoita tazagurtensis,Koremagraptus sp.,1
Tariccoita tazagurtensis,Dictyonema sp.,1
Tariccoita tazagurtensis,Tuboid,1
Tariccoita tazagurtensis,?Cymatograptus protobalticus,1
Tariccoita tazagurtensis,Webbyites felix,1
Tariccoita tazagurtensis,Rhabdopleura-like epibiont,1
Chlupacaris? sp.,suspended organic matter,2
Chlupacaris? sp.,Benthic detritus,2
Chlupacaris? sp.,Zooplankton,1
Tremaglaspis sp.,suspended organic matter,2
Tremaglaspis sp.,Benthic detritus,2
Brachyaglaspis singularis,suspended organic matter,2
Brachyaglaspis singularis,Benthic detritus,2
Cheloniellid,Benthic detritus,1
Cheloniellid,Chaetocladid,2
Cheloniellid,Alga type 1,2
Cheloniellid,Alga type 2,2
Cheloniellid,Bryozoan,1
