CONSUMER;RESOURCE
Apsidoceras magnificum;Anticostiella sp.
Apsidoceras magnificum;Schmidtella sp.
Apsidoceras magnificum;Faurella sp.
Apsidoceras magnificum;Spinigerites sp.
Apsidoceras magnificum;Foramenella sp.
Apsidoceras magnificum;Tetradella sp.
Apsidoceras magnificum;Tvaerenella sp.
Apsidoceras magnificum;Eographiodactylus sp.
Apsidoceras magnificum;Steusloffina cuneata
Apsidoceras magnificum;Elliptocyprites sp.
Apsidoceras magnificum;Krausella sp.
Apsidoceras magnificum;Longiscula sp.
Apsidoceras magnificum;Aviacypris sp.
Apsidoceras magnificum;Macrocyproides sp.
Apsidoceras magnificum;Microcheilinella sp.
Apsidoceras magnificum;Rectella sp.
Apsidoceras magnificum;Medianella sp.
Apsidoceras magnificum;Leperditella sp.
Apsidoceras magnificum;Eokloedenella sp.
Discosorus sp.;Aechmina sp.
Discosorus sp.;Baltonotella sp.
Discosorus sp.;Dicranella sp.
Discosorus sp.;Jonesites sp.
Discosorus sp.;Cryptophyllus sp.
Discosorus sp.;Eurychilina sp.
Discosorus sp.;Anticostiella sp.
Discosorus sp.;Schmidtella sp.
Discosorus sp.;Faurella sp.
Discosorus sp.;Spinigerites sp.
Discosorus sp.;Foramenella sp.
Discosorus sp.;Tetradella sp.
Discosorus sp.;Tvaerenella sp.
Discosorus sp.;Eographiodactylus sp.
Discosorus sp.;Steusloffina cuneata
Discosorus sp.;Elliptocyprites sp.
Discosorus sp.;Krausella sp.
Discosorus sp.;Longiscula sp.
Discosorus sp.;Aviacypris sp.
Discosorus sp.;Macrocyproides sp.
Discosorus sp.;Microcheilinella sp.
Discosorus sp.;Rectella sp.
Discosorus sp.;Medianella sp.
Discosorus sp.;Leperditella sp.
Discosorus sp.;Eokloedenella sp.
Polygrammoceras sp.;Aechmina sp.
Polygrammoceras sp.;Baltonotella sp.
Polygrammoceras sp.;Dicranella sp.
Polygrammoceras sp.;Jonesites sp.
Polygrammoceras sp.;Cryptophyllus sp.
Polygrammoceras sp.;Eurychilina sp.
Polygrammoceras sp.;Anticostiella sp.
Polygrammoceras sp.;Schmidtella sp.
Polygrammoceras sp.;Faurella sp.
Polygrammoceras sp.;Spinigerites sp.
Polygrammoceras sp.;Foramenella sp.
Polygrammoceras sp.;Tetradella sp.
Polygrammoceras sp.;Tvaerenella sp.
Polygrammoceras sp.;Eographiodactylus sp.
Polygrammoceras sp.;Steusloffina cuneata
Polygrammoceras sp.;Elliptocyprites sp.
Polygrammoceras sp.;Krausella sp.
Polygrammoceras sp.;Longiscula sp.
Polygrammoceras sp.;Aviacypris sp.
Polygrammoceras sp.;Macrocyproides sp.
Polygrammoceras sp.;Microcheilinella sp.
Polygrammoceras sp.;Rectella sp.
Polygrammoceras sp.;Medianella sp.
Polygrammoceras sp.;Leperditella sp.
Polygrammoceras sp.;Eokloedenella sp.
Orthoceras sp.;Aechmina sp.
Orthoceras sp.;Baltonotella sp.
Orthoceras sp.;Dicranella sp.
Orthoceras sp.;Jonesites sp.
Orthoceras sp.;Cryptophyllus sp.
Orthoceras sp.;Eurychilina sp.
Orthoceras sp.;Anticostiella sp.
Orthoceras sp.;Schmidtella sp.
Orthoceras sp.;Faurella sp.
Orthoceras sp.;Spinigerites sp.
Orthoceras sp.;Foramenella sp.
Orthoceras sp.;Tetradella sp.
Orthoceras sp.;Tvaerenella sp.
Orthoceras sp.;Eographiodactylus sp.
Orthoceras sp.;Steusloffina cuneata
Orthoceras sp.;Elliptocyprites sp.
Orthoceras sp.;Krausella sp.
Orthoceras sp.;Longiscula sp.
Orthoceras sp.;Aviacypris sp.
Orthoceras sp.;Macrocyproides sp.
Orthoceras sp.;Microcheilinella sp.
Orthoceras sp.;Rectella sp.
Orthoceras sp.;Medianella sp.
Orthoceras sp.;Leperditella sp.
Orthoceras sp.;Eokloedenella sp.
Orthocycloceras sp.;Aechmina sp.
Orthocycloceras sp.;Baltonotella sp.
Orthocycloceras sp.;Dicranella sp.
Orthocycloceras sp.;Jonesites sp.
Orthocycloceras sp.;Cryptophyllus sp.
Orthocycloceras sp.;Eurychilina sp.
Orthocycloceras sp.;Anticostiella sp.
Orthocycloceras sp.;Schmidtella sp.
Orthocycloceras sp.;Faurella sp.
Orthocycloceras sp.;Spinigerites sp.
Orthocycloceras sp.;Foramenella sp.
Orthocycloceras sp.;Tetradella sp.
Orthocycloceras sp.;Tvaerenella sp.
Orthocycloceras sp.;Eographiodactylus sp.
Orthocycloceras sp.;Steusloffina cuneata
Orthocycloceras sp.;Elliptocyprites sp.
Orthocycloceras sp.;Krausella sp.
Orthocycloceras sp.;Longiscula sp.
Orthocycloceras sp.;Aviacypris sp.
Orthocycloceras sp.;Macrocyproides sp.
Orthocycloceras sp.;Microcheilinella sp.
Orthocycloceras sp.;Rectella sp.
Orthocycloceras sp.;Medianella sp.
Orthocycloceras sp.;Leperditella sp.
Orthocycloceras sp.;Eokloedenella sp.
Amphicyrtoceras sp.;Aechmina sp.
Amphicyrtoceras sp.;Baltonotella sp.
Amphicyrtoceras sp.;Dicranella sp.
Amphicyrtoceras sp.;Jonesites sp.
Amphicyrtoceras sp.;Cryptophyllus sp.
Amphicyrtoceras sp.;Eurychilina sp.
Amphicyrtoceras sp.;Anticostiella sp.
Amphicyrtoceras sp.;Schmidtella sp.
Amphicyrtoceras sp.;Faurella sp.
Amphicyrtoceras sp.;Spinigerites sp.
Amphicyrtoceras sp.;Foramenella sp.
Amphicyrtoceras sp.;Tetradella sp.
Amphicyrtoceras sp.;Tvaerenella sp.
Amphicyrtoceras sp.;Eographiodactylus sp.
Amphicyrtoceras sp.;Steusloffina cuneata
Amphicyrtoceras sp.;Elliptocyprites sp.
Amphicyrtoceras sp.;Krausella sp.
Amphicyrtoceras sp.;Longiscula sp.
Amphicyrtoceras sp.;Aviacypris sp.
Amphicyrtoceras sp.;Macrocyproides sp.
Amphicyrtoceras sp.;Microcheilinella sp.
Amphicyrtoceras sp.;Rectella sp.
Amphicyrtoceras sp.;Medianella sp.
Amphicyrtoceras sp.;Leperditella sp.
Amphicyrtoceras sp.;Eokloedenella sp.
Actinoceras lesperancei;Isotelus sp.
Actinoceras lesperancei;Toxochasmops anticostiensis
Actinoceras lesperancei;Calymene sp.
Actinoceras lesperancei;Ceraurinus icarus
Actinoceras lesperancei;Platycoryphe sp.
Actinoceras lesperancei;Aphelognathus grandis
Actinoceras lesperancei;Drepanoistodus suberectus
Actinoceras lesperancei;Gamachignathus ensifer
Actinoceras lesperancei;Amorphognathus sp.
Actinoceras lesperancei;Walliserodus curvatus
Actinoceras lesperancei;Panderodus sp.
Actinoceras lesperancei;Oulodus sp.
Actinoceras lesperancei;Belodina sp.
Actinoceras lesperancei;Ozarkodina sp.
Actinoceras lesperancei;Decoriconus sp.
Actinoceras lesperancei;Phragmodus sp.
Actinoceras lesperancei;Pseudooneotodus beckmanni
Actinoceras lesperancei;Atraktoprion sp.
Actinoceras lesperancei;Hadoprion cervicornis
Actinoceras lesperancei;Kalloprion sp.
Actinoceras lesperancei;Mochtyella sp.
Actinoceras lesperancei;Pistoprion transitans
Actinoceras lesperancei;Vistulella kozlowskii
Actinoceras lesperancei;Kettnerites sp.
Actinoceras lesperancei;Oenonites sp.
Actinoceras lesperancei;Pteropelta gladiata
Actinoceras lesperancei;Ramphoprion ineptus
Actinoceras lesperancei;Tetraprion pozaryskae
Actinoceras lesperancei;Xanioprion sp.
Actinoceras lesperancei;Lunoprionella sp.
Billingsites elongatus;Aphelognathus grandis
Billingsites elongatus;Drepanoistodus suberectus
Billingsites elongatus;Gamachignathus ensifer
Billingsites elongatus;Amorphognathus sp.
Billingsites elongatus;Walliserodus curvatus
Billingsites elongatus;Panderodus sp.
Billingsites elongatus;Oulodus sp.
Billingsites elongatus;Belodina sp.
Billingsites elongatus;Ozarkodina sp.
Billingsites elongatus;Decoriconus sp.
Billingsites elongatus;Phragmodus sp.
Billingsites elongatus;Pseudooneotodus beckmanni
Billingsites elongatus;Atraktoprion sp.
Billingsites elongatus;Hadoprion cervicornis
Billingsites elongatus;Kalloprion sp.
Billingsites elongatus;Mochtyella sp.
Billingsites elongatus;Pistoprion transitans
Billingsites elongatus;Vistulella kozlowskii
Billingsites elongatus;Kettnerites sp.
Billingsites elongatus;Oenonites sp.
Billingsites elongatus;Pteropelta gladiata
Billingsites elongatus;Ramphoprion ineptus
Billingsites elongatus;Tetraprion pozaryskae
Billingsites elongatus;Xanioprion sp.
Billingsites elongatus;Lunoprionella sp.
Apsidoceras magnificum;Isotelus sp.
Apsidoceras magnificum;Toxochasmops anticostiensis
Apsidoceras magnificum;Calymene sp.
Apsidoceras magnificum;Ceraurinus icarus
Apsidoceras magnificum;Platycoryphe sp.
Apsidoceras magnificum;Aphelognathus grandis
Apsidoceras magnificum;Drepanoistodus suberectus
Apsidoceras magnificum;Gamachignathus ensifer
Apsidoceras magnificum;Amorphognathus sp.
Apsidoceras magnificum;Walliserodus curvatus
Apsidoceras magnificum;Panderodus sp.
Apsidoceras magnificum;Oulodus sp.
Apsidoceras magnificum;Belodina sp.
Apsidoceras magnificum;Ozarkodina sp.
Apsidoceras magnificum;Decoriconus sp.
Apsidoceras magnificum;Phragmodus sp.
Apsidoceras magnificum;Pseudooneotodus beckmanni
Discosorus sp.;Isotelus sp.
Discosorus sp.;Toxochasmops anticostiensis
Discosorus sp.;Calymene sp.
Discosorus sp.;Ceraurinus icarus
Discosorus sp.;Platycoryphe sp.
Discosorus sp.;Aphelognathus grandis
Discosorus sp.;Drepanoistodus suberectus
Discosorus sp.;Gamachignathus ensifer
Discosorus sp.;Amorphognathus sp.
Discosorus sp.;Walliserodus curvatus
Discosorus sp.;Panderodus sp.
Discosorus sp.;Oulodus sp.
Discosorus sp.;Belodina sp.
Discosorus sp.;Ozarkodina sp.
Discosorus sp.;Decoriconus sp.
Discosorus sp.;Phragmodus sp.
Discosorus sp.;Pseudooneotodus beckmanni
Discosorus sp.;Atraktoprion sp.
Discosorus sp.;Hadoprion cervicornis
Discosorus sp.;Kalloprion sp.
Discosorus sp.;Mochtyella sp.
Discosorus sp.;Pistoprion transitans
Discosorus sp.;Vistulella kozlowskii
Discosorus sp.;Kettnerites sp.
Discosorus sp.;Oenonites sp.
Discosorus sp.;Pteropelta gladiata
Discosorus sp.;Ramphoprion ineptus
Discosorus sp.;Tetraprion pozaryskae
Discosorus sp.;Xanioprion sp.
Discosorus sp.;Lunoprionella sp.
Polygrammoceras sp.;Isotelus sp.
Polygrammoceras sp.;Toxochasmops anticostiensis
Polygrammoceras sp.;Calymene sp.
Polygrammoceras sp.;Ceraurinus icarus
Polygrammoceras sp.;Platycoryphe sp.
Polygrammoceras sp.;Aphelognathus grandis
Polygrammoceras sp.;Drepanoistodus suberectus
Polygrammoceras sp.;Gamachignathus ensifer
Polygrammoceras sp.;Amorphognathus sp.
Polygrammoceras sp.;Walliserodus curvatus
Polygrammoceras sp.;Panderodus sp.
Polygrammoceras sp.;Oulodus sp.
Polygrammoceras sp.;Belodina sp.
Polygrammoceras sp.;Ozarkodina sp.
Polygrammoceras sp.;Decoriconus sp.
Polygrammoceras sp.;Phragmodus sp.
Polygrammoceras sp.;Pseudooneotodus beckmanni
Polygrammoceras sp.;Atraktoprion sp.
Polygrammoceras sp.;Hadoprion cervicornis
Polygrammoceras sp.;Kalloprion sp.
Polygrammoceras sp.;Mochtyella sp.
Polygrammoceras sp.;Pistoprion transitans
Polygrammoceras sp.;Vistulella kozlowskii
Polygrammoceras sp.;Kettnerites sp.
Polygrammoceras sp.;Oenonites sp.
Polygrammoceras sp.;Pteropelta gladiata
Polygrammoceras sp.;Ramphoprion ineptus
Polygrammoceras sp.;Tetraprion pozaryskae
Polygrammoceras sp.;Xanioprion sp.
Polygrammoceras sp.;Lunoprionella sp.
Orthoceras sp.;Isotelus sp.
Orthoceras sp.;Toxochasmops anticostiensis
Orthoceras sp.;Calymene sp.
Orthoceras sp.;Ceraurinus icarus
Orthoceras sp.;Platycoryphe sp.
Orthoceras sp.;Aphelognathus grandis
Orthoceras sp.;Drepanoistodus suberectus
Orthoceras sp.;Gamachignathus ensifer
Orthoceras sp.;Amorphognathus sp.
Orthoceras sp.;Walliserodus curvatus
Orthoceras sp.;Panderodus sp.
Orthoceras sp.;Oulodus sp.
Orthoceras sp.;Belodina sp.
Orthoceras sp.;Ozarkodina sp.
Orthoceras sp.;Decoriconus sp.
Orthoceras sp.;Phragmodus sp.
Orthoceras sp.;Pseudooneotodus beckmanni
Orthoceras sp.;Atraktoprion sp.
Orthoceras sp.;Hadoprion cervicornis
Orthoceras sp.;Kalloprion sp.
Orthoceras sp.;Mochtyella sp.
Orthoceras sp.;Pistoprion transitans
Orthoceras sp.;Vistulella kozlowskii
Orthoceras sp.;Kettnerites sp.
Orthoceras sp.;Oenonites sp.
Orthoceras sp.;Pteropelta gladiata
Orthoceras sp.;Ramphoprion ineptus
Orthoceras sp.;Tetraprion pozaryskae
Orthoceras sp.;Xanioprion sp.
Orthoceras sp.;Lunoprionella sp.
Orthocycloceras sp.;Isotelus sp.
Orthocycloceras sp.;Toxochasmops anticostiensis
Orthocycloceras sp.;Calymene sp.
Orthocycloceras sp.;Ceraurinus icarus
Orthocycloceras sp.;Platycoryphe sp.
Orthocycloceras sp.;Aphelognathus grandis
Orthocycloceras sp.;Drepanoistodus suberectus
Orthocycloceras sp.;Gamachignathus ensifer
Orthocycloceras sp.;Amorphognathus sp.
Orthocycloceras sp.;Walliserodus curvatus
Orthocycloceras sp.;Panderodus sp.
Orthocycloceras sp.;Oulodus sp.
Orthocycloceras sp.;Belodina sp.
Orthocycloceras sp.;Ozarkodina sp.
Orthocycloceras sp.;Decoriconus sp.
Orthocycloceras sp.;Phragmodus sp.
Orthocycloceras sp.;Pseudooneotodus beckmanni
Orthocycloceras sp.;Atraktoprion sp.
Orthocycloceras sp.;Hadoprion cervicornis
Orthocycloceras sp.;Kalloprion sp.
Orthocycloceras sp.;Mochtyella sp.
Orthocycloceras sp.;Pistoprion transitans
Orthocycloceras sp.;Vistulella kozlowskii
Orthocycloceras sp.;Kettnerites sp.
Orthocycloceras sp.;Oenonites sp.
Orthocycloceras sp.;Pteropelta gladiata
Orthocycloceras sp.;Ramphoprion ineptus
Orthocycloceras sp.;Tetraprion pozaryskae
Orthocycloceras sp.;Xanioprion sp.
Orthocycloceras sp.;Lunoprionella sp.
Amphicyrtoceras sp.;Isotelus sp.
Amphicyrtoceras sp.;Toxochasmops anticostiensis
Amphicyrtoceras sp.;Calymene sp.
Amphicyrtoceras sp.;Ceraurinus icarus
Amphicyrtoceras sp.;Platycoryphe sp.
Amphicyrtoceras sp.;Aphelognathus grandis
Amphicyrtoceras sp.;Drepanoistodus suberectus
Amphicyrtoceras sp.;Gamachignathus ensifer
Amphicyrtoceras sp.;Amorphognathus sp.
Amphicyrtoceras sp.;Walliserodus curvatus
Amphicyrtoceras sp.;Panderodus sp.
Amphicyrtoceras sp.;Oulodus sp.
Amphicyrtoceras sp.;Belodina sp.
Amphicyrtoceras sp.;Ozarkodina sp.
Amphicyrtoceras sp.;Decoriconus sp.
Amphicyrtoceras sp.;Phragmodus sp.
Amphicyrtoceras sp.;Pseudooneotodus beckmanni
Amphicyrtoceras sp.;Atraktoprion sp.
Amphicyrtoceras sp.;Hadoprion cervicornis
Amphicyrtoceras sp.;Kalloprion sp.
Amphicyrtoceras sp.;Mochtyella sp.
Amphicyrtoceras sp.;Pistoprion transitans
Amphicyrtoceras sp.;Vistulella kozlowskii
Amphicyrtoceras sp.;Kettnerites sp.
Amphicyrtoceras sp.;Oenonites sp.
Amphicyrtoceras sp.;Pteropelta gladiata
Amphicyrtoceras sp.;Ramphoprion ineptus
Amphicyrtoceras sp.;Tetraprion pozaryskae
Amphicyrtoceras sp.;Xanioprion sp.
Amphicyrtoceras sp.;Lunoprionella sp.
Actinoceras lesperancei;Cuneamya anticostiana
Actinoceras lesperancei;Vanuxemia sp.
Actinoceras lesperancei;Byssonychia anticostiana
Actinoceras lesperancei;Cleionychia superba
Actinoceras lesperancei;Pterinea sp.
Actinoceras lesperancei;Rhytimya sp.
Actinoceras lesperancei;Ctenodonta sp.
Discosorus sp.;zooplankton
Actinoceras lesperancei;Alaskadiscus giganteus
Actinoceras lesperancei;Brachytomaria papillosa
Actinoceras lesperancei;Bucania ellisensis
Actinoceras lesperancei;Cyclonema sp.
Actinoceras lesperancei;Cyrtospira notata
Actinoceras lesperancei;Holopea sp.
Actinoceras lesperancei;Hormotoma sp.
Actinoceras lesperancei;Loxonema rugosum
Actinoceras lesperancei;Lytospira nitida
Actinoceras lesperancei;Phragmolites sp.
Actinoceras lesperancei;Salpingostoma sp.
Actinoceras lesperancei;Sinuites bilobatus
Actinoceras lesperancei;Subulites sp.
Actinoceras lesperancei;Tetranota obsoleta
Actinoceras lesperancei;Cornulites sp.
Apsidoceras magnificum;Alaskadiscus giganteus
Apsidoceras magnificum;Brachytomaria papillosa
Apsidoceras magnificum;Bucania ellisensis
Apsidoceras magnificum;Cyclonema sp.
Apsidoceras magnificum;Cyrtospira notata
Apsidoceras magnificum;Holopea sp.
Apsidoceras magnificum;Hormotoma sp.
Apsidoceras magnificum;Loxonema rugosum
Apsidoceras magnificum;Lytospira nitida
Apsidoceras magnificum;Phragmolites sp.
Apsidoceras magnificum;Salpingostoma sp.
Apsidoceras magnificum;Sinuites bilobatus
Apsidoceras magnificum;Subulites sp.
Apsidoceras magnificum;Tetranota obsoleta
Apsidoceras magnificum;Cornulites sp.
Actinoceras lesperancei;Anisocrinus prinstaensis
Actinoceras lesperancei;Astakocrinus teren
Actinoceras lesperancei;Calceocrinus gamachicus
Actinoceras lesperancei;Charactocrinus billingsi
Actinoceras lesperancei;Dendrocrinus sp.
Actinoceras lesperancei;Euspirocrinus gagnoni
Actinoceras lesperancei;Protaxocrinus sp.
Actinoceras lesperancei;Xenocrinus rubus
Actinoceras lesperancei;Acidolites sp.
Actinoceras lesperancei;Aulopora sp.
Actinoceras lesperancei;Calapoecia anticostiensis
Actinoceras lesperancei;Cyathophyllum sp.
Actinoceras lesperancei;Favosites sp.
Actinoceras lesperancei;Halysites sp.
Actinoceras lesperancei;Heliolites sp.
Actinoceras lesperancei;Palaeofavosites sp.
Actinoceras lesperancei;Palaeophyllum sp.
Actinoceras lesperancei;Propora conferta
Actinoceras lesperancei;Billingsites elongatus
Actinoceras lesperancei;Discosorus sp.
Apsidoceras magnificum;Billingsites elongatus
Apsidoceras magnificum;Discosorus sp.
Apsidoceras magnificum;Cornulites sp.















































